"time","OSLKO29","OSLKO29( volume )"
"2014-11-25 01:00","101.08","70000000"
"2014-12-19 01:00","103.458","67000000"
"2015-03-16 01:00","103.75","100000000"
"2015-04-09 02:00","103.86","15000000"
"2015-04-15 02:00","103.62","24000000"
"2015-04-28 02:00","102.7","1000000"
"2015-05-22 02:00","101.22","50000000"
"2015-06-24 02:00","100.5","48000000"
"2015-07-10 02:00","100.55","10000000"
"2015-07-30 02:00","101.65","21000000"
"2015-09-11 02:00","101.74","30000000"
"2015-09-17 02:00","101.1","3000000"
"2015-09-18 02:00","101.6","15000000"
"2015-09-28 02:00","101.85","1000000"
"2015-11-13 01:00","100.9","20000000"
"2015-11-24 01:00","102.15","19000000"
"2016-08-08 02:00","104.65","48000000"
"2016-09-22 02:00","103.97","100000000"
"2016-09-27 02:00","104.51","50000000"
"2016-11-14 01:00","101.6","2000000"
"2016-12-12 01:00","101.09","70000000"
"2016-12-15 01:00","101.3","6000000"
"2016-12-16 01:00","101.4","4000000"
"2017-01-23 01:00","102.075","15000000"
"2017-02-03 01:00","101.82","10000000"
"2017-03-13 01:00","101.98","3000000"
"2017-09-20 02:00","103.24","2000000"
"2017-10-06 02:00","103","2000000"
"2017-10-30 01:00","103.06","50000000"
"2017-11-14 01:00","103.28","5000000"
"2017-12-05 01:00","103.65","20000000"
"2017-12-08 01:00","103.6","6000000"
"2017-12-21 01:00","103.2","5000000"
"2018-04-06 02:00","101.62","2000000"
"2018-08-15 02:00","102.022","3000000"
"2018-10-19 02:00","100.885","80000000"
"2019-11-05 01:00","101.15","10000000"
"2020-10-14 02:00","104.557","1000000"
