"time","OSLKO27","OSLKO27( volume )"
"2013-11-11 01:00","101","3000000"
"2014-01-09 01:00","100.807","25000000"
"2014-01-15 01:00","100.86","3000000"
"2014-01-17 01:00","101.16","29000000"
"2014-01-22 01:00","101.15","25000000"
"2014-02-10 01:00","102.03","80000000"
"2014-02-12 01:00","102.02","25000000"
"2014-03-20 01:00","102.7","70000000"
"2014-08-19 02:00","105.98","15000000"
"2014-09-18 02:00","106.15","12000000"
"2014-10-02 02:00","108","6000000"
"2014-10-03 02:00","107.4","2000000"
"2014-10-06 02:00","107.47","15000000"
"2014-10-10 02:00","108.55","31000000"
"2014-10-17 02:00","108.2","50000000"
"2014-10-22 02:00","108.71","10000000"
"2014-10-24 02:00","107.95","30000000"
"2014-10-28 01:00","108.91","30000000"
"2015-02-11 01:00","113.8","130000000"
"2015-03-17 01:00","113.22","50000000"
"2015-03-18 01:00","113.35","50000000"
"2015-06-04 02:00","108.67","75000000"
"2015-07-10 02:00","109.2","5000000"
"2015-07-28 02:00","110.19","50000000"
"2015-07-29 02:00","110.22","8000000"
"2015-08-18 02:00","112.22","30000000"
"2015-08-21 02:00","112.4","25000000"
"2015-09-24 02:00","109.5","5000000"
"2015-12-08 01:00","109.652","3000000"
"2016-03-31 02:00","112.65","5000000"
"2016-04-04 02:00","112.47","25000000"
"2016-07-15 02:00","113.8","33000000"
"2016-08-09 02:00","113.102","4000000"
"2016-09-22 02:00","112.0902","4000000"
"2016-10-13 02:00","111.72","10000000"
"2016-10-26 02:00","111.45","24000000"
"2016-11-18 01:00","109.669","54000000"
"2017-03-01 01:00","109.063","10000000"
"2017-03-13 01:00","108.97","10000000"
"2017-03-14 01:00","108.95","20000000"
"2017-05-03 02:00","109.47","2000000"
"2017-07-31 02:00","109.1","2000000"
"2019-04-12 02:00","107.05","1000000"
"2019-05-07 02:00","106.804","37000000"
