"time","OSLKO37","OSLKO37( volume )"
"2017-12-14 01:00","99.08","50000000"
"2017-12-15 01:00","100.15","50000000"
"2018-01-03 01:00","99.61","1000000"
"2018-01-11 01:00","99","55000000"
"2018-01-18 01:00","98.69","40000000"
"2018-01-30 01:00","97.1","60000000"
"2018-02-06 01:00","97.3","34000000"
"2018-02-14 01:00","97.095","25000000"
"2018-04-05 02:00","97.37","10000000"
"2018-06-21 02:00","97.985","55000000"
"2019-03-25 01:00","100.19","50000000"
"2020-06-09 02:00","107.59","15000000"
"2020-10-27 01:00","107.56","20000000"
