"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"19.01.2021","Tue","-0.59386","-0.57214","-0.58671","-0.56114","-0.55386","-0.53314","-0.49871"
"18.01.2021","Mon","-0.59343","-0.57886","-0.58886","-0.56086","-0.55529","-0.53643","-0.50071"
"15.01.2021","Fri","-0.58700","-0.57871","-0.58814","-0.55871","-0.55557","-0.53671","-0.49814"
"14.01.2021","Thu","-0.58843","-0.57629","-0.59486","-0.55829","-0.55314","-0.53457","-0.49614"
"13.01.2021","Wed","-0.58443","-0.57586","-0.59443","-0.55743","-0.55271","-0.53457","-0.49186"
"12.01.2021","Tue","-0.58914","-0.57157","-0.59500","-0.55714","-0.55914","-0.53629","-0.49143"
"11.01.2021","Mon","-0.58800","-0.57157","-0.59471","-0.55486","-0.56471","-0.53443","-0.49429"
"08.01.2021","Fri","-0.58857","-0.57814","-0.59543","-0.55829","-0.57086","-0.53600","-0.49486"
"07.01.2021","Thu","-0.58857","-0.57600","-0.59343","-0.55729","-0.56714","-0.53814","-0.49414"
"06.01.2021","Wed","-0.58714","-0.57943","-0.59100","-0.55929","-0.56671","-0.53557","-0.49243"
"05.01.2021","Tue","-0.58714","-0.57614","-0.59029","-0.55271","-0.55943","-0.53243","-0.49371"
"04.01.2021","Mon","-0.58429","-0.56771","-0.58957","-0.55129","-0.56257","-0.53514","-0.49386"
"31.12.2020","Thu","-0.60043","-0.56743","-0.58586","-0.55586","-0.56629","-0.53300","-0.48986"
"30.12.2020","Wed","-0.58640","-0.56643","-0.58686","-0.55486","-0.56629","-0.53157","-0.48957"
"29.12.2020","Tue","-0.58071","-0.58586","-0.60657","-0.55729","-0.56186","-0.53343","-0.48929"
"24.12.2020","Thu","-0.58529","-0.58529","-0.59671","-0.55914","-0.56357","-0.53029","-0.48457"
"23.12.2020","Wed","-0.58514","-0.58743","-0.59614","-0.55829","-0.57386","-0.53286","-0.48600"
"22.12.2020","Tue","-0.58400","-0.56871","-0.59529","-0.55900","-0.57300","-0.53329","-0.48629"
"21.12.2020","Mon","-0.58171","-0.56871","-0.59457","-0.55629","-0.56829","-0.53343","-0.48386"
"18.12.2020","Fri","-0.58329","-0.56971","-0.59371","-0.55743","-0.56829","-0.53657","-0.48157"
"17.12.2020","Thu","-0.58786","-0.57743","-0.59729","-0.55857","-0.56914","-0.54029","-0.48443"
"16.12.2020","Wed","-0.58286","-0.57786","-0.59043","-0.55257","-0.56586","-0.53800","-0.49200"
"15.12.2020","Tue","-0.58514","-0.57643","-0.58629","-0.55557","-0.56800","-0.53314","-0.49700"
"14.12.2020","Mon","-0.58500","-0.57586","-0.58386","-0.55929","-0.56543","-0.53543","-0.49814"
"11.12.2020","Fri","-0.58386","-0.57957","-0.58200","-0.55657","-0.57229","-0.53557","-0.49657"
"10.12.2020","Thu","-0.58214","-0.57843","-0.58843","-0.56429","-0.56443","-0.53457","-0.50100"
"09.12.2020","Wed","-0.58757","-0.57743","-0.59129","-0.56271","-0.56857","-0.53371","-0.49700"
"08.12.2020","Tue","-0.58414","-0.57086","-0.59143","-0.55314","-0.56843","-0.53057","-0.49514"
"07.12.2020","Mon","-0.58229","-0.56929","-0.59543","-0.54543","-0.55614","-0.52514","-0.48700"
"04.12.2020","Fri","-0.58400","-0.56957","-0.58957","-0.55486","-0.55286","-0.52229","-0.48543"
"03.12.2020","Thu","-0.58229","-0.56714","-0.58614","-0.55700","-0.55410","-0.51900","-0.47929"
"02.12.2020","Wed","-0.58114","-0.56971","-0.58614","-0.55457","-0.54843","-0.51800","-0.47814"
"01.12.2020","Tue","-0.58586","-0.56886","-0.58571","-0.55071","-0.55043","-0.51686","-0.47914"
"30.11.2020","Mon","-0.58586","-0.56843","-0.58371","-0.54929","-0.55157","-0.51714","-0.47814"
"27.11.2020","Fri","-0.59014","-0.56840","-0.58114","-0.54610","-0.54529","-0.51514","-0.47743"
"26.11.2020","Thu","-0.58743","-0.56720","-0.57871","-0.54543","-0.54643","-0.51486","-0.47686"
"25.11.2020","Wed","-0.59086","-0.56914","-0.57829","-0.54943","-0.54429","-0.51629","-0.47300"
"24.11.2020","Tue","-0.58871","-0.57743","-0.57986","-0.54600","-0.54814","-0.51914","-0.47057"
"23.11.2020","Mon","-0.58900","-0.57886","-0.57900","-0.54771","-0.54271","-0.52014","-0.46986"
"20.11.2020","Fri","-0.58914","-0.57729","-0.57829","-0.54529","-0.54386","-0.51886","-0.46886"
"19.11.2020","Thu","-0.58800","-0.57671","-0.57686","-0.54471","-0.54329","-0.51886","-0.46757"
"18.11.2020","Wed","-0.59029","-0.57571","-0.57614","-0.54486","-0.54543","-0.51986","-0.46757"
"17.11.2020","Tue","-0.58600","-0.58000","-0.57657","-0.54886","-0.54629","-0.51757","-0.46800"
"16.11.2020","Mon","-0.59214","-0.58029","-0.57386","-0.54557","-0.53971","-0.51571","-0.45714"
"13.11.2020","Fri","-0.58657","-0.56770","-0.57314","-0.54843","-0.53857","-0.51214","-0.45586"
"12.11.2020","Thu","-0.59086","-0.56857","-0.57371","-0.54700","-0.53286","-0.51186","-0.45457"
"11.11.2020","Wed","-0.59071","-0.57543","-0.57386","-0.53971","-0.53857","-0.51643","-0.45343"
"10.11.2020","Tue","-0.58886","-0.57571","-0.57529","-0.53900","-0.53686","-0.51743","-0.45571"
"09.11.2020","Mon","-0.58943","-0.57843","-0.57586","-0.54300","-0.54143","-0.52514","-0.47286"
"06.11.2020","Fri","-0.59000","-0.57900","-0.57486","-0.54114","-0.53843","-0.52400","-0.47143"
"05.11.2020","Thu","-0.58786","-0.57714","-0.57529","-0.54329","-0.53657","-0.52471","-0.47243"
"04.11.2020","Wed","-0.58286","-0.56514","-0.57386","-0.53771","-0.54486","-0.52514","-0.47443"
"03.11.2020","Tue","-0.58757","-0.56486","-0.57586","-0.53471","-0.53500","-0.52314","-0.47300"
"02.11.2020","Mon","-0.58271","-0.57671","-0.56286","-0.53471","-0.53529","-0.52586","-0.47371"
"30.10.2020","Fri","-0.57829","-0.57700","-0.56171","-0.53400","-0.52971","-0.52329","-0.47386"
"29.10.2020","Thu","-0.58200","-0.57600","-0.56314","-0.53400","-0.52957","-0.52100","-0.47000"
"28.10.2020","Wed","-0.58214","-0.57671","-0.56800","-0.53386","-0.52557","-0.51614","-0.46500"
"27.10.2020","Tue","-0.58057","-0.57500","-0.56600","-0.53729","-0.53043","-0.51243","-0.45871"
"26.10.2020","Mon","-0.57886","-0.57514","-0.56600","-0.53614","-0.52771","-0.50700","-0.45714"
"23.10.2020","Fri","-0.58300","-0.57457","-0.56471","-0.53529","-0.52686","-0.50757","-0.45871"
"22.10.2020","Thu","-0.58343","-0.57557","-0.56486","-0.53671","-0.53071","-0.50800","-0.45929"
"21.10.2020","Wed","-0.58429","-0.57629","-0.56443","-0.53329","-0.51971","-0.50543","-0.45943"
"20.10.2020","Tue","-0.58543","-0.56971","-0.56257","-0.53486","-0.53314","-0.51043","-0.46357"
"19.10.2020","Mon","-0.58400","-0.57043","-0.56157","-0.53314","-0.53586","-0.51186","-0.46357"
"16.10.2020","Fri","-0.58514","-0.57057","-0.56343","-0.53657","-0.54029","-0.51471","-0.46286"
"15.10.2020","Thu","-0.58429","-0.57186","-0.56243","-0.53429","-0.53229","-0.51129","-0.46114"
"14.10.2020","Wed","-0.58514","-0.56943","-0.55786","-0.53471","-0.52929","-0.50680","-0.46257"
"13.10.2020","Tue","-0.58486","-0.55871","-0.56243","-0.53143","-0.53014","-0.50429","-0.45800"
"12.10.2020","Mon","-0.58371","-0.55843","-0.56300","-0.53114","-0.52743","-0.49714","-0.44400"
"09.10.2020","Fri","-0.58371","-0.56914","-0.56486","-0.52857","-0.52286","-0.49771","-0.44314"
"08.10.2020","Thu","-0.58514","-0.57414","-0.56300","-0.52871","-0.51980","-0.49620","-0.44057"
"07.10.2020","Wed","-0.58700","-0.57443","-0.56900","-0.52729","-0.52057","-0.49629","-0.44086"
"06.10.2020","Tue","-0.58614","-0.57443","-0.56643","-0.52400","-0.52657","-0.49543","-0.44129"
"05.10.2020","Mon","-0.58629","-0.57043","-0.56714","-0.52300","-0.52850","-0.49520","-0.44257"
"02.10.2020","Fri","-0.58757","-0.55986","-0.57114","-0.52700","-0.52771","-0.49600","-0.43971"
"01.10.2020","Thu","-0.58829","-0.58000","-0.57114","-0.52571","-0.52529","-0.49600","-0.43729"
"30.09.2020","Wed","-0.58500","-0.57157","-0.56843","-0.52129","-0.51971","-0.49386","-0.43529"
"29.09.2020","Tue","-0.58686","-0.57086","-0.56771","-0.52043","-0.51157","-0.50371","-0.43743"
"28.09.2020","Mon","-0.58300","-0.57171","-0.56686","-0.51371","-0.51657","-0.50100","-0.43086"
"25.09.2020","Fri","-0.58700","-0.56929","-0.56714","-0.51329","-0.51329","-0.50214","-0.43557"
"24.09.2020","Thu","-0.58071","-0.56843","-0.56786","-0.51329","-0.51671","-0.49843","-0.43086"
"23.09.2020","Wed","-0.58243","-0.56029","-0.56614","-0.51500","-0.51843","-0.49757","-0.43043"
"22.09.2020","Tue","-0.58400","-0.55943","-0.56786","-0.51500","-0.51914","-0.49571","-0.43200"
"21.09.2020","Mon","-0.58100","-0.57100","-0.56500","-0.50929","-0.51729","-0.49486","-0.43100"
"18.09.2020","Fri","-0.58443","-0.56671","-0.56529","-0.50900","-0.52186","-0.49714","-0.43214"
"17.09.2020","Thu","-0.58471","-0.57014","-0.56357","-0.50429","-0.51843","-0.49357","-0.42857"
"16.09.2020","Wed","-0.58429","-0.56786","-0.56357","-0.50943","-0.52129","-0.49557","-0.42886"
"15.09.2020","Tue","-0.58800","-0.56800","-0.56243","-0.50743","-0.51314","-0.49129","-0.42471"
"14.09.2020","Mon","-0.58300","-0.56686","-0.56257","-0.50629","-0.51043","-0.49329","-0.42329"
"11.09.2020","Fri","-0.58471","-0.55686","-0.56043","-0.50743","-0.50743","-0.49371","-0.41800"
"10.09.2020","Thu","-0.58857","-0.55743","-0.55543","-0.50614","-0.51200","-0.48757","-0.41286"
"09.09.2020","Wed","-0.58800","-0.55871","-0.55443","-0.50857","-0.51786","-0.49714","-0.41629"
"08.09.2020","Tue","-0.58443","-0.55429","-0.55229","-0.51014","-0.51614","-0.49771","-0.40700"
"07.09.2020","Mon","-0.58357","-0.55571","-0.55114","-0.50814","-0.51314","-0.49186","-0.40414"
"04.09.2020","Fri","-0.58314","-0.55529","-0.54514","-0.50500","-0.50671","-0.48529","-0.39786"
"03.09.2020","Thu","-0.58314","-0.55500","-0.54786","-0.49743","-0.50114","-0.47814","-0.39086"
"02.09.2020","Wed","-0.58557","-0.55100","-0.54657","-0.50057","-0.50457","-0.47357","-0.38314"
"01.09.2020","Tue","-0.58114","-0.55314","-0.54329","-0.49714","-0.50586","-0.46986","-0.37286"
"28.08.2020","Fri","-0.57714","-0.56857","-0.54529","-0.50686","-0.50871","-0.47343","-0.37100"
"27.08.2020","Thu","-0.57729","-0.55800","-0.54586","-0.50114","-0.51029","-0.47071","-0.36357"
"26.08.2020","Wed","-0.58200","-0.56414","-0.54486","-0.50057","-0.51300","-0.46543","-0.36086"
"25.08.2020","Tue","-0.58057","-0.56371","-0.54414","-0.49757","-0.51657","-0.46471","-0.36643"
"24.08.2020","Mon","-0.58429","-0.56514","-0.54300","-0.49371","-0.51243","-0.47186","-0.36257"
"21.08.2020","Fri","-0.58529","-0.56429","-0.53986","-0.49557","-0.51500","-0.47214","-0.36171"
"20.08.2020","Thu","-0.58471","-0.56471","-0.55157","-0.49457","-0.51486","-0.47043","-0.36043"
"19.08.2020","Wed","-0.58229","-0.55871","-0.55486","-0.49500","-0.51471","-0.47271","-0.35329"
"18.08.2020","Tue","-0.58114","-0.56200","-0.55214","-0.48743","-0.51314","-0.47029","-0.35171"
"17.08.2020","Mon","-0.57986","-0.56371","-0.55100","-0.48714","-0.51300","-0.46914","-0.35214"
"14.08.2020","Fri","-0.58129","-0.56286","-0.55229","-0.49757","-0.51343","-0.46786","-0.34714"
"13.08.2020","Thu","-0.58143","-0.56371","-0.54957","-0.49486","-0.50500","-0.47186","-0.34800"
"12.08.2020","Wed","-0.58186","-0.56157","-0.55143","-0.49386","-0.50186","-0.46943","-0.34957"
"11.08.2020","Tue","-0.57700","-0.56257","-0.54457","-0.47957","-0.49671","-0.47071","-0.35357"
"10.08.2020","Mon","-0.58086","-0.56586","-0.54386","-0.47671","-0.47543","-0.46171","-0.35000"
"07.08.2020","Fri","-0.58014","-0.55043","-0.52786","-0.47614","-0.47086","-0.45700","-0.34957"
"06.08.2020","Thu","-0.58186","-0.56529","-0.52886","-0.47529","-0.46857","-0.45514","-0.34800"
"05.08.2020","Wed","-0.58300","-0.56200","-0.52786","-0.47286","-0.46943","-0.45414","-0.34757"
"04.08.2020","Tue","-0.58257","-0.55414","-0.51500","-0.46171","-0.45771","-0.43329","-0.33014"
"03.08.2020","Mon","-0.58329","-0.55629","-0.51729","-0.45943","-0.45157","-0.42214","-0.31957"
"31.07.2020","Fri","-0.58071","-0.53914","-0.50157","-0.44100","-0.44471","-0.44329","-0.33029"
"30.07.2020","Thu","-0.58371","-0.53843","-0.50157","-0.43757","-0.44057","-0.43043","-0.32514"
"29.07.2020","Wed","-0.58300","-0.54200","-0.50171","-0.43643","-0.44529","-0.42829","-0.31986"
"28.07.2020","Tue","-0.57943","-0.54100","-0.50357","-0.43629","-0.44571","-0.42200","-0.31386"
"27.07.2020","Mon","-0.58329","-0.54000","-0.50014","-0.43357","-0.44400","-0.41786","-0.30400"
"24.07.2020","Fri","-0.57729","-0.55429","-0.50271","-0.43300","-0.43543","-0.41614","-0.30600"
"23.07.2020","Thu","-0.57943","-0.54243","-0.50071","-0.43786","-0.43700","-0.41500","-0.30857"
"22.07.2020","Wed","-0.57400","-0.54143","-0.49814","-0.43643","-0.43643","-0.40900","-0.30514"
"21.07.2020","Tue","-0.57629","-0.54257","-0.50371","-0.43771","-0.44500","-0.41186","-0.30100"
"20.07.2020","Mon","-0.58400","-0.54414","-0.50300","-0.44957","-0.44114","-0.39929","-0.29057"
"17.07.2020","Fri","-0.58071","-0.54171","-0.49329","-0.44571","-0.44414","-0.40114","-0.29343"
"16.07.2020","Thu","-0.57700","-0.54129","-0.49929","-0.43443","-0.45171","-0.40100","-0.29129"
"15.07.2020","Wed","-0.57814","-0.54086","-0.50114","-0.44257","-0.45471","-0.39243","-0.29100"
"14.07.2020","Tue","-0.57171","-0.53843","-0.49971","-0.44257","-0.43914","-0.37171","-0.27686"
"13.07.2020","Mon","-0.57314","-0.53771","-0.49800","-0.44343","-0.44114","-0.36757","-0.28043"
"10.07.2020","Fri","-0.56157","-0.53714","-0.49457","-0.44029","-0.43814","-0.36000","-0.28171"
"09.07.2020","Thu","-0.56686","-0.53714","-0.49457","-0.44443","-0.43929","-0.36314","-0.27214"
"08.07.2020","Wed","-0.56043","-0.53771","-0.49229","-0.43714","-0.43157","-0.33614","-0.25243"
"07.07.2020","Tue","-0.56814","-0.52957","-0.49314","-0.44329","-0.42786","-0.34329","-0.25371"
"06.07.2020","Mon","-0.56486","-0.52686","-0.49400","-0.44157","-0.43514","-0.35386","-0.25314"
"03.07.2020","Fri","-0.56357","-0.52700","-0.50057","-0.44157","-0.42329","-0.33771","-0.24200"
"02.07.2020","Thu","-0.56500","-0.52600","-0.49729","-0.44229","-0.39886","-0.33443","-0.23557"
"01.07.2020","Wed","-0.56857","-0.53043","-0.49729","-0.42529","-0.41129","-0.33057","-0.22971"
"30.06.2020","Tue","-0.57243","-0.52886","-0.48443","-0.41329","-0.42200","-0.31943","-0.24571"
"29.06.2020","Mon","-0.55943","-0.51671","-0.48414","-0.41300","-0.42829","-0.33686","-0.22500"
"26.06.2020","Fri","-0.56486","-0.51757","-0.48429","-0.41557","-0.39186","-0.32486","-0.21814"
"25.06.2020","Thu","-0.56271","-0.52100","-0.48814","-0.41500","-0.38571","-0.32757","-0.20586"
"24.06.2020","Wed","-0.56143","-0.54043","-0.49171","-0.42671","-0.40143","-0.31757","-0.20443"
"23.06.2020","Tue","-0.56843","-0.54029","-0.49000","-0.42657","-0.40571","-0.29743","-0.20457"
"22.06.2020","Mon","-0.56714","-0.53171","-0.49343","-0.42257","-0.40971","-0.30986","-0.19000"
"19.06.2020","Fri","-0.56700","-0.53043","-0.48743","-0.41843","-0.41457","-0.30029","-0.18957"
"18.06.2020","Thu","-0.56786","-0.53029","-0.48371","-0.42629","-0.40771","-0.28443","-0.17514"
"17.06.2020","Wed","-0.56471","-0.52600","-0.48286","-0.42643","-0.40743","-0.27900","-0.17371"
"16.06.2020","Tue","-0.56500","-0.52557","-0.47271","-0.41029","-0.40029","-0.28871","-0.17100"
"15.06.2020","Mon","-0.56514","-0.53229","-0.47486","-0.41829","-0.39414","-0.26429","-0.17486"
"12.06.2020","Fri","-0.56429","-0.52843","-0.46443","-0.41457","-0.39229","-0.26014","-0.16786"
"11.06.2020","Thu","-0.56329","-0.52643","-0.46314","-0.41200","-0.37743","-0.24429","-0.16057"
"10.06.2020","Wed","-0.56171","-0.52529","-0.46543","-0.40786","-0.37171","-0.23229","-0.15600"
"09.06.2020","Tue","-0.56686","-0.51886","-0.47171","-0.41143","-0.37886","-0.23457","-0.15771"
"08.06.2020","Mon","-0.56143","-0.51929","-0.46886","-0.41029","-0.38100","-0.22857","-0.16214"
"05.06.2020","Fri","-0.56043","-0.52629","-0.47786","-0.40429","-0.37843","-0.24257","-0.14529"
"04.06.2020","Thu","-0.56229","-0.52129","-0.47014","-0.39000","-0.35471","-0.23857","-0.13843"
"03.06.2020","Wed","-0.56014","-0.53014","-0.46800","-0.38571","-0.36129","-0.22629","-0.12500"
"02.06.2020","Tue","-0.56429","-0.53086","-0.46314","-0.38271","-0.36700","-0.21243","-0.12057"
"01.06.2020","Mon","-0.56243","-0.52529","-0.46900","-0.37343","-0.35000","-0.19971","-0.11857"
"29.05.2020","Fri","-0.56029","-0.52071","-0.46714","-0.37114","-0.34657","-0.19757","-0.12129"
"28.05.2020","Thu","-0.56229","-0.52586","-0.46457","-0.37200","-0.34714","-0.18329","-0.11771"
"27.05.2020","Wed","-0.56186","-0.52000","-0.45529","-0.36857","-0.33471","-0.15443","-0.11486"
"26.05.2020","Tue","-0.56443","-0.51986","-0.45657","-0.36057","-0.32200","-0.15743","-0.08729"
"22.05.2020","Fri","-0.56957","-0.52300","-0.45671","-0.34757","-0.32314","-0.13414","-0.07586"
"21.05.2020","Thu","-0.56471","-0.51800","-0.44757","-0.34129","-0.31086","-0.13257","-0.06814"
"20.05.2020","Wed","-0.56871","-0.52600","-0.44943","-0.33271","-0.30886","-0.12900","-0.06457"
"19.05.2020","Tue","-0.56800","-0.51486","-0.44629","-0.33429","-0.29186","-0.12443","-0.06543"
"18.05.2020","Mon","-0.57186","-0.51100","-0.44443","-0.32629","-0.26586","-0.12257","-0.06457"
"15.05.2020","Fri","-0.57186","-0.51014","-0.44443","-0.32900","-0.26300","-0.11857","-0.05871"
"14.05.2020","Thu","-0.57114","-0.50786","-0.44671","-0.32614","-0.25800","-0.11586","-0.04143"
"13.05.2020","Wed","-0.57129","-0.51057","-0.44300","-0.33129","-0.24329","-0.11657","-0.04414"
"12.05.2020","Tue","-0.57114","-0.51014","-0.43571","-0.31714","-0.23071","-0.11171","-0.04114"
"11.05.2020","Mon","-0.56714","-0.50443","-0.43029","-0.30843","-0.22457","-0.11671","-0.04814"
"07.05.2020","Thu","-0.56786","-0.50743","-0.43343","-0.31343","-0.24243","-0.09143","-0.03986"
"06.05.2020","Wed","-0.56543","-0.49886","-0.43114","-0.30714","-0.21700","-0.08171","-0.04971"
"05.05.2020","Tue","-0.56929","-0.51343","-0.42643","-0.29529","-0.20486","-0.08343","-0.05314"
"04.05.2020","Mon","-0.57057","-0.49829","-0.42529","-0.28957","-0.17414","-0.08143","-0.05071"
"01.05.2020","Fri","","-0.50429","-0.41971","-0.27300","-0.17071","-0.07514","-0.03771"
"30.04.2020","Thu","-0.56871","-0.50686","-0.42843","-0.26586","-0.18500","-0.06157","-0.02157"
"29.04.2020","Wed","-0.56686","-0.49900","-0.42443","-0.27643","-0.17400","-0.07843","-0.02600"
"28.04.2020","Tue","-0.56543","-0.49700","-0.42157","-0.29014","-0.16457","-0.08771","-0.03986"
"27.04.2020","Mon","-0.56800","-0.48600","-0.40743","-0.28343","-0.17357","-0.08943","-0.03671"
"24.04.2020","Fri","-0.56614","-0.48943","-0.40029","-0.27771","-0.15200","-0.06800","-0.01071"
"23.04.2020","Thu","-0.56843","-0.49771","-0.37786","-0.28000","-0.14757","-0.06157","0.00086"
"22.04.2020","Wed","-0.56814","-0.49157","-0.37443","-0.28157","-0.14243","-0.05171","0.00800"
"21.04.2020","Tue","-0.56900","-0.48857","-0.36557","-0.28743","-0.15757","-0.07771","0.00157"
"20.04.2020","Mon","-0.56600","-0.48586","-0.36657","-0.29814","-0.16714","-0.08300","-0.00271"
"17.04.2020","Fri","-0.56729","-0.48257","-0.36529","-0.29814","-0.18214","-0.09314","-0.01586"
"16.04.2020","Thu","-0.56743","-0.47629","-0.35957","-0.29329","-0.19257","-0.11943","-0.01486"
"15.04.2020","Wed","-0.56786","-0.48400","-0.36343","-0.30600","-0.21686","-0.14314","-0.10257"
"14.04.2020","Tue","-0.56729","-0.47529","-0.36957","-0.30329","-0.21857","-0.14471","-0.13429"
"09.04.2020","Thu","-0.56571","-0.47357","-0.37871","-0.30543","-0.21243","-0.13886","-0.12557"
"08.04.2020","Wed","-0.56786","-0.47029","-0.38229","-0.31486","-0.22229","-0.14357","-0.13229"
"07.04.2020","Tue","-0.56586","-0.47500","-0.39214","-0.32371","-0.23343","-0.15300","-0.14614"
"06.04.2020","Mon","-0.56900","-0.47071","-0.38571","-0.34100","-0.23157","-0.15800","-0.14471"
"03.04.2020","Fri","-0.56929","-0.47271","-0.38857","-0.34286","-0.23243","-0.17043","-0.16657"
"02.04.2020","Thu","-0.56886","-0.46743","-0.38943","-0.33971","-0.24114","-0.17786","-0.16443"
"01.04.2020","Wed","-0.56529","-0.47343","-0.39986","-0.34500","-0.24729","-0.18543","-0.17100"
"31.03.2020","Tue","-0.56614","-0.47514","-0.38786","-0.35029","-0.25471","-0.20071","-0.18271"
"30.03.2020","Mon","-0.56529","-0.44886","-0.39486","-0.36114","-0.26471","-0.20386","-0.18700"
"27.03.2020","Fri","-0.56571","-0.45400","-0.40229","-0.38643","-0.28914","-0.24071","-0.18843"
"26.03.2020","Thu","-0.56000","-0.46286","-0.41700","-0.38914","-0.29571","-0.24600","-0.18386"
"25.03.2020","Wed","-0.56086","-0.44471","-0.44557","-0.39986","-0.30771","-0.25271","-0.19171"
"24.03.2020","Tue","-0.56286","-0.45429","-0.45500","-0.40929","-0.31686","-0.28971","-0.20357"
"23.03.2020","Mon","-0.55986","-0.48329","-0.46014","-0.40814","-0.31000","-0.29871","-0.20400"
"20.03.2020","Fri","-0.55914","-0.50257","-0.47614","-0.42857","-0.35300","-0.29014","-0.21086"
"19.03.2020","Thu","-0.55871","-0.51800","-0.48700","-0.43686","-0.37657","-0.32614","-0.24429"
"18.03.2020","Wed","-0.56500","-0.50557","-0.48786","-0.43757","-0.38514","-0.33557","-0.25086"
"17.03.2020","Tue","-0.56429","-0.53143","-0.52643","-0.46414","-0.39543","-0.35086","-0.27886"
"16.03.2020","Mon","-0.56714","-0.55229","-0.52771","-0.47000","-0.41971","-0.36914","-0.29186"
"13.03.2020","Fri","-0.56643","-0.55043","-0.52729","-0.47129","-0.42729","-0.37971","-0.29786"
"12.03.2020","Thu","-0.57614","-0.60814","-0.62071","-0.56571","-0.52143","-0.47286","-0.39671"
"11.03.2020","Wed","-0.57500","-0.58629","-0.59971","-0.55900","-0.53914","-0.48386","-0.42900"
"10.03.2020","Tue","-0.57386","-0.56771","-0.57671","-0.54214","-0.50957","-0.46700","-0.41643"
"09.03.2020","Mon","-0.57286","-0.56486","-0.58357","-0.55329","-0.52600","-0.49129","-0.44114"
"06.03.2020","Fri","-0.56129","-0.56629","-0.57343","-0.53729","-0.51829","-0.47014","-0.40157"
"05.03.2020","Thu","-0.56743","-0.56300","-0.56486","-0.52557","-0.49657","-0.47300","-0.40900"
"04.03.2020","Wed","-0.56557","-0.56100","-0.56500","-0.51100","-0.49157","-0.47357","-0.41214"
"03.03.2020","Tue","-0.56771","-0.55671","-0.54629","-0.48857","-0.48714","-0.45171","-0.38457"
"02.03.2020","Mon","-0.56686","-0.55700","-0.55157","-0.49229","-0.49443","-0.46014","-0.39729"
"28.02.2020","Fri","-0.56829","-0.54986","-0.53357","-0.47586","-0.47129","-0.43229","-0.35429"
"27.02.2020","Thu","-0.56714","-0.54714","-0.52857","-0.47100","-0.45957","-0.42157","-0.34271"
"26.02.2020","Wed","-0.56700","-0.54671","-0.52271","-0.46786","-0.45571","-0.41986","-0.34057"
"25.02.2020","Tue","-0.56714","-0.54686","-0.52057","-0.45757","-0.45029","-0.41000","-0.33500"
"24.02.2020","Mon","-0.56700","-0.54857","-0.52071","-0.45314","-0.44086","-0.39800","-0.32157"
"21.02.2020","Fri","-0.56643","-0.54671","-0.51971","-0.45771","-0.44086","-0.39814","-0.31386"
"20.02.2020","Thu","-0.56671","-0.54529","-0.51971","-0.45843","-0.44043","-0.39771","-0.31486"
"19.02.2020","Wed","-0.56614","-0.54729","-0.51957","-0.46157","-0.43329","-0.39514","-0.31586"
"18.02.2020","Tue","-0.56800","-0.54729","-0.51943","-0.46157","-0.43343","-0.39414","-0.31657"
"17.02.2020","Mon","-0.56714","-0.54743","-0.52114","-0.45486","-0.43371","-0.39314","-0.31629"
"14.02.2020","Fri","-0.56714","-0.54643","-0.52100","-0.45457","-0.43557","-0.39614","-0.31657"
"13.02.2020","Thu","-0.56786","-0.54700","-0.51971","-0.45643","-0.43429","-0.39229","-0.31686"
"12.02.2020","Wed","-0.56786","-0.54614","-0.52000","-0.45429","-0.43271","-0.39129","-0.31257"
"11.02.2020","Tue","-0.56800","-0.54671","-0.51957","-0.45414","-0.43114","-0.39271","-0.30671"
"10.02.2020","Mon","-0.57057","-0.54543","-0.52271","-0.44929","-0.42500","-0.39543","-0.30514"
"07.02.2020","Fri","-0.56857","-0.54357","-0.51243","-0.44771","-0.42314","-0.39343","-0.30243"
"06.02.2020","Thu","-0.56714","-0.54386","-0.51314","-0.45629","-0.42329","-0.39257","-0.30386"
"05.02.2020","Wed","-0.56743","-0.54486","-0.51114","-0.45571","-0.42657","-0.38986","-0.30643"
"04.02.2020","Tue","-0.56757","-0.54657","-0.50943","-0.45543","-0.42643","-0.38986","-0.31357"
"03.02.2020","Mon","-0.56771","-0.54329","-0.50857","-0.44629","-0.42300","-0.38157","-0.30986"
"31.01.2020","Fri","-0.56629","-0.54343","-0.50786","-0.44657","-0.41643","-0.38400","-0.30957"
"30.01.2020","Thu","-0.56843","-0.54357","-0.50443","-0.44557","-0.42143","-0.37986","-0.30729"
"29.01.2020","Wed","-0.56771","-0.54271","-0.50386","-0.44514","-0.42243","-0.37771","-0.30357"
"28.01.2020","Tue","-0.56614","-0.54357","-0.50357","-0.44400","-0.42243","-0.37200","-0.29986"
"27.01.2020","Mon","-0.56757","-0.54357","-0.50600","-0.44300","-0.42900","-0.37014","-0.28043"
"24.01.2020","Fri","-0.56314","-0.54357","-0.50486","-0.44100","-0.42386","-0.36571","-0.27829"
"23.01.2020","Thu","-0.56729","-0.54714","-0.50943","-0.44186","-0.41886","-0.36171","-0.27214"
"22.01.2020","Wed","-0.56643","-0.54657","-0.50643","-0.44414","-0.41957","-0.36071","-0.26357"
"21.01.2020","Tue","-0.56886","-0.54629","-0.50586","-0.44414","-0.42000","-0.36271","-0.26586"
"20.01.2020","Mon","-0.56843","-0.55086","-0.50471","-0.44414","-0.42014","-0.36286","-0.26986"
