"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"08.01.2015","Thu","-0.15214","-0.07143","-0.00071","0.02571","0.04786","0.13214","0.28071"
"07.01.2015","Wed","-0.14714","-0.06857","-0.00071","0.02571","0.04714","0.13357","0.28071"
"06.01.2015","Tue","-0.14429","-0.06357","0.00214","0.02714","0.05214","0.13857","0.28571"
"05.01.2015","Mon","-0.14143","-0.06000","0.00357","0.03000","0.05429","0.14000","0.28714"
"02.01.2015","Fri","-0.13857","-0.05571","0.00500","0.03286","0.05786","0.14286","0.29143"
"31.12.2014","Wed","0.02929","-0.05214","0.00714","0.03357","0.05857","0.14571","0.29357"
"30.12.2014","Tue","-0.13429","-0.04857","0.00857","0.03357","0.05786","0.14000","0.29571"
"29.12.2014","Mon","-0.13286","0.01286","0.01214","0.03571","0.05929","0.14143","0.29571"
"24.12.2014","Wed","-0.13571","0.01143","0.01214","0.03500","0.05643","0.14143","0.29571"
"23.12.2014","Tue","-0.12429","0.01571","0.01214","0.03643","0.05643","0.14143","0.29571"
"22.12.2014","Mon","-0.12214","-0.05429","0.01000","0.03714","0.05786","0.14286","0.29857"
"19.12.2014","Fri","-0.12143","-0.05214","0.01071","0.03714","0.05929","0.14571","0.29857"
"18.12.2014","Thu","-0.11000","-0.04929","0.01143","0.03643","0.05857","0.14571","0.29857"
"17.12.2014","Wed","-0.09786","-0.04643","0.01214","0.03500","0.05929","0.14929","0.30286"
"16.12.2014","Tue","-0.08571","-0.04500","0.01214","0.03714","0.06071","0.14929","0.30286"
"15.12.2014","Mon","-0.07714","-0.04857","0.01214","0.03714","0.06143","0.14929","0.30000"
"12.12.2014","Fri","-0.07286","-0.04929","0.01214","0.03500","0.06000","0.15071","0.30000"
"11.12.2014","Thu","-0.07214","-0.04500","0.01214","0.03500","0.06000","0.14929","0.30143"
"10.12.2014","Wed","-0.08643","-0.04571","0.01214","0.03286","0.05857","0.14786","0.29857"
"09.12.2014","Tue","-0.08857","-0.04500","0.01214","0.03357","0.05929","0.14786","0.29786"
"08.12.2014","Mon","-0.08071","-0.04429","0.01143","0.03571","0.05857","0.14571","0.29643"
"05.12.2014","Fri","-0.07643","-0.03929","0.01143","0.03714","0.05786","0.14786","0.30143"
"04.12.2014","Thu","-0.06500","-0.03929","0.01143","0.03571","0.05643","0.14714","0.29786"
"03.12.2014","Wed","-0.06143","-0.03429","0.01143","0.03571","0.05786","0.14714","0.29786"
"02.12.2014","Tue","-0.04214","-0.02571","0.01143","0.03643","0.06000","0.14786","0.30143"
"01.12.2014","Mon","-0.02857","-0.01714","0.01143","0.03786","0.06071","0.15071","0.30286"
"28.11.2014","Fri","0.10000","-0.00857","0.01357","0.03786","0.06214","0.15071","0.30286"
"27.11.2014","Thu","-0.00714","-0.00214","0.01214","0.03714","0.06286","0.15071","0.29786"
"26.11.2014","Wed","-0.01000","0.01429","0.00643","0.03714","0.06286","0.15143","0.30143"
"25.11.2014","Tue","-0.04286","0.00286","0.00500","0.03714","0.06214","0.15214","0.30000"
"24.11.2014","Mon","-0.05643","-0.00071","0.00429","0.03714","0.06214","0.15000","0.30000"
"21.11.2014","Fri","-0.06929","-0.00571","0.00429","0.03571","0.06214","0.15000","0.30286"
"20.11.2014","Thu","-0.07429","-0.00643","0.00429","0.03571","0.06214","0.15000","0.30500"
"19.11.2014","Wed","-0.07071","-0.03214","0.00429","0.03714","0.06143","0.15143","0.30714"
"18.11.2014","Tue","-0.07357","-0.03500","0.00214","0.03286","0.05643","0.14714","0.30071"
"17.11.2014","Mon","-0.07429","-0.03714","0.00214","0.03143","0.05357","0.14714","0.30071"
"14.11.2014","Fri","-0.06643","-0.03571","0.00214","0.03143","0.05357","0.14857","0.30143"
"13.11.2014","Thu","-0.06643","-0.03143","0.00214","0.03071","0.05286","0.14714","0.30214"
"12.11.2014","Wed","-0.07500","-0.03143","0.00214","0.03000","0.05500","0.14786","0.30214"
"11.11.2014","Tue","-0.08000","-0.03143","0.00214","0.03143","0.05429","0.14643","0.30214"
"10.11.2014","Mon","-0.08143","-0.03357","0.00143","0.03000","0.05286","0.14643","0.30214"
"07.11.2014","Fri","-0.08143","-0.03357","0.00214","0.03000","0.05286","0.14643","0.30214"
"06.11.2014","Thu","-0.07571","-0.03714","0.00214","0.03286","0.05500","0.14786","0.30357"
"05.11.2014","Wed","-0.07714","-0.03857","0.00214","0.03286","0.06000","0.14786","0.30500"
"04.11.2014","Tue","-0.06929","-0.03643","0.00357","0.03357","0.06071","0.14786","0.30857"
"03.11.2014","Mon","-0.05643","-0.03000","0.00357","0.03429","0.06143","0.15143","0.30857"
"31.10.2014","Fri","0.04357","-0.02500","0.00500","0.03571","0.06214","0.15286","0.31143"
"30.10.2014","Thu","-0.05643","-0.02071","0.00500","0.03643","0.06214","0.15214","0.31000"
"29.10.2014","Wed","-0.04429","0.00214","0.00571","0.03643","0.06429","0.15143","0.31214"
"28.10.2014","Tue","-0.03429","0.00786","0.00571","0.03643","0.06429","0.15357","0.31214"
"27.10.2014","Mon","-0.03357","0.00786","0.00643","0.03714","0.06429","0.15143","0.31214"
"24.10.2014","Fri","-0.03214","0.00500","0.00571","0.03500","0.06286","0.15000","0.31071"
"23.10.2014","Thu","-0.03571","-0.00500","0.00500","0.03429","0.06214","0.15000","0.31071"
"22.10.2014","Wed","-0.03929","-0.02643","0.00357","0.03286","0.06143","0.14929","0.30857"
"21.10.2014","Tue","-0.04786","-0.03714","0.00286","0.03071","0.05857","0.14643","0.30571"
"20.10.2014","Mon","-0.06571","-0.04143","0.00286","0.03000","0.05500","0.14429","0.30214"
"17.10.2014","Fri","-0.06857","-0.03714","0.00286","0.03071","0.05643","0.14643","0.30571"
"16.10.2014","Thu","-0.06214","-0.03643","0.00286","0.03071","0.05714","0.14857","0.30643"
"15.10.2014","Wed","-0.06857","-0.03929","0.00286","0.03000","0.05643","0.14571","0.30571"
"14.10.2014","Tue","-0.06714","-0.04143","0.00571","0.03214","0.05929","0.14929","0.30857"
"13.10.2014","Mon","-0.06929","-0.04143","0.00571","0.03214","0.05857","0.14786","0.30714"
"10.10.2014","Fri","-0.06857","-0.04357","0.00571","0.03143","0.05500","0.14286","0.30214"
"09.10.2014","Thu","-0.06357","-0.03071","0.00357","0.03143","0.05429","0.14286","0.30143"
"08.10.2014","Wed","-0.06429","-0.03000","0.00214","0.03214","0.05429","0.14357","0.30143"
"07.10.2014","Tue","-0.07071","-0.03071","0.00214","0.03214","0.05214","0.14500","0.30357"
"06.10.2014","Mon","-0.06286","-0.02714","0.00357","0.03214","0.05214","0.14500","0.30357"
"03.10.2014","Fri","-0.06000","-0.02571","0.00357","0.03214","0.05214","0.14571","0.30357"
"02.10.2014","Thu","-0.06000","-0.02571","0.00357","0.03214","0.05286","0.14357","0.29929"
"01.10.2014","Wed","-0.05857","-0.02286","0.00357","0.03286","0.05714","0.14500","0.30143"
"30.09.2014","Tue","0.14286","-0.02143","0.00357","0.03286","0.05714","0.14571","0.30214"
"29.09.2014","Mon","-0.06143","-0.01857","0.00143","0.03429","0.05714","0.14714","0.30214"
"26.09.2014","Fri","-0.05143","-0.00786","0.00500","0.03429","0.05714","0.14500","0.30214"
"25.09.2014","Thu","-0.03929","-0.01286","0.00286","0.03429","0.05500","0.14500","0.30214"
"24.09.2014","Wed","-0.02000","-0.01000","0.00357","0.03429","0.05571","0.14643","0.30500"
"23.09.2014","Tue","-0.03571","-0.02429","0.00214","0.03071","0.05286","0.14571","0.30214"
"22.09.2014","Mon","-0.04143","-0.02786","0.00143","0.03071","0.05143","0.14571","0.30214"
"19.09.2014","Fri","-0.04143","-0.03714","0.00286","0.03214","0.05214","0.14857","0.30286"
"18.09.2014","Thu","-0.04571","-0.03714","0.00286","0.03214","0.05143","0.14429","0.30214"
"17.09.2014","Wed","-0.04714","-0.04643","0.00071","0.03214","0.05000","0.14286","0.30071"
"16.09.2014","Tue","-0.04714","-0.05143","0.00071","0.03143","0.05000","0.14286","0.29929"
"15.09.2014","Mon","-0.04929","-0.04929","0.00071","0.03214","0.05071","0.14286","0.29929"
"12.09.2014","Fri","-0.05071","-0.04929","0.00214","0.03286","0.05071","0.14000","0.29786"
"11.09.2014","Thu","-0.05929","-0.06000","0.00071","0.03286","0.05000","0.14000","0.29929"
"10.09.2014","Wed","-0.06429","-0.06143","-0.00286","0.03214","0.05071","0.14286","0.30071"
"09.09.2014","Tue","-0.01714","-0.07000","-0.00286","0.03071","0.04714","0.14500","0.30071"
"08.09.2014","Mon","-0.02571","-0.06357","-0.00071","0.03071","0.05357","0.15143","0.30714"
"05.09.2014","Fri","-0.02857","-0.05214","0.00071","0.03286","0.05857","0.15571","0.30786"
"04.09.2014","Thu","-0.02714","-0.00143","0.05071","0.09000","0.11500","0.20714","0.36429"
"03.09.2014","Wed","-0.02643","0.00143","0.05143","0.09214","0.11643","0.20857","0.36714"
"02.09.2014","Tue","-0.03071","0.00500","0.05000","0.09214","0.11571","0.20857","0.36786"
"01.09.2014","Mon","-0.02643","0.00786","0.05571","0.09714","0.12143","0.21786","0.38000"
"29.08.2014","Fri","0.04929","0.01071","0.06000","0.10214","0.12643","0.22357","0.38714"
"28.08.2014","Thu","-0.02286","0.01643","0.05929","0.10357","0.13000","0.22643","0.38571"
"27.08.2014","Wed","-0.01786","0.02929","0.06214","0.10357","0.13143","0.22786","0.39143"
"26.08.2014","Tue","-0.01857","0.02929","0.06286","0.10643","0.13857","0.23571","0.39357"
"22.08.2014","Fri","-0.01643","0.03000","0.07143","0.12000","0.15143","0.24929","0.41214"
"21.08.2014","Thu","-0.01643","0.02643","0.07143","0.12143","0.15214","0.24786","0.41214"
"20.08.2014","Wed","-0.01571","0.01429","0.07071","0.12143","0.15429","0.24857","0.41814"
"19.08.2014","Tue","-0.01214","0.01643","0.07429","0.12357","0.15357","0.24857","0.41957"
"18.08.2014","Mon","-0.00714","0.01643","0.07857","0.12714","0.15786","0.25857","0.42286"
"15.08.2014","Fri","-0.00857","0.01714","0.07929","0.12643","0.15714","0.25857","0.42286"
"14.08.2014","Thu","-0.00429","0.01714","0.07929","0.12714","0.15929","0.26000","0.42571"
"13.08.2014","Wed","-0.00571","0.02286","0.08143","0.12786","0.16286","0.26357","0.43000"
"12.08.2014","Tue","-0.00714","0.02143","0.08429","0.12786","0.16357","0.26357","0.42929"
"11.08.2014","Mon","-0.00643","0.01929","0.08429","0.13214","0.16643","0.26643","0.43214"
"08.08.2014","Fri","-0.00500","0.01929","0.08571","0.13286","0.16786","0.26643","0.42857"
"07.08.2014","Thu","-0.00500","0.02214","0.08571","0.13286","0.16786","0.26500","0.43286"
"06.08.2014","Wed","-0.00429","0.02000","0.08786","0.13357","0.16857","0.26643","0.43571"
"05.08.2014","Tue","0.00071","0.02071","0.08857","0.13500","0.17143","0.26714","0.44071"
"04.08.2014","Mon","0.00071","0.02357","0.08929","0.13571","0.17286","0.26714","0.44286"
"01.08.2014","Fri","0.00071","0.02786","0.08929","0.13571","0.17286","0.26571","0.44357"
"31.07.2014","Thu","0.12071","0.03143","0.08857","0.14000","0.17714","0.26714","0.44500"
"30.07.2014","Wed","0.00071","0.03143","0.09000","0.14000","0.17571","0.26714","0.44429"
"29.07.2014","Tue","0.00143","0.04143","0.08929","0.14000","0.18071","0.26429","0.44429"
"28.07.2014","Mon","0.00286","0.04214","0.09000","0.13929","0.17643","0.26286","0.44357"
"25.07.2014","Fri","0.00500","0.04786","0.09143","0.14000","0.17786","0.26357","0.44357"
"24.07.2014","Thu","0.00643","0.04786","0.09143","0.14000","0.17857","0.26429","0.44357"
"23.07.2014","Wed","0.00429","0.03786","0.08929","0.13857","0.17429","0.26429","0.43929"
"22.07.2014","Tue","0.00000","0.02571","0.08571","0.13571","0.17429","0.26286","0.43857"
"21.07.2014","Mon","0.00000","0.02571","0.08500","0.13357","0.17143","0.26000","0.43357"
"18.07.2014","Fri","0.00000","0.02429","0.08429","0.13357","0.17071","0.26071","0.43286"
"17.07.2014","Thu","0.00000","0.02429","0.08429","0.13357","0.17214","0.25786","0.43286"
"16.07.2014","Wed","0.00000","0.02429","0.08357","0.13286","0.17143","0.26286","0.43429"
"15.07.2014","Tue","0.00000","0.02429","0.08286","0.13286","0.17143","0.26500","0.43429"
"14.07.2014","Mon","0.00000","0.02571","0.08429","0.13214","0.17143","0.26429","0.43429"
"11.07.2014","Fri","0.00000","0.02571","0.08429","0.13214","0.17286","0.26500","0.43357"
"10.07.2014","Thu","0.00000","0.02571","0.08286","0.13214","0.17143","0.26571","0.43357"
"09.07.2014","Wed","0.00000","0.02571","0.08429","0.13286","0.17143","0.26286","0.43457"
"08.07.2014","Tue","0.00000","0.02571","0.08357","0.13286","0.17214","0.26500","0.43457"
"07.07.2014","Mon","0.00000","0.02857","0.08357","0.13357","0.17214","0.26500","0.43457"
"04.07.2014","Fri","0.00000","0.03000","0.08429","0.13357","0.17429","0.26500","0.43457"
"03.07.2014","Thu","0.00000","0.02929","0.08286","0.13643","0.17714","0.26714","0.43857"
"02.07.2014","Wed","0.00000","0.03071","0.08286","0.13500","0.17571","0.26429","0.43886"
"01.07.2014","Tue","0.00000","0.03286","0.08286","0.13500","0.17571","0.27071","0.43886"
"30.06.2014","Mon","0.28857","0.03643","0.08500","0.13500","0.17571","0.27214","0.44029"
"27.06.2014","Fri","0.00071","0.04071","0.08214","0.13500","0.17429","0.27214","0.44029"
"26.06.2014","Thu","0.00071","0.05071","0.08429","0.13571","0.17571","0.27214","0.44029"
"25.06.2014","Wed","0.00071","0.05000","0.08286","0.13643","0.17571","0.27286","0.44100"
"24.06.2014","Tue","0.00214","0.04714","0.08286","0.13643","0.17786","0.27357","0.44171"
"23.06.2014","Mon","-0.00143","0.04286","0.08286","0.13714","0.17857","0.27214","0.44171"
"20.06.2014","Fri","-0.00143","0.02857","0.08500","0.13786","0.17643","0.27357","0.44171"
"19.06.2014","Thu","-0.00214","0.02429","0.08214","0.13857","0.17786","0.27643","0.44314"
"18.06.2014","Wed","0.00357","0.02929","0.08714","0.14357","0.18500","0.28000","0.44600"
"17.06.2014","Tue","0.00286","0.03357","0.09357","0.14786","0.18929","0.28286","0.44600"
"16.06.2014","Mon","0.00429","0.03357","0.09571","0.15214","0.19214","0.28786","0.44957"
"13.06.2014","Fri","0.01000","0.05000","0.11357","0.16643","0.20571","0.29714","0.45814"
"12.06.2014","Thu","0.02214","0.06429","0.12857","0.17571","0.21286","0.30286","0.46386"
"11.06.2014","Wed","0.05000","0.10714","0.16929","0.20571","0.23571","0.32057","0.47957"
"10.06.2014","Tue","0.05429","0.12643","0.17714","0.21143","0.24429","0.32571","0.48457"
"09.06.2014","Mon","0.06357","0.13071","0.18143","0.21429","0.24500","0.32357","0.48529"
"06.06.2014","Fri","0.08000","0.13643","0.18500","0.21429","0.24643","0.32071","0.48529"
"05.06.2014","Thu","0.10000","0.17643","0.21429","0.24214","0.27071","0.34214","0.49814"
"04.06.2014","Wed","0.14357","0.19571","0.22429","0.25071","0.28000","0.35557","0.50743"
"03.06.2014","Tue","0.18714","0.21500","0.23214","0.25143","0.28143","0.35914","0.51457"
"02.06.2014","Mon","0.21643","0.22000","0.23500","0.25714","0.28714","0.36129","0.51886"
"30.05.2014","Fri","0.44786","0.22286","0.23571","0.25786","0.28714","0.36129","0.52029"
"29.05.2014","Thu","0.22571","0.22286","0.23143","0.25786","0.28714","0.36129","0.51886"
"28.05.2014","Wed","0.23000","0.23571","0.23357","0.25857","0.28786","0.36143","0.52029"
"27.05.2014","Tue","0.38571","0.24071","0.23500","0.25857","0.28786","0.35857","0.52171"
"23.05.2014","Fri","0.31214","0.24857","0.23571","0.26000","0.29214","0.36986","0.52743"
"22.05.2014","Thu","0.25286","0.24071","0.23643","0.26214","0.29357","0.37129","0.53029"
"21.05.2014","Wed","0.20143","0.21357","0.23500","0.26214","0.29214","0.37129","0.53243"
"20.05.2014","Tue","0.14429","0.19714","0.23143","0.26143","0.29286","0.37129","0.53243"
"19.05.2014","Mon","0.14571","0.19571","0.23000","0.26143","0.29286","0.37271","0.53386"
"16.05.2014","Fri","0.14071","0.19500","0.23071","0.26143","0.29000","0.37271","0.53386"
"15.05.2014","Thu","0.14429","0.19786","0.23214","0.26429","0.28857","0.37557","0.53671"
"14.05.2014","Wed","0.14500","0.19929","0.23500","0.26786","0.29643","0.38129","0.54671"
"13.05.2014","Tue","0.15143","0.21071","0.24000","0.27286","0.30500","0.39200","0.55457"
"12.05.2014","Mon","0.18071","0.21643","0.24071","0.27286","0.30500","0.39200","0.55171"
"09.05.2014","Fri","0.20357","0.21643","0.24071","0.27286","0.30000","0.39129","0.55143"
"08.05.2014","Thu","0.20714","0.21071","0.24000","0.27429","0.30786","0.40343","0.57143"
"07.05.2014","Wed","0.21500","0.21643","0.24000","0.27429","0.30786","0.40343","0.56929"
"06.05.2014","Tue","0.09286","0.18429","0.23500","0.27357","0.30786","0.40486","0.57000"
"02.05.2014","Fri","0.14857","0.19357","0.23929","0.27357","0.30786","0.40414","0.56929"
"01.05.2014","Thu","0.35429","0.20286","0.24071","0.27357","0.30786","0.40271","0.57071"
"30.04.2014","Wed","0.35429","0.20500","0.24071","0.27500","0.30786","0.40271","0.57071"
"29.04.2014","Tue","0.28857","0.22643","0.24714","0.28143","0.31143","0.41057","0.57743"
"28.04.2014","Mon","0.26643","0.23071","0.24857","0.28571","0.32143","0.41700","0.57886"
"25.04.2014","Fri","0.22786","0.22143","0.24214","0.27929","0.31143","0.40843","0.57386"
"24.04.2014","Thu","0.18786","0.19857","0.23214","0.27000","0.30214","0.40057","0.56571"
"23.04.2014","Wed","0.16714","0.18643","0.22571","0.26429","0.29643","0.39200","0.55814"
"22.04.2014","Tue","0.15357","0.18143","0.22143","0.26143","0.29357","0.39129","0.55600"
"17.04.2014","Thu","0.16286","0.17786","0.22071","0.26000","0.29214","0.38700","0.55100"
"16.04.2014","Wed","0.15143","0.17786","0.22071","0.26000","0.29143","0.38771","0.55029"
"15.04.2014","Tue","0.15286","0.18429","0.22214","0.26143","0.29143","0.38771","0.54957"
"14.04.2014","Mon","0.14857","0.18286","0.22214","0.26143","0.29143","0.38843","0.54957"
"11.04.2014","Fri","0.15714","0.18071","0.22214","0.26357","0.29286","0.38986","0.55143"
"10.04.2014","Thu","0.15286","0.18000","0.22143","0.26214","0.29214","0.39129","0.55171"
"09.04.2014","Wed","0.15929","0.17929","0.21857","0.25929","0.29000","0.39129","0.55171"
"08.04.2014","Tue","0.16500","0.18071","0.21857","0.25857","0.29000","0.38986","0.55100"
"07.04.2014","Mon","0.17357","0.17714","0.21714","0.25786","0.29071","0.38986","0.55100"
"04.04.2014","Fri","0.16857","0.17500","0.21571","0.25643","0.29000","0.39057","0.55386"
"03.04.2014","Thu","0.16500","0.16786","0.21357","0.25071","0.28357","0.38343","0.55029"
"02.04.2014","Wed","0.16286","0.16786","0.21429","0.25143","0.28571","0.38414","0.55100"
"01.04.2014","Tue","0.14286","0.16286","0.21071","0.24786","0.28143","0.37771","0.54457"
"31.03.2014","Mon","0.58071","0.16857","0.21143","0.24786","0.28143","0.37843","0.54671"
"28.03.2014","Fri","0.13429","0.16429","0.21000","0.24500","0.27643","0.37414","0.54100"
"27.03.2014","Thu","0.12214","0.17714","0.21786","0.24857","0.27786","0.37986","0.55100"
"26.03.2014","Wed","0.11286","0.17500","0.21571","0.25143","0.28143","0.38271","0.55100"
"25.03.2014","Tue","0.11286","0.17643","0.21643","0.25429","0.28571","0.38557","0.55743"
"24.03.2014","Mon","0.11214","0.17500","0.21643","0.25500","0.28714","0.38629","0.56029"
"21.03.2014","Fri","0.11214","0.17143","0.21286","0.25000","0.28071","0.37843","0.55457"
"20.03.2014","Thu","0.11357","0.16429","0.21286","0.24571","0.28000","0.37700","0.55529"
"19.03.2014","Wed","0.12143","0.16357","0.21286","0.24571","0.28000","0.37271","0.54886"
"18.03.2014","Tue","0.10571","0.16071","0.20929","0.24286","0.27643","0.37557","0.54386"
"17.03.2014","Mon","0.10643","0.15857","0.20786","0.23929","0.27429","0.37057","0.53600"
"14.03.2014","Fri","0.10429","0.15857","0.20714","0.23786","0.27214","0.36343","0.52957"
"13.03.2014","Thu","0.10357","0.15857","0.20714","0.23786","0.27214","0.36414","0.53386"
"12.03.2014","Wed","0.10143","0.15857","0.20714","0.23929","0.27500","0.35986","0.53386"
"11.03.2014","Tue","0.10643","0.15857","0.20786","0.24143","0.27714","0.36771","0.53814"
"10.03.2014","Mon","0.10000","0.16071","0.20714","0.24214","0.27857","0.37343","0.53814"
"07.03.2014","Fri","0.09143","0.15429","0.20071","0.23357","0.27071","0.36629","0.52743"
"06.03.2014","Thu","0.09071","0.14857","0.19571","0.22500","0.25500","0.34429","0.51214"
"05.03.2014","Wed","0.09643","0.15071","0.19571","0.22571","0.25643","0.34571","0.51214"
"04.03.2014","Tue","0.09500","0.15214","0.19714","0.22500","0.25714","0.34571","0.51357"
"03.03.2014","Mon","0.09714","0.15214","0.19714","0.22857","0.26000","0.34643","0.51457"
"28.02.2014","Fri","0.16857","0.15357","0.19714","0.22714","0.26143","0.34429","0.51386"
"27.02.2014","Thu","0.09500","0.15357","0.19714","0.22500","0.26000","0.33929","0.51000"
"26.02.2014","Wed","0.09500","0.16000","0.19714","0.22571","0.26143","0.34286","0.51386"
"25.02.2014","Tue","0.09071","0.15571","0.19714","0.22571","0.26143","0.33714","0.51243"
"24.02.2014","Mon","0.09500","0.15214","0.19714","0.22500","0.26071","0.34143","0.50929"
"21.02.2014","Fri","0.09571","0.15357","0.19714","0.22786","0.26071","0.34143","0.50886"
"20.02.2014","Thu","0.09429","0.15214","0.19714","0.22500","0.25714","0.33786","0.50743"
"19.02.2014","Wed","0.09357","0.15000","0.19714","0.22500","0.25571","0.33986","0.50743"
"18.02.2014","Tue","0.09143","0.15000","0.19714","0.22571","0.25786","0.34129","0.50857"
"17.02.2014","Mon","0.09143","0.15000","0.19714","0.22571","0.25857","0.34129","0.50786"
"14.02.2014","Fri","0.09214","0.14857","0.19714","0.22571","0.25929","0.34129","0.50857"
"13.02.2014","Thu","0.09500","0.15000","0.19714","0.22571","0.25786","0.34129","0.50786"
"12.02.2014","Wed","0.10929","0.16071","0.20000","0.22857","0.26000","0.34843","0.51429"
"11.02.2014","Tue","0.08286","0.15429","0.19857","0.22857","0.25929","0.34914","0.51529"
"10.02.2014","Mon","0.08786","0.15143","0.19857","0.22857","0.25714","0.34843","0.51286"
"07.02.2014","Fri","0.08857","0.15143","0.19857","0.22786","0.25786","0.34914","0.51286"
"06.02.2014","Thu","0.09357","0.15000","0.19786","0.22571","0.25429","0.34271","0.50671"
"05.02.2014","Wed","0.09714","0.14929","0.19786","0.22643","0.25500","0.34200","0.50743"
"04.02.2014","Tue","0.09071","0.14643","0.19571","0.22500","0.25429","0.34200","0.50600"
"03.02.2014","Mon","0.09643","0.14786","0.19571","0.22643","0.25643","0.34486","0.50857"
"31.01.2014","Fri","0.16286","0.15714","0.20071","0.23071","0.26286","0.35414","0.51743"
"30.01.2014","Thu","0.08500","0.15714","0.20286","0.23571","0.27000","0.36057","0.52600"
"29.01.2014","Wed","0.09857","0.16929","0.20857","0.24857","0.27286","0.36629","0.53314"
"28.01.2014","Tue","0.10857","0.17929","0.21500","0.25143","0.28000","0.36771","0.53600"
"27.01.2014","Mon","0.10714","0.18000","0.21286","0.24929","0.27643","0.36843","0.53886"
"24.01.2014","Fri","0.11643","0.18286","0.21071","0.24500","0.27500","0.36771","0.53600"
"23.01.2014","Thu","0.14071","0.18786","0.21571","0.24857","0.28000","0.36629","0.53814"
"22.01.2014","Wed","0.17929","0.19143","0.22000","0.25000","0.28000","0.36629","0.53957"
"21.01.2014","Tue","0.25000","0.20714","0.22357","0.25286","0.28429","0.36843","0.54243"
"20.01.2014","Mon","0.26286","0.20357","0.22286","0.25000","0.28214","0.36914","0.54029"
"17.01.2014","Fri","0.23714","0.20000","0.22429","0.25357","0.28429","0.36843","0.54171"
"16.01.2014","Thu","0.19429","0.18643","0.21357","0.24929","0.28357","0.37557","0.54457"
"15.01.2014","Wed","0.10286","0.14357","0.19357","0.23571","0.26857","0.36343","0.53029"
"14.01.2014","Tue","0.08643","0.13429","0.18429","0.22214","0.26143","0.35486","0.52671"
"13.01.2014","Mon","0.08786","0.13357","0.18429","0.22143","0.25929","0.35629","0.52671"
"10.01.2014","Fri","0.09286","0.13571","0.18429","0.22357","0.25929","0.35629","0.52714"
"09.01.2014","Thu","0.09571","0.13357","0.18429","0.22286","0.26000","0.35557","0.52743"
"08.01.2014","Wed","0.08929","0.13000","0.18429","0.22143","0.25643","0.34986","0.52386"
"07.01.2014","Tue","0.06000","0.12357","0.18357","0.22143","0.25643","0.34429","0.51814"
"06.01.2014","Mon","0.07143","0.12571","0.18500","0.22143","0.25714","0.35000","0.51457"
"03.01.2014","Fri","0.09714","0.14071","0.18857","0.22571","0.25571","0.35071","0.51357"
"02.01.2014","Thu","0.12571","0.14929","0.19643","0.22929","0.26286","0.35214","0.51600"
"31.12.2013","Tue","0.32000","0.15643","0.20143","0.23071","0.26571","0.35286","0.51886"
"30.12.2013","Mon","0.13286","0.15929","0.20357","0.23429","0.26786","0.35571","0.52243"
"27.12.2013","Fri","0.13429","0.20929","0.21714","0.24714","0.27357","0.36129","0.52886"
"24.12.2013","Tue","0.12071","0.20643","0.20857","0.24500","0.27214","0.36129","0.52886"
"23.12.2013","Mon","0.10643","0.20143","0.20714","0.24500","0.27214","0.36129","0.52743"
"20.12.2013","Fri","0.10286","0.14857","0.20643","0.24429","0.27143","0.35986","0.52457"
"19.12.2013","Thu","0.10714","0.14500","0.20714","0.24500","0.27143","0.35857","0.52457"
"18.12.2013","Wed","0.12357","0.16286","0.21357","0.24929","0.27714","0.36286","0.52886"
"17.12.2013","Tue","0.12500","0.16071","0.21500","0.24929","0.27429","0.36343","0.53671"
"16.12.2013","Mon","0.11143","0.14286","0.19929","0.23000","0.26214","0.34986","0.52529"
"13.12.2013","Fri","0.09714","0.12643","0.18929","0.22286","0.25571","0.34129","0.51886"
"12.12.2013","Thu","0.09857","0.12571","0.18643","0.22143","0.25286","0.33414","0.51386"
"11.12.2013","Wed","0.09786","0.12286","0.18071","0.21071","0.24357","0.32629","0.50314"
"10.12.2013","Tue","0.09857","0.12071","0.17643","0.20357","0.23429","0.31771","0.49814"
"09.12.2013","Mon","0.09929","0.11857","0.17000","0.19571","0.22429","0.30914","0.48743"
"06.12.2013","Fri","0.10286","0.11714","0.15929","0.18357","0.21429","0.30057","0.47814"
"05.12.2013","Thu","0.09357","0.10857","0.14786","0.17429","0.20214","0.28643","0.46243"
"04.12.2013","Wed","0.08929","0.10429","0.14500","0.17143","0.20071","0.28500","0.45929"
"03.12.2013","Tue","0.08786","0.10500","0.14000","0.16929","0.19857","0.28143","0.45786"
"02.12.2013","Mon","0.08571","0.10071","0.13714","0.16357","0.19286","0.27643","0.45357"
"29.11.2013","Fri","0.20714","0.10214","0.13143","0.15429","0.19000","0.27071","0.45214"
"28.11.2013","Thu","0.08857","0.09929","0.13429","0.15857","0.19071","0.27071","0.45214"
"27.11.2013","Wed","0.07929","0.10429","0.12071","0.15714","0.18643","0.26929","0.45071"
"26.11.2013","Tue","0.07214","0.10000","0.12071","0.15571","0.18714","0.26857","0.44857"
"25.11.2013","Mon","0.06571","0.09429","0.11714","0.14857","0.18143","0.26357","0.44714"
"22.11.2013","Fri","0.06429","0.08571","0.11143","0.14357","0.17500","0.25857","0.44214"
"21.11.2013","Thu","0.05429","0.07429","0.09929","0.13500","0.16786","0.24786","0.43214"
"20.11.2013","Wed","0.05143","0.06786","0.09714","0.13571","0.16857","0.24857","0.43500"
"19.11.2013","Tue","0.05143","0.06643","0.09357","0.13500","0.16857","0.24857","0.43714"
