Date,Hours,SE1,SE2,SE3,SE4,SE
2013-01-01,00 - 01,1270.0,2996.0,11852.0,1506.0,17624.0
2013-01-01,01 - 02,1196.0,2385.0,11807.0,1485.0,16874.0
2013-01-01,02 - 03,1089.0,2289.0,11796.0,1463.0,16637.0
2013-01-01,03 - 04,1087.0,2232.0,11758.0,1429.0,16506.0
2013-01-01,04 - 05,1091.0,2225.0,11657.0,1386.0,16358.0
2013-01-01,05 - 06,1160.0,2379.0,11599.0,1338.0,16476.0
2013-01-01,06 - 07,1287.0,2610.0,11582.0,1291.0,16770.0
2013-01-01,07 - 08,1586.0,2931.0,11563.0,1245.0,17324.0
2013-01-01,08 - 09,1862.0,3115.0,11514.0,1196.0,17687.0
2013-01-01,09 - 10,2058.0,3249.0,11471.0,1139.0,17916.0
2013-01-01,10 - 11,2348.0,3500.0,11502.0,1082.0,18431.0
2013-01-01,11 - 12,2636.0,3637.0,11469.0,1001.0,18743.0
2013-01-01,12 - 13,2643.0,4030.0,11397.0,957.0,19029.0
2013-01-01,13 - 14,2785.0,4103.0,11409.0,905.0,19203.0
2013-01-01,14 - 15,2888.0,4303.0,11408.0,864.0,19464.0
2013-01-01,15 - 16,3035.0,4668.0,11402.0,844.0,19948.0
2013-01-01,16 - 17,3281.0,5026.0,11443.0,836.0,20586.0
2013-01-01,17 - 18,3499.0,5337.0,11553.0,841.0,21231.0
2013-01-01,18 - 19,3491.0,5523.0,11540.0,853.0,21409.0
2013-01-01,19 - 20,3477.0,5530.0,11537.0,883.0,21427.0
2013-01-01,20 - 21,3320.0,5262.0,11503.0,894.0,20978.0
2013-01-01,21 - 22,2763.0,4754.0,11318.0,887.0,19723.0
2013-01-01,22 - 23,2102.0,4657.0,11281.0,898.0,18937.0
2013-01-01,23 - 00,1701.0,4200.0,11256.0,890.0,18047.0
2013-01-02,00 - 01,1298.0,3556.0,11142.0,911.0,16907.0
2013-01-02,01 - 02,1221.0,3127.0,11076.0,906.0,16330.0
2013-01-02,02 - 03,1223.0,3102.0,11072.0,913.0,16310.0
2013-01-02,03 - 04,1224.0,3070.0,11057.0,914.0,16265.0
2013-01-02,04 - 05,1225.0,3193.0,11073.0,924.0,16415.0
2013-01-02,05 - 06,1637.0,3454.0,11224.0,908.0,17224.0
2013-01-02,06 - 07,2359.0,4529.0,11317.0,877.0,19082.0
2013-01-02,07 - 08,3587.0,5049.0,11401.0,901.0,20938.0
2013-01-02,08 - 09,3847.0,5363.0,11458.0,895.0,21562.0
2013-01-02,09 - 10,3958.0,5580.0,11480.0,891.0,21909.0
2013-01-02,10 - 11,3987.0,5606.0,11492.0,888.0,21973.0
2013-01-02,11 - 12,3989.0,5596.0,11359.0,904.0,21847.0
2013-01-02,12 - 13,3995.0,5586.0,11415.0,942.0,21938.0
2013-01-02,13 - 14,3903.0,5657.0,11423.0,980.0,21963.0
2013-01-02,14 - 15,3905.0,5562.0,11379.0,992.0,21838.0
2013-01-02,15 - 16,3959.0,5569.0,11419.0,1006.0,21953.0
2013-01-02,16 - 17,3965.0,5805.0,11649.0,1021.0,22440.0
2013-01-02,17 - 18,3984.0,5904.0,11653.0,1056.0,22596.0
2013-01-02,18 - 19,3958.0,5808.0,11632.0,1075.0,22473.0
2013-01-02,19 - 20,3938.0,5724.0,11544.0,1076.0,22282.0
2013-01-02,20 - 21,3751.0,5470.0,11447.0,1086.0,21753.0
2013-01-02,21 - 22,3578.0,5163.0,11452.0,1104.0,21297.0
2013-01-02,22 - 23,3129.0,4983.0,11308.0,1106.0,20526.0
2013-01-02,23 - 00,2061.0,4436.0,11315.0,1085.0,18897.0
2013-01-03,00 - 01,1494.0,3911.0,11403.0,1173.0,17980.0
2013-01-03,01 - 02,1435.0,3631.0,11367.0,1162.0,17594.0
2013-01-03,02 - 03,1427.0,3561.0,11387.0,1180.0,17554.0
2013-01-03,03 - 04,1418.0,3520.0,11391.0,1194.0,17522.0
2013-01-03,04 - 05,1423.0,3670.0,11406.0,1221.0,17720.0
2013-01-03,05 - 06,1840.0,3850.0,11456.0,1245.0,18392.0
2013-01-03,06 - 07,2414.0,4560.0,11610.0,1278.0,19862.0
2013-01-03,07 - 08,3515.0,5642.0,11643.0,1332.0,22132.0
2013-01-03,08 - 09,3781.0,5962.0,11666.0,1362.0,22771.0
2013-01-03,09 - 10,3803.0,5741.0,11716.0,1397.0,22658.0
2013-01-03,10 - 11,3747.0,5589.0,11782.0,1440.0,22558.0
2013-01-03,11 - 12,3782.0,5676.0,11936.0,1463.0,22857.0
2013-01-03,12 - 13,3783.0,5804.0,12012.0,1512.0,23111.0
2013-01-03,13 - 14,3784.0,5850.0,12025.0,1523.0,23182.0
2013-01-03,14 - 15,3786.0,5888.0,12081.0,1538.0,23294.0
2013-01-03,15 - 16,3737.0,5884.0,12128.0,1554.0,23304.0
2013-01-03,16 - 17,3782.0,5962.0,12165.0,1558.0,23467.0
2013-01-03,17 - 18,3849.0,5985.0,12161.0,1562.0,23557.0
2013-01-03,18 - 19,3787.0,6006.0,12154.0,1572.0,23519.0
2013-01-03,19 - 20,3725.0,5942.0,12083.0,1568.0,23318.0
2013-01-03,20 - 21,3511.0,5832.0,12064.0,1566.0,22974.0
2013-01-03,21 - 22,3168.0,5464.0,12069.0,1583.0,22285.0
2013-01-03,22 - 23,2498.0,5027.0,12014.0,1561.0,21100.0
2013-01-03,23 - 00,1456.0,4142.0,11943.0,1545.0,19088.0
2013-01-04,00 - 01,1286.0,3338.0,11890.0,1497.0,18011.0
2013-01-04,01 - 02,1226.0,3030.0,11863.0,1480.0,17599.0
2013-01-04,02 - 03,1169.0,3052.0,11858.0,1470.0,17548.0
2013-01-04,03 - 04,1175.0,3043.0,11875.0,1459.0,17553.0
2013-01-04,04 - 05,1281.0,3275.0,11868.0,1418.0,17842.0
2013-01-04,05 - 06,1486.0,3676.0,11831.0,1387.0,18381.0
2013-01-04,06 - 07,2473.0,4881.0,11916.0,1350.0,20621.0
2013-01-04,07 - 08,3585.0,6010.0,11909.0,1302.0,22806.0
2013-01-04,08 - 09,3939.0,6299.0,11933.0,1246.0,23417.0
2013-01-04,09 - 10,3951.0,6255.0,11842.0,1202.0,23250.0
2013-01-04,10 - 11,3970.0,6084.0,11840.0,1172.0,23065.0
2013-01-04,11 - 12,3892.0,6063.0,11716.0,1073.0,22744.0
2013-01-04,12 - 13,3857.0,5927.0,11636.0,1008.0,22427.0
2013-01-04,13 - 14,3827.0,5810.0,11606.0,1033.0,22276.0
2013-01-04,14 - 15,3800.0,5662.0,11493.0,1002.0,21957.0
2013-01-04,15 - 16,3896.0,5673.0,11490.0,1019.0,22079.0
2013-01-04,16 - 17,3953.0,5774.0,11500.0,1018.0,22245.0
2013-01-04,17 - 18,4003.0,5802.0,11428.0,1003.0,22237.0
2013-01-04,18 - 19,3955.0,5834.0,11430.0,999.0,22216.0
2013-01-04,19 - 20,3931.0,5804.0,11410.0,977.0,22122.0
2013-01-04,20 - 21,3831.0,5652.0,11390.0,946.0,21819.0
2013-01-04,21 - 22,3421.0,5245.0,11343.0,923.0,20931.0
2013-01-04,22 - 23,2424.0,4875.0,11245.0,876.0,19420.0
2013-01-04,23 - 00,1886.0,4273.0,11185.0,857.0,18201.0
2013-01-05,00 - 01,1556.0,3737.0,11195.0,845.0,17333.0
2013-01-05,01 - 02,1379.0,3387.0,11174.0,844.0,16784.0
2013-01-05,02 - 03,1359.0,3169.0,11131.0,826.0,16485.0
2013-01-05,03 - 04,1330.0,3114.0,11028.0,806.0,16278.0
2013-01-05,04 - 05,1321.0,3147.0,11002.0,782.0,16253.0
2013-01-05,05 - 06,1467.0,3230.0,11065.0,748.0,16510.0
2013-01-05,06 - 07,2072.0,3559.0,11046.0,732.0,17409.0
2013-01-05,07 - 08,2831.0,4039.0,11053.0,734.0,18657.0
2013-01-05,08 - 09,3234.0,4557.0,11066.0,719.0,19576.0
2013-01-05,09 - 10,3596.0,5222.0,11254.0,728.0,20799.0
2013-01-05,10 - 11,3720.0,5702.0,11327.0,697.0,21445.0
2013-01-05,11 - 12,3766.0,5879.0,11357.0,698.0,21699.0
2013-01-05,12 - 13,3784.0,6044.0,11427.0,701.0,21956.0
2013-01-05,13 - 14,3779.0,6012.0,11436.0,689.0,21916.0
2013-01-05,14 - 15,3787.0,5984.0,11429.0,684.0,21884.0
2013-01-05,15 - 16,3785.0,6056.0,11436.0,682.0,21959.0
2013-01-05,16 - 17,3905.0,6219.0,11539.0,685.0,22348.0
2013-01-05,17 - 18,3929.0,6361.0,11515.0,692.0,22496.0
2013-01-05,18 - 19,3920.0,6368.0,11585.0,700.0,22573.0
2013-01-05,19 - 20,3895.0,6400.0,11549.0,706.0,22550.0
2013-01-05,20 - 21,3703.0,6271.0,11485.0,735.0,22194.0
2013-01-05,21 - 22,3650.0,5996.0,11461.0,747.0,21854.0
2013-01-05,22 - 23,3025.0,5752.0,11458.0,756.0,20991.0
2013-01-05,23 - 00,2352.0,5359.0,11367.0,758.0,19836.0
2013-01-06,00 - 01,1659.0,4096.0,11148.0,726.0,17629.0
2013-01-06,01 - 02,1334.0,3498.0,11031.0,725.0,16588.0
2013-01-06,02 - 03,1281.0,3253.0,11007.0,709.0,16250.0
2013-01-06,03 - 04,1287.0,3174.0,10961.0,689.0,16111.0
2013-01-06,04 - 05,1313.0,3132.0,10951.0,690.0,16085.0
2013-01-06,05 - 06,1379.0,3233.0,10964.0,686.0,16263.0
2013-01-06,06 - 07,1662.0,3530.0,10959.0,667.0,16818.0
2013-01-06,07 - 08,1891.0,3803.0,10963.0,661.0,17319.0
2013-01-06,08 - 09,2433.0,4017.0,10958.0,657.0,18065.0
2013-01-06,09 - 10,2786.0,4321.0,10949.0,653.0,18709.0
2013-01-06,10 - 11,2989.0,4740.0,11178.0,661.0,19568.0
2013-01-06,11 - 12,3290.0,5176.0,11187.0,668.0,20321.0
2013-01-06,12 - 13,3305.0,5367.0,11240.0,681.0,20593.0
2013-01-06,13 - 14,3128.0,5370.0,11202.0,689.0,20388.0
2013-01-06,14 - 15,3077.0,5110.0,11186.0,691.0,20064.0
2013-01-06,15 - 16,3228.0,5280.0,11151.0,683.0,20343.0
2013-01-06,16 - 17,3420.0,5748.0,11288.0,681.0,21136.0
2013-01-06,17 - 18,3858.0,6141.0,11348.0,710.0,22057.0
2013-01-06,18 - 19,3909.0,6432.0,11523.0,717.0,22581.0
2013-01-06,19 - 20,3808.0,6424.0,11437.0,736.0,22405.0
2013-01-06,20 - 21,3649.0,6229.0,11341.0,731.0,21951.0
2013-01-06,21 - 22,3599.0,6076.0,11298.0,716.0,21689.0
2013-01-06,22 - 23,3338.0,5582.0,11273.0,716.0,20908.0
2013-01-06,23 - 00,2404.0,5042.0,11152.0,704.0,19302.0
2013-01-07,00 - 01,1736.0,4207.0,11166.0,711.0,17820.0
2013-01-07,01 - 02,1604.0,3804.0,11126.0,699.0,17233.0
2013-01-07,02 - 03,1556.0,3551.0,11114.0,694.0,16915.0
2013-01-07,03 - 04,1547.0,3513.0,11111.0,671.0,16841.0
2013-01-07,04 - 05,1635.0,3706.0,11132.0,698.0,17171.0
2013-01-07,05 - 06,1972.0,4315.0,11182.0,721.0,18190.0
2013-01-07,06 - 07,3058.0,5475.0,11361.0,757.0,20651.0
2013-01-07,07 - 08,4235.0,6462.0,11512.0,957.0,23166.0
2013-01-07,08 - 09,4476.0,6831.0,11762.0,1139.0,24208.0
2013-01-07,09 - 10,4542.0,6906.0,11790.0,1145.0,24384.0
2013-01-07,10 - 11,4432.0,6915.0,11792.0,1124.0,24263.0
2013-01-07,11 - 12,4404.0,6897.0,11796.0,1135.0,24232.0
2013-01-07,12 - 13,4182.0,6768.0,11786.0,1154.0,23890.0
2013-01-07,13 - 14,4043.0,6722.0,11818.0,1145.0,23728.0
2013-01-07,14 - 15,4338.0,6764.0,11866.0,1162.0,24130.0
2013-01-07,15 - 16,4584.0,6926.0,11975.0,1199.0,24684.0
2013-01-07,16 - 17,4448.0,7001.0,12000.0,1219.0,24667.0
2013-01-07,17 - 18,4400.0,6947.0,12005.0,1228.0,24580.0
2013-01-07,18 - 19,4123.0,6824.0,11932.0,1233.0,24111.0
2013-01-07,19 - 20,4004.0,6596.0,11917.0,1231.0,23748.0
2013-01-07,20 - 21,3643.0,6524.0,11893.0,1095.0,23155.0
2013-01-07,21 - 22,3539.0,6165.0,11790.0,1072.0,22567.0
2013-01-07,22 - 23,3212.0,5836.0,11750.0,1069.0,21867.0
2013-01-07,23 - 00,2395.0,5260.0,11619.0,1056.0,20330.0
2013-01-08,00 - 01,1820.0,3995.0,11501.0,1013.0,18329.0
2013-01-08,01 - 02,1725.0,3662.0,11467.0,1015.0,17869.0
2013-01-08,02 - 03,1668.0,3561.0,11456.0,1017.0,17702.0
2013-01-08,03 - 04,1669.0,3504.0,11449.0,1022.0,17645.0
2013-01-08,04 - 05,1667.0,3592.0,11451.0,1032.0,17742.0
2013-01-08,05 - 06,1985.0,4158.0,11441.0,1023.0,18607.0
2013-01-08,06 - 07,3113.0,5232.0,11518.0,998.0,20861.0
2013-01-08,07 - 08,4124.0,6117.0,11673.0,1009.0,22923.0
2013-01-08,08 - 09,4151.0,6646.0,11746.0,968.0,23511.0
2013-01-08,09 - 10,4191.0,6279.0,11635.0,950.0,23055.0
2013-01-08,10 - 11,4064.0,6279.0,11625.0,936.0,22904.0
2013-01-08,11 - 12,3759.0,6353.0,11658.0,924.0,22694.0
2013-01-08,12 - 13,3841.0,6397.0,11634.0,905.0,22777.0
2013-01-08,13 - 14,3825.0,6424.0,11640.0,888.0,22778.0
2013-01-08,14 - 15,3730.0,6516.0,11659.0,918.0,22822.0
2013-01-08,15 - 16,3908.0,6645.0,11651.0,919.0,23123.0
2013-01-08,16 - 17,4201.0,6762.0,11852.0,900.0,23715.0
2013-01-08,17 - 18,4262.0,6766.0,11841.0,888.0,23758.0
2013-01-08,18 - 19,4281.0,6657.0,11647.0,896.0,23481.0
2013-01-08,19 - 20,3792.0,6415.0,11621.0,889.0,22718.0
2013-01-08,20 - 21,3475.0,6231.0,11580.0,882.0,22168.0
2013-01-08,21 - 22,3327.0,5984.0,11553.0,874.0,21738.0
2013-01-08,22 - 23,3150.0,5733.0,11486.0,866.0,21234.0
2013-01-08,23 - 00,2482.0,5086.0,11326.0,856.0,19750.0
2013-01-09,00 - 01,1999.0,4662.0,11145.0,855.0,18661.0
2013-01-09,01 - 02,1867.0,4215.0,11126.0,855.0,18062.0
2013-01-09,02 - 03,1870.0,4236.0,11146.0,873.0,18125.0
2013-01-09,03 - 04,1864.0,4340.0,11148.0,892.0,18245.0
2013-01-09,04 - 05,2009.0,4422.0,11200.0,911.0,18543.0
2013-01-09,05 - 06,2557.0,4962.0,11363.0,935.0,19817.0
2013-01-09,06 - 07,3562.0,5982.0,11544.0,963.0,22051.0
2013-01-09,07 - 08,4367.0,6601.0,11649.0,983.0,23600.0
2013-01-09,08 - 09,4329.0,6777.0,11735.0,1027.0,23868.0
2013-01-09,09 - 10,4053.0,6495.0,11630.0,1040.0,23218.0
2013-01-09,10 - 11,4053.0,6308.0,11500.0,1051.0,22912.0
2013-01-09,11 - 12,4039.0,6350.0,11504.0,1051.0,22944.0
2013-01-09,12 - 13,3890.0,6549.0,11606.0,1051.0,23097.0
2013-01-09,13 - 14,4079.0,6699.0,11598.0,1037.0,23413.0
2013-01-09,14 - 15,4059.0,6554.0,11541.0,1030.0,23183.0
2013-01-09,15 - 16,4126.0,6560.0,11680.0,1016.0,23382.0
2013-01-09,16 - 17,4253.0,6719.0,11805.0,1043.0,23820.0
2013-01-09,17 - 18,4338.0,6774.0,11842.0,1045.0,23999.0
2013-01-09,18 - 19,4279.0,6397.0,11762.0,1022.0,23460.0
2013-01-09,19 - 20,3966.0,6120.0,11676.0,1032.0,22795.0
2013-01-09,20 - 21,3664.0,6054.0,11605.0,1049.0,22372.0
2013-01-09,21 - 22,3404.0,5808.0,11629.0,1074.0,21914.0
2013-01-09,22 - 23,3253.0,5419.0,11692.0,1095.0,21458.0
2013-01-09,23 - 00,2364.0,4860.0,11708.0,1131.0,20062.0
2013-01-10,00 - 01,1968.0,3880.0,11755.0,1137.0,18739.0
2013-01-10,01 - 02,1736.0,3212.0,11759.0,1188.0,17894.0
2013-01-10,02 - 03,1664.0,3067.0,11759.0,1241.0,17731.0
2013-01-10,03 - 04,1736.0,3275.0,11759.0,1275.0,18045.0
2013-01-10,04 - 05,1885.0,3574.0,11787.0,1295.0,18542.0
2013-01-10,05 - 06,2473.0,4043.0,11811.0,1330.0,19657.0
2013-01-10,06 - 07,3162.0,5397.0,11917.0,1343.0,21819.0
2013-01-10,07 - 08,3875.0,6183.0,12134.0,1433.0,23625.0
2013-01-10,08 - 09,4234.0,6320.0,12182.0,1418.0,24154.0
2013-01-10,09 - 10,4182.0,6435.0,12213.0,1422.0,24252.0
2013-01-10,10 - 11,4069.0,6525.0,12290.0,1401.0,24285.0
2013-01-10,11 - 12,4276.0,6552.0,12329.0,1412.0,24569.0
2013-01-10,12 - 13,4447.0,6574.0,12368.0,1433.0,24821.0
2013-01-10,13 - 14,4325.0,6649.0,12389.0,1454.0,24816.0
2013-01-10,14 - 15,4293.0,6633.0,12400.0,1448.0,24775.0
2013-01-10,15 - 16,4188.0,6783.0,12415.0,1462.0,24849.0
2013-01-10,16 - 17,4558.0,6870.0,12391.0,1486.0,25306.0
2013-01-10,17 - 18,4634.0,6708.0,12420.0,1501.0,25262.0
2013-01-10,18 - 19,4383.0,6600.0,12322.0,1477.0,24781.0
2013-01-10,19 - 20,4173.0,6507.0,12277.0,1471.0,24428.0
2013-01-10,20 - 21,4028.0,6379.0,12272.0,1470.0,24149.0
2013-01-10,21 - 22,3868.0,6042.0,12289.0,1497.0,23696.0
2013-01-10,22 - 23,3595.0,5680.0,12269.0,1499.0,23043.0
2013-01-10,23 - 00,2916.0,5156.0,12017.0,1438.0,21527.0
2013-01-11,00 - 01,2024.0,4290.0,12034.0,1368.0,19716.0
2013-01-11,01 - 02,1771.0,3826.0,11982.0,1357.0,18936.0
2013-01-11,02 - 03,1678.0,3820.0,11971.0,1354.0,18823.0
2013-01-11,03 - 04,1724.0,4010.0,11994.0,1364.0,19092.0
2013-01-11,04 - 05,1838.0,4129.0,12079.0,1356.0,19402.0
2013-01-11,05 - 06,2401.0,4649.0,12288.0,1425.0,20763.0
2013-01-11,06 - 07,3572.0,5896.0,12429.0,1493.0,23390.0
2013-01-11,07 - 08,4408.0,6775.0,12541.0,1507.0,25231.0
2013-01-11,08 - 09,4441.0,6967.0,12401.0,1498.0,25308.0
2013-01-11,09 - 10,4552.0,6983.0,12373.0,1520.0,25428.0
2013-01-11,10 - 11,4550.0,6962.0,12382.0,1621.0,25515.0
2013-01-11,11 - 12,4629.0,6951.0,12355.0,1511.0,25446.0
2013-01-11,12 - 13,4281.0,6745.0,12371.0,1494.0,24890.0
2013-01-11,13 - 14,4117.0,6699.0,12531.0,1477.0,24825.0
2013-01-11,14 - 15,4162.0,6674.0,12460.0,1451.0,24748.0
2013-01-11,15 - 16,4247.0,6711.0,12437.0,1443.0,24837.0
2013-01-11,16 - 17,4392.0,6830.0,12444.0,1444.0,25110.0
2013-01-11,17 - 18,4483.0,6820.0,12482.0,1437.0,25222.0
2013-01-11,18 - 19,4497.0,6766.0,12426.0,1469.0,25158.0
2013-01-11,19 - 20,4243.0,6708.0,12387.0,1483.0,24821.0
2013-01-11,20 - 21,4237.0,6441.0,12210.0,1459.0,24348.0
2013-01-11,21 - 22,4070.0,6264.0,12155.0,1446.0,23935.0
2013-01-11,22 - 23,4001.0,6214.0,12116.0,1434.0,23765.0
2013-01-11,23 - 00,3171.0,5605.0,11936.0,1435.0,22146.0
2013-01-12,00 - 01,2139.0,4780.0,11863.0,1378.0,20160.0
2013-01-12,01 - 02,2012.0,4408.0,11798.0,1371.0,19589.0
2013-01-12,02 - 03,1751.0,4208.0,11724.0,1377.0,19060.0
2013-01-12,03 - 04,1752.0,4127.0,11703.0,1372.0,18954.0
2013-01-12,04 - 05,1901.0,4216.0,11673.0,1358.0,19149.0
2013-01-12,05 - 06,2039.0,4264.0,11650.0,1349.0,19303.0
2013-01-12,06 - 07,2233.0,4470.0,11659.0,1369.0,19731.0
2013-01-12,07 - 08,2823.0,4984.0,11674.0,1349.0,20830.0
2013-01-12,08 - 09,3530.0,5679.0,11787.0,1340.0,22336.0
2013-01-12,09 - 10,3803.0,6314.0,11848.0,1304.0,23269.0
2013-01-12,10 - 11,3793.0,6427.0,11826.0,1310.0,23356.0
2013-01-12,11 - 12,3819.0,6572.0,11818.0,1314.0,23522.0
2013-01-12,12 - 13,3813.0,6606.0,11789.0,1297.0,23506.0
2013-01-12,13 - 14,3812.0,6589.0,11774.0,1271.0,23446.0
2013-01-12,14 - 15,3956.0,6652.0,11768.0,1266.0,23642.0
2013-01-12,15 - 16,3997.0,6719.0,11797.0,1265.0,23777.0
2013-01-12,16 - 17,4296.0,6750.0,11821.0,1254.0,24122.0
2013-01-12,17 - 18,4430.0,6806.0,11861.0,1243.0,24339.0
2013-01-12,18 - 19,4362.0,6841.0,11846.0,1242.0,24290.0
2013-01-12,19 - 20,4139.0,6755.0,11809.0,1266.0,23970.0
2013-01-12,20 - 21,3796.0,6538.0,11716.0,1264.0,23315.0
2013-01-12,21 - 22,3589.0,6242.0,11584.0,1243.0,22658.0
2013-01-12,22 - 23,3449.0,5982.0,11553.0,1211.0,22196.0
2013-01-12,23 - 00,2960.0,5546.0,11459.0,1177.0,21142.0
2013-01-13,00 - 01,1977.0,4933.0,11404.0,1135.0,19449.0
2013-01-13,01 - 02,1665.0,4563.0,11371.0,1105.0,18704.0
2013-01-13,02 - 03,1534.0,4078.0,11305.0,1100.0,18016.0
2013-01-13,03 - 04,1508.0,3956.0,11264.0,1079.0,17807.0
2013-01-13,04 - 05,1509.0,3881.0,11367.0,1084.0,17840.0
2013-01-13,05 - 06,1509.0,3880.0,11409.0,1079.0,17877.0
2013-01-13,06 - 07,1778.0,4110.0,11441.0,1077.0,18405.0
2013-01-13,07 - 08,2230.0,4367.0,11535.0,1113.0,19245.0
2013-01-13,08 - 09,3124.0,4638.0,11580.0,1093.0,20436.0
2013-01-13,09 - 10,3377.0,5315.0,11593.0,1092.0,21377.0
2013-01-13,10 - 11,3502.0,5834.0,11696.0,1100.0,22133.0
2013-01-13,11 - 12,3517.0,6193.0,11910.0,1075.0,22695.0
2013-01-13,12 - 13,3549.0,6317.0,11978.0,1100.0,22945.0
2013-01-13,13 - 14,3500.0,6172.0,11957.0,1107.0,22736.0
2013-01-13,14 - 15,3432.0,6030.0,11942.0,1009.0,22414.0
2013-01-13,15 - 16,3442.0,6000.0,11963.0,1022.0,22428.0
2013-01-13,16 - 17,3724.0,6265.0,11710.0,1026.0,22726.0
2013-01-13,17 - 18,4050.0,6499.0,11867.0,1102.0,23518.0
2013-01-13,18 - 19,4242.0,6674.0,12029.0,1139.0,24084.0
2013-01-13,19 - 20,4021.0,6558.0,12191.0,1150.0,23920.0
2013-01-13,20 - 21,3758.0,6354.0,12155.0,1139.0,23406.0
2013-01-13,21 - 22,3535.0,5928.0,11972.0,1050.0,22486.0
2013-01-13,22 - 23,3319.0,5752.0,11937.0,1027.0,22035.0
2013-01-13,23 - 00,2911.0,5145.0,11824.0,1026.0,20905.0
2013-01-14,00 - 01,1920.0,4466.0,11900.0,1079.0,19365.0
2013-01-14,01 - 02,1716.0,3875.0,11813.0,1080.0,18483.0
2013-01-14,02 - 03,1736.0,3804.0,11796.0,1093.0,18429.0
2013-01-14,03 - 04,1729.0,3793.0,11824.0,1107.0,18453.0
2013-01-14,04 - 05,1878.0,3905.0,11846.0,1136.0,18764.0
2013-01-14,05 - 06,2413.0,4598.0,12094.0,1168.0,20273.0
2013-01-14,06 - 07,3361.0,5965.0,12248.0,1289.0,22862.0
2013-01-14,07 - 08,4572.0,6752.0,12497.0,1333.0,25154.0
2013-01-14,08 - 09,4554.0,6924.0,12491.0,1350.0,25319.0
2013-01-14,09 - 10,4176.0,6959.0,12292.0,1310.0,24737.0
2013-01-14,10 - 11,4099.0,6836.0,12226.0,1274.0,24436.0
2013-01-14,11 - 12,4000.0,6698.0,12092.0,1269.0,24059.0
2013-01-14,12 - 13,4019.0,6739.0,12135.0,1254.0,24147.0
2013-01-14,13 - 14,4308.0,6944.0,12322.0,1274.0,24848.0
2013-01-14,14 - 15,4477.0,6984.0,12352.0,1247.0,25060.0
2013-01-14,15 - 16,4474.0,7023.0,12389.0,1266.0,25152.0
2013-01-14,16 - 17,4462.0,6992.0,12407.0,1263.0,25124.0
2013-01-14,17 - 18,4451.0,7000.0,12420.0,1280.0,25150.0
2013-01-14,18 - 19,4227.0,6836.0,12438.0,1275.0,24776.0
2013-01-14,19 - 20,4077.0,6738.0,12345.0,1275.0,24435.0
2013-01-14,20 - 21,4067.0,6588.0,12277.0,1311.0,24244.0
2013-01-14,21 - 22,3841.0,6437.0,12186.0,1290.0,23754.0
2013-01-14,22 - 23,3393.0,6030.0,12073.0,1287.0,22783.0
2013-01-14,23 - 00,2826.0,5322.0,12006.0,1229.0,21383.0
2013-01-15,00 - 01,2054.0,4709.0,11821.0,1196.0,19779.0
2013-01-15,01 - 02,1863.0,4141.0,11739.0,1159.0,18902.0
2013-01-15,02 - 03,1822.0,3924.0,11734.0,1129.0,18610.0
2013-01-15,03 - 04,1809.0,3899.0,11747.0,1120.0,18575.0
2013-01-15,04 - 05,1902.0,4043.0,11778.0,1120.0,18843.0
2013-01-15,05 - 06,2505.0,4744.0,11845.0,1106.0,20200.0
2013-01-15,06 - 07,3783.0,5946.0,12045.0,1141.0,22916.0
2013-01-15,07 - 08,4387.0,6712.0,12389.0,1192.0,24680.0
2013-01-15,08 - 09,4442.0,6943.0,12424.0,1183.0,24992.0
2013-01-15,09 - 10,4409.0,6944.0,12344.0,1201.0,24898.0
2013-01-15,10 - 11,4367.0,6870.0,12376.0,1190.0,24802.0
2013-01-15,11 - 12,4381.0,6900.0,12326.0,1171.0,24779.0
2013-01-15,12 - 13,4382.0,6940.0,12318.0,1161.0,24801.0
2013-01-15,13 - 14,4382.0,6864.0,12355.0,1155.0,24757.0
2013-01-15,14 - 15,4399.0,6885.0,12430.0,1141.0,24854.0
2013-01-15,15 - 16,4397.0,6957.0,12497.0,1143.0,24995.0
2013-01-15,16 - 17,4372.0,6971.0,12509.0,1146.0,24998.0
2013-01-15,17 - 18,4357.0,6979.0,12495.0,1141.0,24971.0
2013-01-15,18 - 19,4399.0,7016.0,12510.0,1136.0,25061.0
2013-01-15,19 - 20,4355.0,6859.0,12442.0,1121.0,24778.0
2013-01-15,20 - 21,4311.0,6748.0,12260.0,1122.0,24441.0
2013-01-15,21 - 22,4086.0,6644.0,12042.0,1093.0,23864.0
2013-01-15,22 - 23,3727.0,6290.0,12001.0,1081.0,23099.0
2013-01-15,23 - 00,3002.0,5725.0,11946.0,1076.0,21747.0
2013-01-16,00 - 01,2246.0,4619.0,11845.0,1019.0,19730.0
2013-01-16,01 - 02,1812.0,4267.0,11827.0,1030.0,18936.0
2013-01-16,02 - 03,1811.0,4188.0,11818.0,1027.0,18844.0
2013-01-16,03 - 04,1810.0,4240.0,11833.0,1027.0,18910.0
2013-01-16,04 - 05,1935.0,4305.0,11878.0,1030.0,19149.0
2013-01-16,05 - 06,3034.0,4946.0,11911.0,1033.0,20924.0
2013-01-16,06 - 07,4184.0,5831.0,12224.0,1045.0,23284.0
2013-01-16,07 - 08,4433.0,6735.0,12370.0,1095.0,24633.0
2013-01-16,08 - 09,4409.0,6948.0,12453.0,1084.0,24894.0
2013-01-16,09 - 10,4308.0,6985.0,12485.0,1287.0,25065.0
