Date,Hours,SE1,SE2,SE3,SE4,SE
2013-11-04,12 - 13,2851.0,4398.0,10761.0,957.0,18966.0
2013-11-04,13 - 14,2940.0,4449.0,10711.0,926.0,19028.0
2013-11-04,14 - 15,3026.0,4637.0,10614.0,876.0,19152.0
2013-11-04,15 - 16,3249.0,4829.0,10554.0,795.0,19426.0
2013-11-04,16 - 17,3852.0,5271.0,10637.0,742.0,20502.0
2013-11-04,17 - 18,4220.0,5699.0,10784.0,709.0,21411.0
2013-11-04,18 - 19,4047.0,5702.0,10759.0,690.0,21198.0
2013-11-04,19 - 20,3571.0,5359.0,10429.0,654.0,20013.0
2013-11-04,20 - 21,2695.0,4725.0,10319.0,635.0,18373.0
2013-11-04,21 - 22,1990.0,4126.0,10179.0,601.0,16895.0
2013-11-04,22 - 23,1599.0,3555.0,10083.0,595.0,15831.0
2013-11-04,23 - 00,1422.0,2848.0,10013.0,624.0,14908.0
2013-11-05,00 - 01,1346.0,2613.0,9939.0,702.0,14601.0
2013-11-05,01 - 02,1347.0,2445.0,9909.0,742.0,14443.0
2013-11-05,02 - 03,1437.0,2363.0,9921.0,767.0,14489.0
2013-11-05,03 - 04,1341.0,2329.0,9947.0,829.0,14446.0
2013-11-05,04 - 05,1372.0,2408.0,9970.0,864.0,14614.0
2013-11-05,05 - 06,1770.0,2812.0,10016.0,875.0,15473.0
2013-11-05,06 - 07,2644.0,4108.0,10166.0,917.0,17834.0
2013-11-05,07 - 08,3387.0,5175.0,10414.0,983.0,19959.0
2013-11-05,08 - 09,3401.0,5353.0,10523.0,1037.0,20313.0
2013-11-05,09 - 10,2890.0,5095.0,10472.0,1090.0,19547.0
2013-11-05,10 - 11,2486.0,4864.0,10390.0,1146.0,18885.0
2013-11-05,11 - 12,2450.0,4708.0,10311.0,1158.0,18627.0
2013-11-05,12 - 13,2622.0,4788.0,10312.0,1168.0,18891.0
2013-11-05,13 - 14,2913.0,4761.0,10325.0,1141.0,19139.0
2013-11-05,14 - 15,3102.0,4851.0,10387.0,1108.0,19448.0
2013-11-05,15 - 16,3524.0,5540.0,10569.0,1055.0,20688.0
2013-11-05,16 - 17,4081.0,5763.0,10730.0,1031.0,21606.0
2013-11-05,17 - 18,4244.0,5968.0,10876.0,975.0,22063.0
2013-11-05,18 - 19,4098.0,5910.0,10803.0,939.0,21750.0
2013-11-05,19 - 20,3567.0,5588.0,10748.0,853.0,20756.0
2013-11-05,20 - 21,2531.0,4949.0,10680.0,753.0,18913.0
2013-11-05,21 - 22,1926.0,3948.0,10417.0,700.0,16991.0
2013-11-05,22 - 23,1635.0,3395.0,10302.0,622.0,15954.0
2013-11-05,23 - 00,1564.0,2953.0,10203.0,582.0,15301.0
2013-11-06,00 - 01,1449.0,2509.0,10149.0,541.0,14648.0
2013-11-06,01 - 02,1455.0,2390.0,10088.0,494.0,14427.0
2013-11-06,02 - 03,1460.0,2329.0,10059.0,456.0,14304.0
2013-11-06,03 - 04,1461.0,2352.0,10058.0,432.0,14303.0
2013-11-06,04 - 05,1369.0,2480.0,10047.0,401.0,14297.0
2013-11-06,05 - 06,1719.0,3095.0,10083.0,399.0,15296.0
2013-11-06,06 - 07,2442.0,4379.0,10316.0,401.0,17537.0
2013-11-06,07 - 08,3114.0,5439.0,10484.0,444.0,19481.0
2013-11-06,08 - 09,3613.0,5594.0,10410.0,459.0,20077.0
2013-11-06,09 - 10,3342.0,5453.0,10444.0,443.0,19684.0
2013-11-06,10 - 11,2975.0,5199.0,10448.0,437.0,19059.0
2013-11-06,11 - 12,2959.0,5433.0,10439.0,413.0,19245.0
2013-11-06,12 - 13,3094.0,5366.0,10369.0,411.0,19241.0
2013-11-06,13 - 14,3303.0,5319.0,10363.0,428.0,19413.0
2013-11-06,14 - 15,3278.0,5347.0,10355.0,439.0,19418.0
2013-11-06,15 - 16,3334.0,5431.0,10364.0,436.0,19566.0
2013-11-06,16 - 17,3868.0,5895.0,10607.0,460.0,20831.0
2013-11-06,17 - 18,4261.0,6305.0,10641.0,466.0,21673.0
2013-11-06,18 - 19,4179.0,6301.0,10646.0,483.0,21610.0
2013-11-06,19 - 20,3934.0,5848.0,10419.0,500.0,20701.0
2013-11-06,20 - 21,3153.0,5184.0,10244.0,477.0,19058.0
2013-11-06,21 - 22,2082.0,4433.0,10139.0,466.0,17120.0
2013-11-06,22 - 23,1752.0,3873.0,10111.0,465.0,16201.0
2013-11-06,23 - 00,1455.0,3194.0,10091.0,481.0,15221.0
2013-11-07,00 - 01,1136.0,2550.0,9966.0,485.0,14138.0
2013-11-07,01 - 02,1112.0,2261.0,9952.0,480.0,13806.0
2013-11-07,02 - 03,1111.0,2129.0,9954.0,480.0,13674.0
2013-11-07,03 - 04,1111.0,2157.0,9961.0,476.0,13705.0
2013-11-07,04 - 05,1124.0,2335.0,9969.0,482.0,13910.0
2013-11-07,05 - 06,1504.0,3156.0,10032.0,493.0,15185.0
2013-11-07,06 - 07,2303.0,4212.0,10118.0,497.0,17130.0
2013-11-07,07 - 08,3027.0,5090.0,10320.0,542.0,18978.0
2013-11-07,08 - 09,3505.0,5403.0,10321.0,572.0,19801.0
2013-11-07,09 - 10,3098.0,5346.0,10287.0,574.0,19306.0
2013-11-07,10 - 11,2927.0,5227.0,10286.0,592.0,19032.0
2013-11-07,11 - 12,2496.0,5390.0,10465.0,605.0,18956.0
2013-11-07,12 - 13,2400.0,5132.0,10418.0,632.0,18582.0
2013-11-07,13 - 14,2442.0,5179.0,10408.0,664.0,18693.0
2013-11-07,14 - 15,2535.0,5265.0,10448.0,730.0,18979.0
2013-11-07,15 - 16,3076.0,5450.0,10483.0,777.0,19786.0
2013-11-07,16 - 17,3647.0,5851.0,10678.0,852.0,21028.0
2013-11-07,17 - 18,4025.0,6062.0,10844.0,914.0,21846.0
2013-11-07,18 - 19,3950.0,5898.0,10890.0,967.0,21706.0
2013-11-07,19 - 20,3450.0,5430.0,10866.0,978.0,20725.0
2013-11-07,20 - 21,2961.0,4926.0,10844.0,960.0,19691.0
2013-11-07,21 - 22,2151.0,4322.0,10741.0,947.0,18162.0
2013-11-07,22 - 23,1738.0,3493.0,10723.0,907.0,16861.0
2013-11-07,23 - 00,1502.0,2818.0,10687.0,886.0,15894.0
2013-11-08,00 - 01,1211.0,2147.0,10673.0,820.0,14851.0
2013-11-08,01 - 02,1137.0,2028.0,10662.0,796.0,14623.0
2013-11-08,02 - 03,1133.0,1926.0,10616.0,765.0,14440.0
2013-11-08,03 - 04,1129.0,1992.0,10582.0,723.0,14427.0
2013-11-08,04 - 05,1160.0,2161.0,10580.0,693.0,14594.0
2013-11-08,05 - 06,1543.0,2758.0,10637.0,694.0,15632.0
2013-11-08,06 - 07,2570.0,4378.0,10790.0,685.0,18422.0
2013-11-08,07 - 08,3455.0,5560.0,10933.0,717.0,20665.0
2013-11-08,08 - 09,3682.0,5461.0,10900.0,720.0,20764.0
2013-11-08,09 - 10,3472.0,5341.0,10885.0,712.0,20410.0
2013-11-08,10 - 11,3351.0,5240.0,10841.0,693.0,20125.0
2013-11-08,11 - 12,3297.0,5226.0,10803.0,690.0,20016.0
2013-11-08,12 - 13,3173.0,5309.0,10752.0,676.0,19910.0
2013-11-08,13 - 14,3277.0,5066.0,10706.0,692.0,19742.0
2013-11-08,14 - 15,3145.0,4993.0,10668.0,685.0,19492.0
2013-11-08,15 - 16,3253.0,5135.0,10648.0,679.0,19715.0
2013-11-08,16 - 17,3500.0,5855.0,10737.0,703.0,20795.0
2013-11-08,17 - 18,3732.0,5898.0,10751.0,706.0,21086.0
2013-11-08,18 - 19,3678.0,5767.0,10735.0,713.0,20893.0
2013-11-08,19 - 20,3068.0,5047.0,10639.0,703.0,19458.0
2013-11-08,20 - 21,2496.0,4472.0,10588.0,659.0,18215.0
2013-11-08,21 - 22,1781.0,3870.0,10466.0,608.0,16725.0
2013-11-08,22 - 23,1340.0,3048.0,10412.0,562.0,15362.0
2013-11-08,23 - 00,1088.0,2477.0,10363.0,521.0,14449.0
2013-11-09,00 - 01,853.0,2146.0,10299.0,503.0,13801.0
2013-11-09,01 - 02,811.0,1903.0,10242.0,488.0,13444.0
2013-11-09,02 - 03,750.0,1822.0,10180.0,483.0,13235.0
2013-11-09,03 - 04,768.0,1839.0,10141.0,483.0,13232.0
2013-11-09,04 - 05,772.0,1885.0,10110.0,491.0,13258.0
2013-11-09,05 - 06,771.0,1899.0,10089.0,548.0,13307.0
2013-11-09,06 - 07,769.0,2318.0,10099.0,610.0,13796.0
2013-11-09,07 - 08,851.0,2597.0,10133.0,642.0,14223.0
2013-11-09,08 - 09,1149.0,3073.0,10125.0,689.0,15036.0
2013-11-09,09 - 10,1356.0,3395.0,10124.0,734.0,15609.0
2013-11-09,10 - 11,1743.0,3409.0,10103.0,807.0,16061.0
2013-11-09,11 - 12,1670.0,3401.0,10088.0,840.0,16000.0
2013-11-09,12 - 13,1662.0,3098.0,10076.0,864.0,15700.0
2013-11-09,13 - 14,1753.0,3014.0,10092.0,918.0,15777.0
2013-11-09,14 - 15,1718.0,3056.0,10103.0,961.0,15838.0
2013-11-09,15 - 16,1793.0,3530.0,10174.0,1041.0,16538.0
2013-11-09,16 - 17,2275.0,3992.0,10147.0,1055.0,17470.0
2013-11-09,17 - 18,2883.0,4353.0,10114.0,1089.0,18440.0
2013-11-09,18 - 19,3018.0,4252.0,10105.0,1136.0,18510.0
2013-11-09,19 - 20,2720.0,3924.0,10095.0,1164.0,17903.0
2013-11-09,20 - 21,1825.0,3305.0,10086.0,1208.0,16424.0
2013-11-09,21 - 22,1226.0,2781.0,10117.0,1261.0,15386.0
2013-11-09,22 - 23,975.0,2412.0,10118.0,1258.0,14763.0
2013-11-09,23 - 00,879.0,2062.0,10112.0,1239.0,14292.0
2013-11-10,00 - 01,781.0,1650.0,10448.0,1390.0,14269.0
2013-11-10,01 - 02,1000.0,1516.0,10393.0,1286.0,14195.0
2013-11-10,02 - 03,1070.0,1537.0,10399.0,1177.0,14183.0
2013-11-10,03 - 04,1073.0,1571.0,10386.0,1048.0,14077.0
2013-11-10,04 - 05,1073.0,1692.0,10302.0,936.0,14002.0
2013-11-10,05 - 06,930.0,1834.0,10274.0,831.0,13869.0
2013-11-10,06 - 07,888.0,2034.0,10241.0,744.0,13907.0
2013-11-10,07 - 08,1143.0,2470.0,10227.0,674.0,14514.0
2013-11-10,08 - 09,1352.0,2940.0,10204.0,586.0,15082.0
2013-11-10,09 - 10,1382.0,3461.0,10179.0,532.0,15554.0
2013-11-10,10 - 11,1578.0,3663.0,10169.0,511.0,15921.0
2013-11-10,11 - 12,1778.0,3831.0,10163.0,490.0,16262.0
2013-11-10,12 - 13,2053.0,4045.0,10147.0,474.0,16719.0
2013-11-10,13 - 14,1843.0,3868.0,10131.0,473.0,16315.0
2013-11-10,14 - 15,1792.0,3845.0,10126.0,472.0,16234.0
2013-11-10,15 - 16,1915.0,3936.0,10140.0,479.0,16470.0
2013-11-10,16 - 17,2040.0,4197.0,10154.0,465.0,16856.0
2013-11-10,17 - 18,2438.0,4869.0,10189.0,490.0,17986.0
2013-11-10,18 - 19,2590.0,5133.0,10235.0,528.0,18486.0
2013-11-10,19 - 20,2370.0,4977.0,10255.0,540.0,18142.0
2013-11-10,20 - 21,1977.0,4473.0,10251.0,572.0,17273.0
2013-11-10,21 - 22,1547.0,4138.0,10247.0,597.0,16529.0
2013-11-10,22 - 23,1497.0,3751.0,10244.0,629.0,16121.0
2013-11-10,23 - 00,1461.0,3365.0,10239.0,646.0,15711.0
2013-11-11,00 - 01,1275.0,3015.0,10282.0,712.0,15285.0
2013-11-11,01 - 02,1227.0,2733.0,10250.0,689.0,14899.0
2013-11-11,02 - 03,1241.0,2713.0,10223.0,708.0,14884.0
2013-11-11,03 - 04,1396.0,2793.0,10215.0,721.0,15125.0
2013-11-11,04 - 05,1626.0,2911.0,10199.0,710.0,15446.0
2013-11-11,05 - 06,1946.0,3487.0,10215.0,692.0,16340.0
2013-11-11,06 - 07,2642.0,4632.0,10302.0,668.0,18244.0
2013-11-11,07 - 08,3661.0,5915.0,10659.0,668.0,20904.0
2013-11-11,08 - 09,3713.0,6411.0,10721.0,675.0,21521.0
2013-11-11,09 - 10,3690.0,6117.0,10653.0,636.0,21095.0
2013-11-11,10 - 11,3642.0,5880.0,10634.0,599.0,20755.0
2013-11-11,11 - 12,3582.0,5763.0,10585.0,557.0,20487.0
2013-11-11,12 - 13,3557.0,5671.0,10635.0,528.0,20391.0
2013-11-11,13 - 14,3590.0,5762.0,10678.0,514.0,20544.0
2013-11-11,14 - 15,3579.0,5888.0,10745.0,531.0,20743.0
2013-11-11,15 - 16,3669.0,5882.0,10848.0,487.0,20887.0
2013-11-11,16 - 17,3760.0,6083.0,11026.0,482.0,21351.0
2013-11-11,17 - 18,3764.0,6243.0,11119.0,520.0,21647.0
2013-11-11,18 - 19,3515.0,6079.0,11088.0,559.0,21241.0
2013-11-11,19 - 20,2795.0,5322.0,10877.0,609.0,19603.0
2013-11-11,20 - 21,2332.0,4771.0,10858.0,651.0,18613.0
2013-11-11,21 - 22,1966.0,4346.0,10826.0,717.0,17855.0
2013-11-11,22 - 23,1828.0,3702.0,10869.0,757.0,17155.0
2013-11-11,23 - 00,1468.0,3173.0,10872.0,820.0,16334.0
2013-11-12,00 - 01,1156.0,2703.0,10948.0,906.0,15714.0
2013-11-12,01 - 02,1065.0,2582.0,10966.0,971.0,15585.0
2013-11-12,02 - 03,1070.0,2524.0,10979.0,1016.0,15589.0
2013-11-12,03 - 04,1062.0,2562.0,10955.0,1052.0,15630.0
2013-11-12,04 - 05,1079.0,2559.0,10957.0,1082.0,15677.0
2013-11-12,05 - 06,1359.0,3011.0,10978.0,1122.0,16470.0
2013-11-12,06 - 07,1916.0,3927.0,11044.0,1175.0,18062.0
2013-11-12,07 - 08,2800.0,4688.0,11133.0,1232.0,19853.0
2013-11-12,08 - 09,3131.0,4991.0,10977.0,1289.0,20388.0
2013-11-12,09 - 10,2992.0,4948.0,10878.0,1300.0,20118.0
2013-11-12,10 - 11,2922.0,4818.0,10799.0,1279.0,19817.0
2013-11-12,11 - 12,3204.0,4771.0,10742.0,1245.0,19962.0
2013-11-12,12 - 13,2922.0,4755.0,10668.0,1211.0,19556.0
2013-11-12,13 - 14,3030.0,4990.0,10615.0,1166.0,19801.0
2013-11-12,14 - 15,3578.0,5160.0,10587.0,1124.0,20450.0
2013-11-12,15 - 16,3759.0,5251.0,10623.0,1090.0,20723.0
2013-11-12,16 - 17,4060.0,5619.0,10733.0,1038.0,21451.0
2013-11-12,17 - 18,4101.0,5963.0,10804.0,992.0,21861.0
2013-11-12,18 - 19,3592.0,5428.0,10645.0,948.0,20613.0
2013-11-12,19 - 20,2904.0,4721.0,10567.0,921.0,19113.0
2013-11-12,20 - 21,2316.0,4481.0,10619.0,897.0,18313.0
2013-11-12,21 - 22,1841.0,4027.0,10524.0,845.0,17237.0
2013-11-12,22 - 23,1615.0,3486.0,10513.0,840.0,16454.0
2013-11-12,23 - 00,1367.0,2887.0,10543.0,824.0,15621.0
2013-11-13,00 - 01,1234.0,2660.0,10509.0,838.0,15240.0
2013-11-13,01 - 02,1213.0,2463.0,10496.0,834.0,15006.0
2013-11-13,02 - 03,1212.0,2474.0,10504.0,858.0,15048.0
2013-11-13,03 - 04,1198.0,2513.0,10590.0,892.0,15194.0
2013-11-13,04 - 05,1271.0,2671.0,10614.0,928.0,15484.0
2013-11-13,05 - 06,1378.0,3262.0,10680.0,976.0,16296.0
2013-11-13,06 - 07,1909.0,4093.0,10953.0,1025.0,17980.0
2013-11-13,07 - 08,2633.0,4798.0,11173.0,1119.0,19723.0
2013-11-13,08 - 09,2970.0,4967.0,11200.0,1198.0,20335.0
2013-11-13,09 - 10,2828.0,4871.0,11278.0,1244.0,20222.0
2013-11-13,10 - 11,2729.0,4738.0,11270.0,1268.0,20005.0
2013-11-13,11 - 12,2618.0,4691.0,11076.0,1269.0,19654.0
2013-11-13,12 - 13,2546.0,4677.0,11060.0,1267.0,19550.0
2013-11-13,13 - 14,2574.0,4672.0,11098.0,1284.0,19627.0
2013-11-13,14 - 15,2608.0,4766.0,11052.0,1346.0,19772.0
2013-11-13,15 - 16,2772.0,4938.0,11017.0,1330.0,20057.0
2013-11-13,16 - 17,3153.0,5292.0,11100.0,1213.0,20757.0
2013-11-13,17 - 18,3493.0,5711.0,11084.0,1150.0,21438.0
2013-11-13,18 - 19,3380.0,5663.0,11147.0,1091.0,21280.0
2013-11-13,19 - 20,2951.0,5239.0,11081.0,1026.0,20297.0
2013-11-13,20 - 21,2144.0,4910.0,10953.0,947.0,18955.0
2013-11-13,21 - 22,1952.0,4388.0,10797.0,858.0,17995.0
2013-11-13,22 - 23,1527.0,3732.0,10661.0,793.0,16713.0
2013-11-13,23 - 00,1343.0,3273.0,10504.0,750.0,15869.0
2013-11-14,00 - 01,1291.0,2680.0,10374.0,740.0,15084.0
2013-11-14,01 - 02,1079.0,2519.0,10336.0,708.0,14641.0
2013-11-14,02 - 03,1036.0,2500.0,10293.0,682.0,14512.0
2013-11-14,03 - 04,1024.0,2444.0,10244.0,667.0,14379.0
2013-11-14,04 - 05,1075.0,2542.0,10227.0,651.0,14496.0
2013-11-14,05 - 06,1641.0,2912.0,10261.0,646.0,15460.0
2013-11-14,06 - 07,2473.0,4236.0,10400.0,674.0,17782.0
2013-11-14,07 - 08,3080.0,5246.0,10531.0,716.0,19573.0
2013-11-14,08 - 09,3195.0,5272.0,10595.0,728.0,19790.0
2013-11-14,09 - 10,3100.0,4993.0,10679.0,738.0,19510.0
2013-11-14,10 - 11,3082.0,4876.0,10660.0,739.0,19356.0
2013-11-14,11 - 12,3147.0,4978.0,10671.0,758.0,19554.0
2013-11-14,12 - 13,3153.0,5014.0,10647.0,747.0,19561.0
2013-11-14,13 - 14,3166.0,5133.0,10632.0,749.0,19681.0
2013-11-14,14 - 15,3228.0,5266.0,10662.0,754.0,19910.0
2013-11-14,15 - 16,3448.0,5493.0,10697.0,741.0,20379.0
2013-11-14,16 - 17,3693.0,6031.0,10847.0,720.0,21291.0
2013-11-14,17 - 18,3830.0,6185.0,10916.0,712.0,21643.0
2013-11-14,18 - 19,3488.0,5822.0,10823.0,698.0,20831.0
2013-11-14,19 - 20,3404.0,5355.0,10726.0,690.0,20176.0
2013-11-14,20 - 21,2818.0,4837.0,10640.0,643.0,18939.0
2013-11-14,21 - 22,2184.0,4300.0,10528.0,586.0,17599.0
2013-11-14,22 - 23,1774.0,3779.0,10425.0,554.0,16531.0
2013-11-14,23 - 00,1445.0,3095.0,10350.0,537.0,15427.0
2013-11-15,00 - 01,1293.0,2683.0,10322.0,536.0,14834.0
2013-11-15,01 - 02,1132.0,2408.0,10285.0,507.0,14332.0
2013-11-15,02 - 03,1276.0,2358.0,10258.0,508.0,14400.0
2013-11-15,03 - 04,1281.0,2419.0,10243.0,517.0,14460.0
2013-11-15,04 - 05,1636.0,2566.0,10272.0,529.0,15003.0
2013-11-15,05 - 06,1791.0,3163.0,10393.0,546.0,15893.0
2013-11-15,06 - 07,2741.0,4802.0,10577.0,572.0,18692.0
2013-11-15,07 - 08,3530.0,5852.0,10761.0,624.0,20767.0
2013-11-15,08 - 09,3571.0,5989.0,10904.0,659.0,21123.0
2013-11-15,09 - 10,3365.0,5907.0,10911.0,667.0,20851.0
2013-11-15,10 - 11,3424.0,5799.0,10966.0,666.0,20855.0
2013-11-15,11 - 12,3324.0,5729.0,11029.0,691.0,20773.0
2013-11-15,12 - 13,3364.0,5711.0,11081.0,727.0,20884.0
2013-11-15,13 - 14,3345.0,5740.0,11224.0,778.0,21088.0
2013-11-15,14 - 15,3117.0,5741.0,11334.0,833.0,21024.0
2013-11-15,15 - 16,3154.0,5738.0,11440.0,906.0,21237.0
2013-11-15,16 - 17,3173.0,5761.0,11508.0,983.0,21426.0
2013-11-15,17 - 18,3179.0,5474.0,11542.0,1065.0,21259.0
2013-11-15,18 - 19,3010.0,4979.0,11505.0,1097.0,20591.0
2013-11-15,19 - 20,2640.0,4519.0,11492.0,1155.0,19805.0
2013-11-15,20 - 21,2166.0,4193.0,11493.0,1190.0,19041.0
2013-11-15,21 - 22,1666.0,3733.0,11437.0,1231.0,18067.0
2013-11-15,22 - 23,1544.0,3099.0,11351.0,1280.0,17274.0
2013-11-15,23 - 00,1388.0,2580.0,11295.0,1316.0,16580.0
2013-11-16,00 - 01,1079.0,2315.0,11180.0,1339.0,15914.0
2013-11-16,01 - 02,932.0,2151.0,11132.0,1356.0,15571.0
2013-11-16,02 - 03,910.0,2119.0,11086.0,1358.0,15473.0
2013-11-16,03 - 04,895.0,2131.0,11071.0,1349.0,15445.0
2013-11-16,04 - 05,892.0,2148.0,11081.0,1353.0,15473.0
2013-11-16,05 - 06,964.0,2152.0,11067.0,1328.0,15511.0
2013-11-16,06 - 07,1157.0,2481.0,11059.0,1314.0,16010.0
2013-11-16,07 - 08,1459.0,2977.0,11160.0,1303.0,16898.0
2013-11-16,08 - 09,1376.0,3460.0,11214.0,1298.0,17347.0
2013-11-16,09 - 10,1493.0,3637.0,11215.0,1334.0,17679.0
2013-11-16,10 - 11,1533.0,3789.0,11197.0,1325.0,17844.0
2013-11-16,11 - 12,1516.0,3908.0,11229.0,1321.0,17974.0
2013-11-16,12 - 13,1539.0,4094.0,11244.0,1354.0,18232.0
2013-11-16,13 - 14,1295.0,4122.0,11266.0,1359.0,18042.0
2013-11-16,14 - 15,1345.0,4150.0,11296.0,1349.0,18140.0
2013-11-16,15 - 16,1515.0,4434.0,11268.0,1330.0,18546.0
2013-11-16,16 - 17,1757.0,4610.0,11294.0,1327.0,18987.0
2013-11-16,17 - 18,1902.0,4774.0,11281.0,1363.0,19319.0
2013-11-16,18 - 19,1893.0,4543.0,11299.0,1372.0,19107.0
2013-11-16,19 - 20,1636.0,4356.0,11303.0,1386.0,18682.0
2013-11-16,20 - 21,1313.0,4061.0,11254.0,1379.0,18007.0
2013-11-16,21 - 22,1229.0,3701.0,11192.0,1331.0,17453.0
2013-11-16,22 - 23,1141.0,3062.0,11210.0,1325.0,16738.0
2013-11-16,23 - 00,1043.0,2591.0,11137.0,1273.0,16045.0
2013-11-17,00 - 01,885.0,2452.0,11075.0,1252.0,15664.0
2013-11-17,01 - 02,907.0,2362.0,11052.0,1231.0,15551.0
2013-11-17,02 - 03,929.0,2355.0,11072.0,1212.0,15567.0
2013-11-17,03 - 04,983.0,2362.0,11071.0,1199.0,15615.0
2013-11-17,04 - 05,1126.0,2391.0,10982.0,1182.0,15680.0
2013-11-17,05 - 06,963.0,2541.0,10924.0,1160.0,15587.0
2013-11-17,06 - 07,917.0,2710.0,10902.0,1107.0,15637.0
2013-11-17,07 - 08,916.0,2779.0,10837.0,1075.0,15608.0
2013-11-17,08 - 09,1232.0,2921.0,10784.0,1005.0,15942.0
2013-11-17,09 - 10,1621.0,3221.0,10844.0,884.0,16570.0
2013-11-17,10 - 11,1723.0,3546.0,10756.0,774.0,16799.0
2013-11-17,11 - 12,1815.0,3926.0,10686.0,681.0,17107.0
2013-11-17,12 - 13,1815.0,4196.0,10587.0,640.0,17237.0
2013-11-17,13 - 14,1815.0,4205.0,10462.0,587.0,17069.0
2013-11-17,14 - 15,1948.0,4273.0,10403.0,543.0,17168.0
2013-11-17,15 - 16,2066.0,4607.0,10343.0,494.0,17510.0
2013-11-17,16 - 17,2654.0,5165.0,10332.0,471.0,18622.0
2013-11-17,17 - 18,2925.0,5440.0,10375.0,467.0,19207.0
2013-11-17,18 - 19,2896.0,5363.0,10419.0,466.0,19144.0
2013-11-17,19 - 20,2679.0,5190.0,10435.0,442.0,18745.0
2013-11-17,20 - 21,2517.0,4893.0,10432.0,435.0,18278.0
2013-11-17,21 - 22,2259.0,4552.0,10416.0,439.0,17666.0
2013-11-17,22 - 23,2056.0,4076.0,10376.0,443.0,16951.0
2013-11-17,23 - 00,1546.0,3413.0,10313.0,460.0,15732.0
2013-11-18,00 - 01,1097.0,2727.0,10403.0,529.0,14756.0
2013-11-18,01 - 02,1019.0,2556.0,10435.0,595.0,14605.0
2013-11-18,02 - 03,1019.0,2528.0,10467.0,645.0,14658.0
2013-11-18,03 - 04,1021.0,2551.0,10423.0,676.0,14670.0
2013-11-18,04 - 05,1181.0,2572.0,10407.0,688.0,14849.0
2013-11-18,05 - 06,1486.0,3206.0,10567.0,674.0,15933.0
2013-11-18,06 - 07,2447.0,4599.0,10639.0,655.0,18340.0
2013-11-18,07 - 08,3725.0,6156.0,10940.0,677.0,21498.0
2013-11-18,08 - 09,4098.0,6433.0,11074.0,718.0,22322.0
2013-11-18,09 - 10,4113.0,6028.0,10944.0,723.0,21808.0
2013-11-18,10 - 11,4104.0,5812.0,10831.0,753.0,21500.0
2013-11-18,11 - 12,3967.0,5937.0,10874.0,765.0,21543.0
2013-11-18,12 - 13,3604.0,6011.0,10886.0,793.0,21294.0
2013-11-18,13 - 14,3595.0,5877.0,10897.0,795.0,21163.0
2013-11-18,14 - 15,3587.0,5752.0,10850.0,777.0,20966.0
2013-11-18,15 - 16,3659.0,6005.0,10843.0,748.0,21255.0
2013-11-18,16 - 17,3727.0,6215.0,10949.0,724.0,21615.0
2013-11-18,17 - 18,3714.0,6272.0,10958.0,752.0,21696.0
2013-11-18,18 - 19,3673.0,6032.0,10955.0,750.0,21409.0
2013-11-18,19 - 20,3456.0,5498.0,10789.0,731.0,20474.0
2013-11-18,20 - 21,2922.0,5030.0,10732.0,695.0,19379.0
2013-11-18,21 - 22,2493.0,4553.0,10595.0,640.0,18281.0
2013-11-18,22 - 23,1947.0,3939.0,10508.0,614.0,17007.0
2013-11-18,23 - 00,1412.0,3370.0,10403.0,605.0,15790.0
2013-11-19,00 - 01,1213.0,2471.0,10328.0,616.0,14628.0
2013-11-19,01 - 02,1064.0,2117.0,10272.0,612.0,14065.0
2013-11-19,02 - 03,1050.0,2070.0,10225.0,602.0,13946.0
2013-11-19,03 - 04,1056.0,2068.0,10184.0,611.0,13919.0
2013-11-19,04 - 05,1233.0,2117.0,10162.0,631.0,14143.0
2013-11-19,05 - 06,1712.0,2698.0,10125.0,649.0,15185.0
2013-11-19,06 - 07,2458.0,4090.0,10168.0,710.0,17425.0
2013-11-19,07 - 08,3502.0,5187.0,10327.0,764.0,19780.0
2013-11-19,08 - 09,3610.0,5469.0,10345.0,784.0,20208.0
2013-11-19,09 - 10,3516.0,5280.0,10337.0,797.0,19930.0
2013-11-19,10 - 11,3524.0,5128.0,10333.0,819.0,19804.0
2013-11-19,11 - 12,3548.0,5169.0,10245.0,810.0,19772.0
2013-11-19,12 - 13,3370.0,5219.0,10309.0,807.0,19705.0
2013-11-19,13 - 14,3438.0,5252.0,10407.0,781.0,19878.0
2013-11-19,14 - 15,3473.0,5296.0,10492.0,730.0,19991.0
2013-11-19,15 - 16,3643.0,5539.0,10650.0,686.0,20518.0
2013-11-19,16 - 17,3782.0,5482.0,10755.0,654.0,20673.0
2013-11-19,17 - 18,3720.0,5438.0,10711.0,648.0,20517.0
2013-11-19,18 - 19,3352.0,5506.0,10625.0,666.0,20148.0
2013-11-19,19 - 20,3098.0,5132.0,10599.0,605.0,19435.0
2013-11-19,20 - 21,2572.0,4559.0,10518.0,527.0,18176.0
2013-11-19,21 - 22,2546.0,4103.0,10491.0,508.0,17648.0
2013-11-19,22 - 23,2204.0,3883.0,10448.0,462.0,16996.0
2013-11-19,23 - 00,1972.0,3231.0,10393.0,465.0,16061.0
2013-11-20,00 - 01,1808.0,3094.0,10298.0,430.0,15629.0
2013-11-20,01 - 02,1460.0,2974.0,10172.0,429.0,15035.0
2013-11-20,02 - 03,1520.0,2930.0,10094.0,432.0,14976.0
