Date,Hours,DK1,DK2,DK
2013-01-21,21 - 22,4215.0,2467.0,6682.0
2013-01-21,22 - 23,4133.0,2374.0,6507.0
2013-01-21,23 - 00,4009.0,2057.0,6066.0
2013-01-22,00 - 01,4075.0,1940.0,6015.0
2013-01-22,01 - 02,3945.0,1996.0,5941.0
2013-01-22,02 - 03,3751.0,2013.0,5764.0
2013-01-22,03 - 04,3853.0,2023.0,5876.0
2013-01-22,04 - 05,3875.0,2064.0,5939.0
2013-01-22,05 - 06,3826.0,2108.0,5934.0
2013-01-22,06 - 07,4042.0,2232.0,6274.0
2013-01-22,07 - 08,4318.0,2261.0,6579.0
2013-01-22,08 - 09,4332.0,2287.0,6619.0
2013-01-22,09 - 10,4171.0,2284.0,6455.0
2013-01-22,10 - 11,4053.0,2304.0,6357.0
2013-01-22,11 - 12,3964.0,2276.0,6240.0
2013-01-22,12 - 13,3890.0,2253.0,6143.0
2013-01-22,13 - 14,3845.0,2210.0,6055.0
2013-01-22,14 - 15,3826.0,2140.0,5966.0
2013-01-22,15 - 16,3768.0,2085.0,5853.0
2013-01-22,16 - 17,3824.0,2022.0,5846.0
2013-01-22,17 - 18,3812.0,2141.0,5953.0
2013-01-22,18 - 19,3743.0,2135.0,5878.0
2013-01-22,19 - 20,3577.0,2157.0,5734.0
2013-01-22,20 - 21,3274.0,2052.0,5326.0
2013-01-22,21 - 22,3098.0,1954.0,5052.0
2013-01-22,22 - 23,2943.0,1952.0,4895.0
2013-01-22,23 - 00,2876.0,1918.0,4794.0
2013-01-23,00 - 01,2778.0,1883.0,4661.0
2013-01-23,01 - 02,2751.0,1839.0,4590.0
2013-01-23,02 - 03,2712.0,1826.0,4538.0
2013-01-23,03 - 04,2681.0,1854.0,4535.0
2013-01-23,04 - 05,2636.0,1853.0,4489.0
2013-01-23,05 - 06,2700.0,1865.0,4565.0
2013-01-23,06 - 07,2980.0,1880.0,4860.0
2013-01-23,07 - 08,3478.0,2066.0,5544.0
2013-01-23,08 - 09,3436.0,2124.0,5560.0
2013-01-23,09 - 10,3343.0,2119.0,5462.0
2013-01-23,10 - 11,3340.0,2012.0,5352.0
2013-01-23,11 - 12,3362.0,1971.0,5333.0
2013-01-23,12 - 13,3232.0,1936.0,5168.0
2013-01-23,13 - 14,3228.0,1916.0,5144.0
2013-01-23,14 - 15,3163.0,1868.0,5031.0
2013-01-23,15 - 16,3119.0,1816.0,4935.0
2013-01-23,16 - 17,3160.0,1877.0,5037.0
2013-01-23,17 - 18,3256.0,1925.0,5181.0
2013-01-23,18 - 19,3290.0,1971.0,5261.0
2013-01-23,19 - 20,3196.0,2000.0,5196.0
2013-01-23,20 - 21,2944.0,1876.0,4820.0
2013-01-23,21 - 22,2813.0,1868.0,4681.0
2013-01-23,22 - 23,2718.0,1778.0,4496.0
2013-01-23,23 - 00,2595.0,1742.0,4337.0
2013-01-24,00 - 01,2348.0,1770.0,4118.0
2013-01-24,01 - 02,2288.0,1790.0,4078.0
2013-01-24,02 - 03,2267.0,1832.0,4099.0
2013-01-24,03 - 04,2275.0,1785.0,4060.0
2013-01-24,04 - 05,2341.0,1767.0,4108.0
2013-01-24,05 - 06,2402.0,1843.0,4245.0
2013-01-24,06 - 07,2597.0,1874.0,4471.0
2013-01-24,07 - 08,3119.0,1940.0,5059.0
2013-01-24,08 - 09,3097.0,1948.0,5045.0
2013-01-24,09 - 10,3041.0,1913.0,4954.0
2013-01-24,10 - 11,3123.0,1951.0,5074.0
2013-01-24,11 - 12,3109.0,1958.0,5067.0
2013-01-24,12 - 13,3057.0,1996.0,5053.0
2013-01-24,13 - 14,2966.0,1969.0,4935.0
2013-01-24,14 - 15,2929.0,1852.0,4781.0
2013-01-24,15 - 16,2962.0,1830.0,4792.0
2013-01-24,16 - 17,2995.0,1917.0,4912.0
2013-01-24,17 - 18,3052.0,1950.0,5002.0
2013-01-24,18 - 19,3149.0,1997.0,5146.0
2013-01-24,19 - 20,3082.0,1939.0,5021.0
2013-01-24,20 - 21,2844.0,1880.0,4724.0
2013-01-24,21 - 22,2636.0,1793.0,4429.0
2013-01-24,22 - 23,2424.0,1729.0,4153.0
2013-01-24,23 - 00,2379.0,1718.0,4097.0
2013-01-25,00 - 01,2483.0,1693.0,4176.0
2013-01-25,01 - 02,2400.0,1682.0,4082.0
2013-01-25,02 - 03,2363.0,1681.0,4044.0
2013-01-25,03 - 04,2345.0,1678.0,4023.0
2013-01-25,04 - 05,2439.0,1637.0,4076.0
2013-01-25,05 - 06,2493.0,1654.0,4147.0
2013-01-25,06 - 07,2805.0,1684.0,4489.0
2013-01-25,07 - 08,3136.0,1768.0,4904.0
2013-01-25,08 - 09,3236.0,1865.0,5101.0
2013-01-25,09 - 10,3260.0,1882.0,5142.0
2013-01-25,10 - 11,3278.0,1845.0,5123.0
2013-01-25,11 - 12,3381.0,1890.0,5271.0
2013-01-25,12 - 13,3503.0,1867.0,5370.0
2013-01-25,13 - 14,3526.0,1859.0,5385.0
2013-01-25,14 - 15,3498.0,1822.0,5320.0
2013-01-25,15 - 16,3582.0,1797.0,5379.0
2013-01-25,16 - 17,3688.0,1810.0,5498.0
2013-01-25,17 - 18,3970.0,1849.0,5819.0
2013-01-25,18 - 19,3983.0,1847.0,5830.0
2013-01-25,19 - 20,4001.0,1865.0,5866.0
2013-01-25,20 - 21,3835.0,1933.0,5768.0
2013-01-25,21 - 22,3731.0,1962.0,5693.0
2013-01-25,22 - 23,3719.0,1910.0,5629.0
2013-01-25,23 - 00,3711.0,1896.0,5607.0
2013-01-26,00 - 01,3710.0,1869.0,5579.0
2013-01-26,01 - 02,3753.0,1930.0,5683.0
2013-01-26,02 - 03,3543.0,2000.0,5543.0
2013-01-26,03 - 04,3408.0,1993.0,5401.0
2013-01-26,04 - 05,3343.0,1940.0,5283.0
2013-01-26,05 - 06,3350.0,1873.0,5223.0
2013-01-26,06 - 07,3550.0,1861.0,5411.0
2013-01-26,07 - 08,3555.0,1950.0,5505.0
2013-01-26,08 - 09,3657.0,2085.0,5742.0
2013-01-26,09 - 10,3742.0,2238.0,5980.0
2013-01-26,10 - 11,3768.0,2349.0,6117.0
2013-01-26,11 - 12,3918.0,2378.0,6296.0
2013-01-26,12 - 13,4002.0,2413.0,6415.0
2013-01-26,13 - 14,4096.0,2400.0,6496.0
2013-01-26,14 - 15,4065.0,2353.0,6418.0
2013-01-26,15 - 16,4001.0,2210.0,6211.0
2013-01-26,16 - 17,3953.0,2118.0,6071.0
2013-01-26,17 - 18,4061.0,2274.0,6335.0
2013-01-26,18 - 19,4012.0,2467.0,6479.0
2013-01-26,19 - 20,3948.0,2418.0,6366.0
2013-01-26,20 - 21,3743.0,2145.0,5888.0
2013-01-26,21 - 22,3489.0,2155.0,5644.0
2013-01-26,22 - 23,3426.0,2139.0,5565.0
2013-01-26,23 - 00,3309.0,2060.0,5369.0
2013-01-27,00 - 01,3107.0,1954.0,5061.0
2013-01-27,01 - 02,2890.0,2009.0,4899.0
2013-01-27,02 - 03,2761.0,2012.0,4773.0
2013-01-27,03 - 04,2826.0,1900.0,4726.0
2013-01-27,04 - 05,2837.0,1876.0,4713.0
2013-01-27,05 - 06,2681.0,1816.0,4497.0
2013-01-27,06 - 07,3045.0,1808.0,4853.0
2013-01-27,07 - 08,3446.0,1895.0,5341.0
2013-01-27,08 - 09,3808.0,1891.0,5699.0
2013-01-27,09 - 10,3920.0,2056.0,5976.0
2013-01-27,10 - 11,4237.0,2212.0,6449.0
2013-01-27,11 - 12,4410.0,2248.0,6658.0
2013-01-27,12 - 13,4496.0,2220.0,6716.0
2013-01-27,13 - 14,4414.0,2169.0,6583.0
2013-01-27,14 - 15,3996.0,2096.0,6092.0
2013-01-27,15 - 16,3788.0,2222.0,6010.0
2013-01-27,16 - 17,4138.0,2213.0,6351.0
2013-01-27,17 - 18,4351.0,2249.0,6600.0
2013-01-27,18 - 19,4399.0,2441.0,6840.0
2013-01-27,19 - 20,4365.0,2473.0,6838.0
2013-01-27,20 - 21,4175.0,2277.0,6452.0
2013-01-27,21 - 22,4027.0,2004.0,6031.0
2013-01-27,22 - 23,4019.0,1895.0,5914.0
2013-01-27,23 - 00,3922.0,1882.0,5804.0
2013-01-28,00 - 01,3474.0,1917.0,5391.0
2013-01-28,01 - 02,3520.0,1929.0,5449.0
2013-01-28,02 - 03,3512.0,1895.0,5407.0
2013-01-28,03 - 04,3403.0,1856.0,5259.0
2013-01-28,04 - 05,3264.0,1863.0,5127.0
2013-01-28,05 - 06,3511.0,1934.0,5445.0
2013-01-28,06 - 07,3777.0,2123.0,5900.0
2013-01-28,07 - 08,3844.0,2193.0,6037.0
2013-01-28,08 - 09,3885.0,2290.0,6175.0
2013-01-28,09 - 10,3858.0,2133.0,5991.0
2013-01-28,10 - 11,3878.0,2053.0,5931.0
2013-01-28,11 - 12,3996.0,2151.0,6147.0
2013-01-28,12 - 13,3980.0,2057.0,6037.0
2013-01-28,13 - 14,3964.0,1961.0,5925.0
2013-01-28,14 - 15,4030.0,2026.0,6056.0
2013-01-28,15 - 16,4000.0,1971.0,5971.0
2013-01-28,16 - 17,3957.0,2037.0,5994.0
2013-01-28,17 - 18,3819.0,2137.0,5956.0
2013-01-28,18 - 19,3875.0,2085.0,5960.0
2013-01-28,19 - 20,4007.0,2030.0,6037.0
2013-01-28,20 - 21,4192.0,2082.0,6274.0
2013-01-28,21 - 22,3972.0,2041.0,6013.0
2013-01-28,22 - 23,3598.0,2039.0,5637.0
2013-01-28,23 - 00,3473.0,2045.0,5518.0
2013-01-29,00 - 01,3360.0,2042.0,5402.0
2013-01-29,01 - 02,3217.0,2123.0,5340.0
2013-01-29,02 - 03,3329.0,2127.0,5456.0
2013-01-29,03 - 04,3241.0,2101.0,5342.0
2013-01-29,04 - 05,3053.0,2104.0,5157.0
2013-01-29,05 - 06,2872.0,2098.0,4970.0
2013-01-29,06 - 07,3437.0,2150.0,5587.0
2013-01-29,07 - 08,4037.0,2276.0,6313.0
2013-01-29,08 - 09,4281.0,2275.0,6556.0
2013-01-29,09 - 10,4071.0,2225.0,6296.0
2013-01-29,10 - 11,3917.0,2239.0,6156.0
2013-01-29,11 - 12,3873.0,2463.0,6336.0
2013-01-29,12 - 13,3801.0,2536.0,6337.0
2013-01-29,13 - 14,3721.0,2479.0,6200.0
2013-01-29,14 - 15,3665.0,2273.0,5938.0
2013-01-29,15 - 16,3606.0,2257.0,5863.0
2013-01-29,16 - 17,3632.0,2169.0,5801.0
2013-01-29,17 - 18,3639.0,2151.0,5790.0
2013-01-29,18 - 19,3401.0,2062.0,5463.0
2013-01-29,19 - 20,3182.0,1921.0,5103.0
2013-01-29,20 - 21,2997.0,1929.0,4926.0
2013-01-29,21 - 22,2814.0,1851.0,4665.0
2013-01-29,22 - 23,2910.0,1720.0,4630.0
2013-01-29,23 - 00,2929.0,1765.0,4694.0
2013-01-30,00 - 01,3020.0,1855.0,4875.0
2013-01-30,01 - 02,3171.0,1896.0,5067.0
2013-01-30,02 - 03,3149.0,1926.0,5075.0
2013-01-30,03 - 04,3156.0,1989.0,5145.0
2013-01-30,04 - 05,3073.0,1946.0,5019.0
2013-01-30,05 - 06,2867.0,1860.0,4727.0
2013-01-30,06 - 07,3173.0,1794.0,4967.0
2013-01-30,07 - 08,3311.0,1917.0,5228.0
2013-01-30,08 - 09,3447.0,1943.0,5390.0
2013-01-30,09 - 10,3507.0,1992.0,5499.0
2013-01-30,10 - 11,3745.0,1924.0,5669.0
2013-01-30,11 - 12,3890.0,1824.0,5714.0
2013-01-30,12 - 13,4116.0,1922.0,6038.0
2013-01-30,13 - 14,4290.0,2040.0,6330.0
2013-01-30,14 - 15,4480.0,2184.0,6664.0
2013-01-30,15 - 16,4643.0,2138.0,6781.0
2013-01-30,16 - 17,4780.0,2301.0,7081.0
2013-01-30,17 - 18,4780.0,2433.0,7213.0
2013-01-30,18 - 19,4848.0,2437.0,7285.0
2013-01-30,19 - 20,4845.0,2455.0,7300.0
2013-01-30,20 - 21,4635.0,2342.0,6977.0
2013-01-30,21 - 22,4347.0,2200.0,6547.0
2013-01-30,22 - 23,3935.0,2117.0,6052.0
2013-01-30,23 - 00,3705.0,2070.0,5775.0
2013-01-31,00 - 01,3236.0,2024.0,5260.0
2013-01-31,01 - 02,2960.0,2067.0,5027.0
2013-01-31,02 - 03,2826.0,2065.0,4891.0
2013-01-31,03 - 04,2760.0,1903.0,4663.0
2013-01-31,04 - 05,2830.0,1821.0,4651.0
2013-01-31,05 - 06,2913.0,1755.0,4668.0
2013-01-31,06 - 07,3280.0,1746.0,5026.0
2013-01-31,07 - 08,4109.0,2026.0,6135.0
2013-01-31,08 - 09,4421.0,2088.0,6509.0
2013-01-31,09 - 10,4484.0,2070.0,6554.0
2013-01-31,10 - 11,4366.0,2248.0,6614.0
2013-01-31,11 - 12,4095.0,2366.0,6461.0
2013-01-31,12 - 13,3637.0,2334.0,5971.0
2013-01-31,13 - 14,3292.0,2317.0,5609.0
2013-01-31,14 - 15,3112.0,2221.0,5333.0
2013-01-31,15 - 16,2965.0,2046.0,5011.0
2013-01-31,16 - 17,2945.0,2003.0,4948.0
2013-01-31,17 - 18,3133.0,2113.0,5246.0
2013-01-31,18 - 19,3187.0,2091.0,5278.0
2013-01-31,19 - 20,3075.0,2105.0,5180.0
2013-01-31,20 - 21,2951.0,2035.0,4986.0
2013-01-31,21 - 22,2766.0,1953.0,4719.0
2013-01-31,22 - 23,2468.0,1780.0,4248.0
2013-01-31,23 - 00,2303.0,1686.0,3989.0
2013-02-01,00 - 01,1763.0,1671.0,3434.0
2013-02-01,01 - 02,1674.0,1658.0,3332.0
2013-02-01,02 - 03,1613.0,1580.0,3193.0
2013-02-01,03 - 04,1728.0,1523.0,3251.0
2013-02-01,04 - 05,1755.0,1620.0,3375.0
2013-02-01,05 - 06,2372.0,1688.0,4060.0
2013-02-01,06 - 07,2653.0,1755.0,4408.0
2013-02-01,07 - 08,3001.0,1644.0,4645.0
2013-02-01,08 - 09,3043.0,1665.0,4708.0
2013-02-01,09 - 10,3168.0,1915.0,5083.0
2013-02-01,10 - 11,3298.0,2061.0,5359.0
2013-02-01,11 - 12,3321.0,2058.0,5379.0
2013-02-01,12 - 13,3245.0,1916.0,5161.0
2013-02-01,13 - 14,3254.0,1781.0,5035.0
2013-02-01,14 - 15,3133.0,1705.0,4838.0
2013-02-01,15 - 16,2991.0,1658.0,4649.0
2013-02-01,16 - 17,2908.0,1673.0,4581.0
2013-02-01,17 - 18,2934.0,1765.0,4699.0
2013-02-01,18 - 19,2860.0,1749.0,4609.0
2013-02-01,19 - 20,2811.0,1707.0,4518.0
2013-02-01,20 - 21,2735.0,1662.0,4397.0
2013-02-01,21 - 22,2627.0,1593.0,4220.0
2013-02-01,22 - 23,2556.0,1563.0,4119.0
2013-02-01,23 - 00,2555.0,1547.0,4102.0
2013-02-02,00 - 01,2629.0,1541.0,4170.0
2013-02-02,01 - 02,2642.0,1547.0,4189.0
2013-02-02,02 - 03,2572.0,1357.0,3929.0
2013-02-02,03 - 04,2557.0,1363.0,3920.0
2013-02-02,04 - 05,2613.0,1419.0,4032.0
2013-02-02,05 - 06,2624.0,1508.0,4132.0
2013-02-02,06 - 07,2577.0,1694.0,4271.0
2013-02-02,07 - 08,2725.0,1794.0,4519.0
2013-02-02,08 - 09,2831.0,1824.0,4655.0
2013-02-02,09 - 10,2887.0,1771.0,4658.0
2013-02-02,10 - 11,2797.0,1865.0,4662.0
2013-02-02,11 - 12,2833.0,1909.0,4742.0
2013-02-02,12 - 13,2750.0,1907.0,4657.0
2013-02-02,13 - 14,2598.0,1906.0,4504.0
2013-02-02,14 - 15,2634.0,1610.0,4244.0
2013-02-02,15 - 16,2639.0,1580.0,4219.0
2013-02-02,16 - 17,2690.0,1703.0,4393.0
2013-02-02,17 - 18,2851.0,1725.0,4576.0
2013-02-02,18 - 19,2980.0,1679.0,4659.0
2013-02-02,19 - 20,3080.0,1632.0,4712.0
2013-02-02,20 - 21,3115.0,1616.0,4731.0
2013-02-02,21 - 22,2990.0,1605.0,4595.0
2013-02-02,22 - 23,2834.0,1623.0,4457.0
2013-02-02,23 - 00,2809.0,1510.0,4319.0
2013-02-03,00 - 01,2571.0,1426.0,3997.0
2013-02-03,01 - 02,2475.0,1325.0,3800.0
2013-02-03,02 - 03,2339.0,1337.0,3676.0
2013-02-03,03 - 04,2282.0,1387.0,3669.0
2013-02-03,04 - 05,2486.0,1392.0,3878.0
2013-02-03,05 - 06,2556.0,1488.0,4044.0
2013-02-03,06 - 07,2558.0,1468.0,4026.0
2013-02-03,07 - 08,2600.0,1592.0,4192.0
2013-02-03,08 - 09,2602.0,1598.0,4200.0
2013-02-03,09 - 10,3021.0,1586.0,4607.0
2013-02-03,10 - 11,3100.0,1681.0,4781.0
2013-02-03,11 - 12,3241.0,1761.0,5002.0
2013-02-03,12 - 13,3363.0,1647.0,5010.0
2013-02-03,13 - 14,3315.0,1705.0,5020.0
2013-02-03,14 - 15,3236.0,1723.0,4959.0
2013-02-03,15 - 16,3192.0,1800.0,4992.0
2013-02-03,16 - 17,3232.0,1934.0,5166.0
2013-02-03,17 - 18,3432.0,2015.0,5447.0
2013-02-03,18 - 19,3557.0,2031.0,5588.0
2013-02-03,19 - 20,3168.0,2032.0,5200.0
2013-02-03,20 - 21,2969.0,1862.0,4831.0
2013-02-03,21 - 22,2848.0,1771.0,4619.0
2013-02-03,22 - 23,2767.0,1641.0,4408.0
2013-02-03,23 - 00,2372.0,1616.0,3988.0
2013-02-04,00 - 01,2184.0,1622.0,3806.0
2013-02-04,01 - 02,2063.0,1686.0,3749.0
2013-02-04,02 - 03,2043.0,1597.0,3640.0
2013-02-04,03 - 04,2045.0,1586.0,3631.0
2013-02-04,04 - 05,2424.0,1596.0,4020.0
2013-02-04,05 - 06,3011.0,1685.0,4696.0
2013-02-04,06 - 07,3502.0,1739.0,5241.0
2013-02-04,07 - 08,3847.0,1851.0,5698.0
2013-02-04,08 - 09,4365.0,1940.0,6305.0
2013-02-04,09 - 10,4680.0,2006.0,6686.0
2013-02-04,10 - 11,4606.0,2064.0,6670.0
2013-02-04,11 - 12,4425.0,2133.0,6558.0
2013-02-04,12 - 13,4715.0,2152.0,6867.0
2013-02-04,13 - 14,4700.0,2146.0,6846.0
2013-02-04,14 - 15,4712.0,2212.0,6924.0
2013-02-04,15 - 16,4580.0,2184.0,6764.0
2013-02-04,16 - 17,4622.0,2190.0,6812.0
2013-02-04,17 - 18,4739.0,2182.0,6921.0
2013-02-04,18 - 19,4718.0,2230.0,6948.0
2013-02-04,19 - 20,4659.0,2228.0,6887.0
2013-02-04,20 - 21,4524.0,2197.0,6721.0
2013-02-04,21 - 22,4045.0,2188.0,6233.0
2013-02-04,22 - 23,3594.0,2154.0,5748.0
2013-02-04,23 - 00,3275.0,2057.0,5332.0
2013-02-05,00 - 01,2797.0,1953.0,4750.0
2013-02-05,01 - 02,2816.0,1911.0,4727.0
2013-02-05,02 - 03,2751.0,1925.0,4676.0
2013-02-05,03 - 04,2595.0,1895.0,4490.0
2013-02-05,04 - 05,2524.0,1795.0,4319.0
2013-02-05,05 - 06,2547.0,1857.0,4404.0
2013-02-05,06 - 07,3277.0,1871.0,5148.0
2013-02-05,07 - 08,3175.0,1835.0,5010.0
2013-02-05,08 - 09,3134.0,1716.0,4850.0
2013-02-05,09 - 10,3062.0,1449.0,4511.0
2013-02-05,10 - 11,2973.0,1604.0,4577.0
2013-02-05,11 - 12,2971.0,1649.0,4620.0
2013-02-05,12 - 13,3044.0,1651.0,4695.0
2013-02-05,13 - 14,3050.0,1574.0,4624.0
2013-02-05,14 - 15,3078.0,1622.0,4700.0
2013-02-05,15 - 16,3146.0,1743.0,4889.0
2013-02-05,16 - 17,3109.0,1799.0,4908.0
2013-02-05,17 - 18,3152.0,1908.0,5060.0
2013-02-05,18 - 19,3108.0,2129.0,5237.0
2013-02-05,19 - 20,3018.0,2085.0,5103.0
2013-02-05,20 - 21,2912.0,2110.0,5022.0
2013-02-05,21 - 22,2842.0,2039.0,4881.0
2013-02-05,22 - 23,2905.0,1960.0,4865.0
2013-02-05,23 - 00,2695.0,1963.0,4658.0
2013-02-06,00 - 01,2660.0,1869.0,4529.0
2013-02-06,01 - 02,2618.0,1829.0,4447.0
2013-02-06,02 - 03,2644.0,1864.0,4508.0
2013-02-06,03 - 04,2767.0,1867.0,4634.0
2013-02-06,04 - 05,2749.0,1853.0,4602.0
2013-02-06,05 - 06,2740.0,1823.0,4563.0
2013-02-06,06 - 07,2925.0,1922.0,4847.0
2013-02-06,07 - 08,2928.0,2070.0,4998.0
2013-02-06,08 - 09,3056.0,2039.0,5095.0
2013-02-06,09 - 10,3030.0,1937.0,4967.0
2013-02-06,10 - 11,2995.0,1784.0,4779.0
2013-02-06,11 - 12,2840.0,1773.0,4613.0
2013-02-06,12 - 13,2819.0,1769.0,4588.0
2013-02-06,13 - 14,2816.0,1753.0,4569.0
2013-02-06,14 - 15,2845.0,1748.0,4593.0
2013-02-06,15 - 16,2869.0,1729.0,4598.0
2013-02-06,16 - 17,3013.0,1705.0,4718.0
2013-02-06,17 - 18,3090.0,1688.0,4778.0
2013-02-06,18 - 19,2950.0,1701.0,4651.0
2013-02-06,19 - 20,3025.0,1677.0,4702.0
2013-02-06,20 - 21,2928.0,1635.0,4563.0
2013-02-06,21 - 22,2784.0,1576.0,4360.0
2013-02-06,22 - 23,2931.0,1570.0,4501.0
2013-02-06,23 - 00,2738.0,1376.0,4114.0
2013-02-07,00 - 01,2410.0,1315.0,3725.0
2013-02-07,01 - 02,2375.0,1300.0,3675.0
2013-02-07,02 - 03,2368.0,1307.0,3675.0
2013-02-07,03 - 04,2434.0,1307.0,3741.0
2013-02-07,04 - 05,2459.0,1321.0,3780.0
2013-02-07,05 - 06,2515.0,1453.0,3968.0
2013-02-07,06 - 07,3095.0,1639.0,4734.0
2013-02-07,07 - 08,3147.0,1684.0,4831.0
2013-02-07,08 - 09,3143.0,1763.0,4906.0
2013-02-07,09 - 10,3063.0,1753.0,4816.0
2013-02-07,10 - 11,3118.0,1733.0,4851.0
2013-02-07,11 - 12,2968.0,1729.0,4697.0
2013-02-07,12 - 13,2942.0,1717.0,4659.0
2013-02-07,13 - 14,2950.0,1742.0,4692.0
2013-02-07,14 - 15,2969.0,1763.0,4732.0
2013-02-07,15 - 16,3016.0,1765.0,4781.0
2013-02-07,16 - 17,3013.0,1755.0,4768.0
2013-02-07,17 - 18,3121.0,1736.0,4857.0
2013-02-07,18 - 19,3219.0,1822.0,5041.0
2013-02-07,19 - 20,3149.0,1845.0,4994.0
2013-02-07,20 - 21,3032.0,1833.0,4865.0
2013-02-07,21 - 22,2851.0,1836.0,4687.0
2013-02-07,22 - 23,2679.0,1847.0,4526.0
2013-02-07,23 - 00,2658.0,1677.0,4335.0
2013-02-08,00 - 01,2559.0,1532.0,4091.0
2013-02-08,01 - 02,2450.0,1735.0,4185.0
2013-02-08,02 - 03,2494.0,1729.0,4223.0
2013-02-08,03 - 04,2568.0,1715.0,4283.0
2013-02-08,04 - 05,2724.0,1692.0,4416.0
2013-02-08,05 - 06,2740.0,1784.0,4524.0
2013-02-08,06 - 07,3287.0,1712.0,4999.0
2013-02-08,07 - 08,3439.0,1750.0,5189.0
2013-02-08,08 - 09,3636.0,1756.0,5392.0
2013-02-08,09 - 10,3765.0,1742.0,5507.0
2013-02-08,10 - 11,3589.0,1786.0,5375.0
2013-02-08,11 - 12,3427.0,1822.0,5249.0
2013-02-08,12 - 13,3343.0,1834.0,5177.0
2013-02-08,13 - 14,3370.0,1833.0,5203.0
2013-02-08,14 - 15,3229.0,1817.0,5046.0
2013-02-08,15 - 16,3150.0,1767.0,4917.0
2013-02-08,16 - 17,3077.0,1802.0,4879.0
2013-02-08,17 - 18,3159.0,1809.0,4968.0
2013-02-08,18 - 19,3226.0,1807.0,5033.0
2013-02-08,19 - 20,2932.0,1765.0,4697.0
2013-02-08,20 - 21,2836.0,1858.0,4694.0
2013-02-08,21 - 22,2746.0,1807.0,4553.0
2013-02-08,22 - 23,2727.0,1809.0,4536.0
2013-02-08,23 - 00,2689.0,1600.0,4289.0
2013-02-09,00 - 01,2621.0,1460.0,4081.0
2013-02-09,01 - 02,2363.0,1452.0,3815.0
2013-02-09,02 - 03,2399.0,1474.0,3873.0
2013-02-09,03 - 04,2394.0,1511.0,3905.0
2013-02-09,04 - 05,2477.0,1518.0,3995.0
2013-02-09,05 - 06,2474.0,1522.0,3996.0
2013-02-09,06 - 07,2598.0,1495.0,4093.0
2013-02-09,07 - 08,2523.0,1547.0,4070.0
2013-02-09,08 - 09,2614.0,1725.0,4339.0
2013-02-09,09 - 10,2537.0,1848.0,4385.0
2013-02-09,10 - 11,2614.0,1862.0,4476.0
2013-02-09,11 - 12,2655.0,1864.0,4519.0
2013-02-09,12 - 13,2636.0,1838.0,4474.0
2013-02-09,13 - 14,2662.0,1817.0,4479.0
2013-02-09,14 - 15,2639.0,1777.0,4416.0
2013-02-09,15 - 16,2684.0,1752.0,4436.0
2013-02-09,16 - 17,2644.0,1769.0,4413.0
2013-02-09,17 - 18,2692.0,1783.0,4475.0
2013-02-09,18 - 19,2739.0,1778.0,4517.0
2013-02-09,19 - 20,2680.0,1733.0,4413.0
2013-02-09,20 - 21,2599.0,1716.0,4315.0
2013-02-09,21 - 22,2570.0,1712.0,4282.0
2013-02-09,22 - 23,2539.0,1658.0,4197.0
2013-02-09,23 - 00,2246.0,1467.0,3713.0
2013-02-10,00 - 01,2370.0,1386.0,3756.0
2013-02-10,01 - 02,2136.0,1394.0,3530.0
2013-02-10,02 - 03,2109.0,1390.0,3499.0
2013-02-10,03 - 04,2081.0,1376.0,3457.0
2013-02-10,04 - 05,2095.0,1413.0,3508.0
2013-02-10,05 - 06,2119.0,1424.0,3543.0
2013-02-10,06 - 07,2223.0,1450.0,3673.0
2013-02-10,07 - 08,2288.0,1476.0,3764.0
2013-02-10,08 - 09,2281.0,1473.0,3754.0
2013-02-10,09 - 10,2528.0,1495.0,4023.0
2013-02-10,10 - 11,2622.0,1659.0,4281.0
2013-02-10,11 - 12,2680.0,1735.0,4415.0
2013-02-10,12 - 13,2742.0,1562.0,4304.0
2013-02-10,13 - 14,2797.0,1505.0,4302.0
2013-02-10,14 - 15,2720.0,1516.0,4236.0
2013-02-10,15 - 16,2757.0,1515.0,4272.0
2013-02-10,16 - 17,2801.0,1508.0,4309.0
2013-02-10,17 - 18,2889.0,1529.0,4418.0
2013-02-10,18 - 19,3122.0,1724.0,4846.0
2013-02-10,19 - 20,3155.0,1894.0,5049.0
2013-02-10,20 - 21,3070.0,1805.0,4875.0
2013-02-10,21 - 22,2980.0,1620.0,4600.0
2013-02-10,22 - 23,2947.0,1563.0,4510.0
2013-02-10,23 - 00,2752.0,1539.0,4291.0
2013-02-11,00 - 01,2582.0,1487.0,4069.0
2013-02-11,01 - 02,2554.0,1501.0,4055.0
2013-02-11,02 - 03,2691.0,1507.0,4198.0
2013-02-11,03 - 04,2708.0,1532.0,4240.0
2013-02-11,04 - 05,2751.0,1607.0,4358.0
2013-02-11,05 - 06,2755.0,1666.0,4421.0
2013-02-11,06 - 07,3123.0,1720.0,4843.0
2013-02-11,07 - 08,3329.0,1835.0,5164.0
2013-02-11,08 - 09,3459.0,1845.0,5304.0
2013-02-11,09 - 10,3408.0,1856.0,5264.0
2013-02-11,10 - 11,3355.0,1856.0,5211.0
2013-02-11,11 - 12,3393.0,1972.0,5365.0
2013-02-11,12 - 13,3445.0,2042.0,5487.0
2013-02-11,13 - 14,3453.0,2081.0,5534.0
2013-02-11,14 - 15,3553.0,2051.0,5604.0
2013-02-11,15 - 16,3614.0,2104.0,5718.0
