Date, Close/Last, Volume, Open, High, Low
10/12/2020, 1881.5, 115, 1877.75, 1882, 1877.5
10/09/2020, 1876.25, 137, 1843.5, 1879.5, 1843.5
10/08/2020, 1835, 47, 1828.75, 1833.5, 1828.75
10/07/2020, 1809, 162, 1791.25, 1815.75, 1791.25
10/06/2020, 1787.5, 175, 1806.25, 1806.5, 1786
10/05/2020, 1797.5, 73, 1794.75, 1799.25, 1794.25
10/02/2020, 1795, 253, 1757.5, 1798.5, 1757.5
10/01/2020, 1763.5, 194, 1790, 1790, 1760.75
09/30/2020, 1799, N/A, 1799, 1799, 1799
09/29/2020, 1797.25, 2, 1805, 1805, 1805
09/28/2020, 1792, 25, 1793, 1793.5, 1793
09/25/2020, 1767, 32, 1764.5, 1769, 1762.75
09/24/2020, 1755.75, 61, 1755.75, 1755.75, 1755.75
09/23/2020, 1777.75, 384, 1786.75, 1792, 1772
09/22/2020, 1814.75, N/A, 1814.75, 1814.75, 1814.75
09/21/2020, 1814.75, N/A, 1814.75, 1814.75, 1814.75
09/18/2020, 1804.75, 254, 1798, 1814, 1796
09/17/2020, 1791.75, 271, 1800.5, 1800.5, 1791
09/16/2020, 1807.25, 245, 1820, 1820.5, 1802.5
09/15/2020, 1786, 19, 1807.5, 1815.25, 1805
09/14/2020, 1811, 177, 1797.5, 1811, 1794.5
09/11/2020, 1789, 153, 1793, 1793, 1788.75
09/10/2020, 1800, 337, 1789.5, 1799.75, 1795.75
09/09/2020, 1790.5, 258, 1796.5, 1799, 1779.5
09/08/2020, 1806, 469, 1801.25, 1811, 1780
09/04/2020, 1793.75, 148, 1795.5, 1796, 1781.25
09/03/2020, 1787, 183, 1793, 1796.5, 1777.75
09/02/2020, 1794.75, 298, 1819.25, 1821.5, 1792
09/01/2020, 1817.5, 338, 1803, 1827.5, 1803
08/31/2020, 1801.5, N/A, 1801.5, 1801.5, 1801.5
08/28/2020, 1801.75, 158, 1787.75, 1808, 1784.5
08/27/2020, 1783.75, 210, 1788, 1791, 1775
08/26/2020, 1782.25, 499, 1783.25, 1795.75, 1782
08/25/2020, 1783, 287, 1767.75, 1784, 1765
08/24/2020, 1741, N/A, 1741, 1741, 1741
08/21/2020, 1746, N/A, 1746, 1746, 1746
08/20/2020, 1768.75, N/A, 1768.75, 1768.75, 1768.75
08/19/2020, 1772.75, N/A, 1772.75, 1772.75, 1772.75
08/18/2020, 1749, N/A, 1749, 1749, 1749
08/17/2020, 1721.75, N/A, 1721.75, 1721.75, 1721.75
08/14/2020, 1704.75, N/A, 1704.75, 1704.75, 1704.75
08/13/2020, 1732.75, N/A, 1732.75, 1732.75, 1732.75
08/12/2020, 1761.5, N/A, 1761.5, 1761.5, 1761.5
08/11/2020, 1765.75, N/A, 1765.75, 1765.75, 1765.75
08/10/2020, 1764.75, N/A, 1764.75, 1764.75, 1764.75
08/07/2020, 1753.25, N/A, 1753.25, 1753.25, 1753.25
08/06/2020, 1759, N/A, 1759, 1759, 1759
08/05/2020, 1752, N/A, 1752, 1752, 1752
08/04/2020, 1759.5, N/A, 1759.5, 1759.5, 1759.5
08/03/2020, 1754.5, 15, 1754.5, 1754.5, 1754.5
07/31/2020, 1713.25, 17, 1712.5, 1728.5, 1712.5
07/30/2020, 1710.25, N/A, 1710.25, 1710.25, 1710.25
07/29/2020, 1717.75, 10, 1717.75, 1717.75, 1717.75
07/28/2020, 1720.25, N/A, 1720.25, 1720.25, 1720.25
07/27/2020, 1701, 44, 1701, 1701, 1701
07/24/2020, 1696, 10, 1696, 1696, 1696
07/23/2020, 1697, 16, 1697, 1697, 1697
07/21/2020, 1691.75, 51, 1691.75, 1691.75, 1691.75
07/20/2020, 1688, 61, 1673.75, 1673.75, 1671.25
07/17/2020, 1670.25, 20, 1670.25, 1670.25, 1670.25
07/16/2020, 1668.5, 116, 1668.5, 1668.5, 1668.5
07/13/2020, 1656.75, N/A, 1656.75, 1656.75, 1656.75
07/10/2020, 1630.25, 78, 1641.25, 1656.75, 1641.25
07/09/2020, 1647.5, N/A, 1647.5, 1647.5, 1647.5
07/08/2020, 1654, 8, 1621.5, 1621.5, 1621.5
07/07/2020, 1617.25, 49, 1621.5, 1621.5, 1621.5
07/06/2020, 1641.25, 171, 1632.5, 1644.25, 1632
07/02/2020, 1631, 114, 1632, 1637.5, 1626.5
07/01/2020, 1631.5, 701, 1639.5, 1645.25, 1626.25
06/30/2020, 1617.5, N/A, 1617.5, 1617.5, 1617.5
06/29/2020, 1597.75, N/A, 1597.75, 1597.75, 1597.75
06/26/2020, 1589.5, N/A, 1589.5, 1589.5, 1589.5
06/25/2020, 1564.25, N/A, 1564.25, 1564.25, 1564.25
06/24/2020, 1568.25, N/A, 1568.25, 1568.25, 1568.25
06/23/2020, 1587, N/A, 1587, 1587, 1587
06/22/2020, 1596.25, N/A, 1596.25, 1596.25, 1596.25
06/19/2020, 1586.5, N/A, 1586.5, 1586.5, 1586.5
06/18/2020, 1608.75, N/A, 1608.75, 1608.75, 1608.75
06/17/2020, 1603.25, 1, 1615, 1615, 1615
06/16/2020, 1594.5, 11, 1594.5, 1594.5, 1594.5
06/15/2020, 1573, N/A, 1573, 1573, 1573
06/12/2020, 1605, 5, 1605, 1605, 1605
06/11/2020, 1605.25, N/A, 1605.25, 1605.25, 1605.25
06/10/2020, 1633.75, 5, 1633.75, 1633.75, 1633.75
06/09/2020, 1613.75, 5, 1613.75, 1613.75, 1613.75
06/08/2020, 1618, 10, 1625.25, 1625.25, 1625.25
06/05/2020, 1599.75, 29, 1599.75, 1599.75, 1599.75
06/04/2020, 1577.25, 28, 1585.25, 1585.25, 1581.25
06/03/2020, 1580.25, 35, 1580.25, 1580.25, 1580.25
06/02/2020, 1564, 15, 1528.25, 1530, 1528.25
06/01/2020, 1539.75, 23, 1549.25, 1549.25, 1549
05/29/2020, 1532.25, N/A, 1532.25, 1532.25, 1532.25
05/28/2020, 1536.5, N/A, 1536.5, 1536.5, 1536.5
05/27/2020, 1536.5, N/A, 1536.5, 1536.5, 1536.5
05/26/2020, 1526.25, N/A, 1526.25, 1526.25, 1526.25
05/22/2020, 1489.75, N/A, 1489.75, 1489.75, 1489.75
05/21/2020, 1524.5, N/A, 1524.5, 1524.5, 1524.5
05/20/2020, 1498.75, N/A, 1498.75, 1498.75, 1498.75
05/19/2020, 1502, N/A, 1502, 1502, 1502
05/18/2020, 1504.75, N/A, 1504.75, 1504.75, 1504.75
05/14/2020, 1491.25, 29, 1491.25, 1491.25, 1491.25
05/13/2020, 1491.25, 108, 1485.25, 1492.5, 1479.25
05/12/2020, 1493.5, 19, 1497, 1497, 1493.25
05/11/2020, 1482.75, N/A, 1482.75, 1482.75, 1482.75
05/07/2020, 1503, 31, 1503.75, 1503.75, 1502.75
05/06/2020, 1501.5, 35, 1505.25, 1506.25, 1500.5
05/05/2020, 1506, 28, 1499.75, 1502.75, 1498.75
05/04/2020, 1502.75, 73, 1501.25, 1505.25, 1499.75
05/01/2020, 1489.5, N/A, 1489.5, 1489.5, 1489.5
04/30/2020, 1515, N/A, 1515, 1515, 1515
04/29/2020, 1502.5, N/A, 1502.5, 1502.5, 1502.5
04/28/2020, 1525.75, 35, 1530, 1532.5, 1525.75
04/27/2020, 1531, 152, 1541, 1541, 1527.5
04/24/2020, 1499.5, N/A, 1499.5, 1499.5, 1499.5
04/23/2020, 1535, 122, 1538.75, 1544, 1532.5
04/22/2020, 1543.75, 56, 1532, 1539.75, 1532
04/21/2020, 1520.75, 136, 1525, 1534, 1515.75
04/20/2020, 1527.75, 6, 1527.5, 1527.75, 1527.5
04/17/2020, 1502.5, N/A, 1502.5, 1502.5, 1502.5
04/16/2020, 1526.75, 3, 1526, 1526, 1526
04/15/2020, 1497, 10, 1504, 1504, 1504
04/14/2020, 1494, 1, 1494, 1494, 1494
04/13/2020, 1460.25, N/A, 1460.25, 1460.25, 1460.25
04/09/2020, 1460.25, N/A, 1460.25, 1460.25, 1460.25
04/08/2020, 1471.75, 151, 1475.5, 1476.5, 1470
04/07/2020, 1482, 69, 1492.25, 1492.25, 1484.75
04/06/2020, 1457.5, N/A, 1457.5, 1457.5, 1457.5
04/03/2020, 1478, 20, 1475, 1478, 1475
04/02/2020, 1492.5, 10, 1490, 1490, 1490
04/01/2020, 1488.75, 5, 1485, 1485, 1485
03/31/2020, 1512, N/A, 1512, 1512, 1512
03/30/2020, 1530, 2, 1520, 1520, 1520
03/27/2020, 1539, N/A, 1539, 1539, 1539
03/26/2020, 1534.75, N/A, 1534.75, 1534.75, 1534.75
03/25/2020, 1551.5, N/A, 1551.5, 1551.5, 1551.5
03/24/2020, 1559.25, N/A, 1559.25, 1559.25, 1559.25
03/23/2020, 1563, N/A, 1563, 1563, 1563
03/20/2020, 1588.25, N/A, 1588.25, 1588.25, 1588.25
03/19/2020, 1625.5, N/A, 1625.5, 1625.5, 1625.5
03/18/2020, 1637.5, N/A, 1637.5, 1637.5, 1637.5
03/17/2020, 1653, N/A, 1653, 1653, 1653
03/16/2020, 1686.75, 5, 1686.75, 1686.75, 1686.75
03/13/2020, 1662.25, N/A, 1662.25, 1662.25, 1662.25
03/12/2020, 1659.75, 5, 1659.75, 1659.75, 1659.75
03/11/2020, 1685.25, 15, 1682.25, 1682.25, 1682.25
03/10/2020, 1686, N/A, 1686, 1686, 1686
03/09/2020, 1663.75, N/A, 1663.75, 1663.75, 1663.75
03/06/2020, 1678.75, 1, 1679.25, 1679.25, 1679.25
03/05/2020, 1709.25, N/A, 1709.25, 1709.25, 1709.25
03/04/2020, 1723.75, 3, 1723.75, 1723.75, 1723.75
03/03/2020, 1717.25, N/A, 1717.25, 1717.25, 1717.25
03/02/2020, 1708, N/A, 1708, 1708, 1708
02/28/2020, 1684, 12, 1682, 1685, 1682
02/27/2020, 1687, 80, 1688.5, 1690.25, 1687
02/26/2020, 1702.5, 181, 1701.75, 1708.75, 1700
02/25/2020, 1715.5, 147, 1711.5, 1720, 1711.25
02/24/2020, 1711.25, 115, 1715.75, 1715.75, 1713
02/21/2020, 1704, N/A, 1704, 1704, 1704
02/20/2020, 1716.75, N/A, 1716.75, 1716.75, 1716.75
02/19/2020, 1730, N/A, 1730, 1730, 1730
02/18/2020, 1718.75, N/A, 1718.75, 1718.75, 1718.75
02/14/2020, 1739.5, N/A, 1739.5, 1739.5, 1739.5
02/13/2020, 1757.25, 1, 1740, 1740, 1740
02/12/2020, 1751.5, 29, 1756.5, 1761.5, 1752
02/11/2020, 1749.75, N/A, 1749.75, 1749.75, 1749.75
02/10/2020, 1726, 5, 1725, 1725, 1725
02/07/2020, 1737, N/A, 1737, 1737, 1737
02/06/2020, 1757, 40, 1745.5, 1767.5, 1745.5
02/05/2020, 1728, N/A, 1728, 1728, 1728
02/04/2020, 1717.5, 20, 1720.75, 1720.75, 1720
02/03/2020, 1708.5, N/A, 1708.5, 1708.5, 1708.5
01/31/2020, 1741.75, N/A, 1741.75, 1741.75, 1741.75
01/30/2020, 1753.75, N/A, 1753.75, 1753.75, 1753.75
01/29/2020, 1757.5, N/A, 1757.5, 1757.5, 1757.5
01/28/2020, 1779, 5, 1775, 1775, 1775
01/27/2020, 1784.25, N/A, 1784.25, 1784.25, 1784.25
01/24/2020, 1786, N/A, 1786, 1786, 1786
01/23/2020, 1809.5, 12, 1809.5, 1809.5, 1809.5
01/22/2020, 1827.75, 3, 1827.75, 1827.75, 1827.75
01/21/2020, 1827, N/A, 1827, 1827, 1827
01/17/2020, 1809.25, N/A, 1809.25, 1809.25, 1809.25
01/16/2020, 1824.75, 14, 1822.75, 1824.75, 1822.75
01/15/2020, 1815.25, 20, 1819.25, 1819.25, 1815.75
01/14/2020, 1823, 45, 1814, 1821.5, 1813.75
01/13/2020, 1812, 110, 1812, 1815.25, 1807.75
01/10/2020, 1811.5, N/A, 1811.5, 1811.5, 1811.5
01/09/2020, 1817.5, 226, 1810, 1826, 1810
01/08/2020, 1816.75, 75, 1816.5, 1816.5, 1816.5
01/07/2020, 1832.25, 20, 1832.25, 1832.25, 1832.25
01/06/2020, 1854.25, 47, 1855.25, 1857.75, 1853.25
01/03/2020, 1830, N/A, 1830, 1830, 1830
01/02/2020, 1825, 5, 1825, 1825, 1825
12/31/2019, 1824.5, N/A, 1824.5, 1824.5, 1824.5
12/30/2019, 1846.5, 5, 1846, 1846, 1846
12/27/2019, 1842, 5, 1842, 1842, 1842
12/24/2019, 1823, N/A, 1823, 1823, 1823
12/23/2019, 1818.75, N/A, 1818.75, 1818.75, 1818.75
12/20/2019, 1808.25, N/A, 1808.25, 1808.25, 1808.25
12/19/2019, 1807.25, N/A, 1807.25, 1807.25, 1807.25
12/18/2019, 1786.25, 36, 1786.25, 1786.25, 1786.25
12/17/2019, 1772.75, 13, 1772.25, 1772.25, 1772.25
12/16/2019, 1784.5, 72, 1779, 1787.5, 1778.75
12/13/2019, 1776, 184, 1793.75, 1793.75, 1774.5
12/12/2019, 1785.75, 260, 1791.25, 1791.25, 1784.75
12/11/2019, 1767.25, 10, 1763.5, 1763.5, 1763.5
12/10/2019, 1772.5, N/A, 1772.5, 1772.5, 1772.5
12/09/2019, 1764.5, N/A, 1764.5, 1764.5, 1764.5
12/06/2019, 1770.5, N/A, 1770.5, 1770.5, 1770.5
12/05/2019, 1757.5, 10, 1757.5, 1757.5, 1757.5
12/04/2019, 1764.5, 16, 1764.5, 1764.5, 1764.5
12/03/2019, 1782.5, N/A, 1782.5, 1782.5, 1782.5
12/02/2019, 1804.75, 168, 1786.5, 1805.5, 1779.5
11/29/2019, 1785, N/A, 1785, 1785, 1785
11/27/2019, 1783.25, 90, 1800.75, 1800.75, 1783.25
11/26/2019, 1773.5, N/A, 1773.5, 1773.5, 1773.5
11/25/2019, 1755.5, N/A, 1755.5, 1755.5, 1755.5
11/22/2019, 1757.5, N/A, 1757.5, 1757.5, 1757.5
11/21/2019, 1754, N/A, 1754, 1754, 1754
11/20/2019, 1758.5, N/A, 1758.5, 1758.5, 1758.5
11/19/2019, 1745.75, N/A, 1745.75, 1745.75, 1745.75
11/18/2019, 1752, 1, 1752, 1752, 1752
11/15/2019, 1775.75, 89, 1756.5, 1767.5, 1756.5
11/14/2019, 1750.5, N/A, 1750.5, 1750.5, 1750.5
11/13/2019, 1770.5, N/A, 1770.5, 1770.5, 1770.5
11/12/2019, 1780.75, 1, 1790, 1790, 1790
11/11/2019, 1794, N/A, 1794, 1794, 1794
11/08/2019, 1818.25, N/A, 1818.25, 1818.25, 1818.25
11/07/2019, 1816.5, N/A, 1816.5, 1816.5, 1816.5
11/06/2019, 1811.5, 15, 1800, 1807.25, 1795
11/05/2019, 1814, 5, 1810, 1810, 1810
11/04/2019, 1809.5, 9, 1790, 1790, 1790
11/01/2019, 1794, N/A, 1794, 1794, 1794
10/31/2019, 1763, N/A, 1763, 1763, 1763
10/30/2019, 1760.25, N/A, 1760.25, 1760.25, 1760.25
10/29/2019, 1742.5, 11, 1742.5, 1742.5, 1742.5
10/28/2019, 1748.5, 35, 1742, 1750, 1742
10/25/2019, 1740.5, N/A, 1740.5, 1740.5, 1740.5
10/24/2019, 1734, 10, 1734, 1734, 1734
10/23/2019, 1741, 20, 1732.5, 1732.5, 1732.5
10/22/2019, 1735.5, N/A, 1735.5, 1735.5, 1735.5
10/21/2019, 1754, N/A, 1754, 1754, 1754
10/18/2019, 1756.5, 10, 1745, 1745, 1745
10/17/2019, 1741.75, N/A, 1741.75, 1741.75, 1741.75
10/16/2019, 1739.5, 2, 1729, 1729, 1729
10/15/2019, 1736.5, 3, 1724.25, 1736, 1724.25
10/14/2019, 1722.5, 14, 1719.5, 1719.5, 1719.5
10/11/2019, 1724.25, 5, 1730.75, 1730.75, 1730.75
10/10/2019, 1756.25, 5, 1752.5, 1752.75, 1752.5
10/09/2019, 1744.5, N/A, 1744.5, 1744.5, 1744.5
10/08/2019, 1749.75, 10, 1747.25, 1747.25, 1742
10/07/2019, 1739.75, 37, 1754, 1754, 1754
10/04/2019, 1719.5, N/A, 1719.5, 1719.5, 1719.5
10/03/2019, 1715.5, 25, 1708, 1708, 1708
10/02/2019, 1707.25, N/A, 1707.25, 1707.25, 1707.25
10/01/2019, 1737.25, N/A, 1737.25, 1737.25, 1737.25
09/30/2019, 1732.25, N/A, 1732.25, 1732.25, 1732.25
09/27/2019, 1748.25, N/A, 1748.25, 1748.25, 1748.25
09/26/2019, 1755, N/A, 1755, 1755, 1755
09/25/2019, 1766, N/A, 1766, 1766, 1766
09/24/2019, 1767.75, N/A, 1767.75, 1767.75, 1767.75
09/23/2019, 1800, 5, 1785, 1785, 1785
09/20/2019, 1800.5, 5, 1800, 1800, 1800
09/19/2019, 1798.75, N/A, 1798.75, 1798.75, 1798.75
09/18/2019, 1783, 10, 1791, 1791, 1785
09/17/2019, 1778.5, 4, 1782.5, 1790.5, 1782.5
09/16/2019, 1791, N/A, 1791, 1791, 1791
09/13/2019, 1807, N/A, 1807, 1807, 1807
09/12/2019, 1798, 11, 1814, 1814, 1814
09/11/2019, 1820.5, N/A, 1820.5, 1820.5, 1820.5
09/10/2019, 1814.25, 20, 1800, 1800, 1800
09/09/2019, 1795.25, N/A, 1795.25, 1795.25, 1795.25
09/06/2019, 1784.75, 30, 1784.75, 1784.75, 1784.75
09/05/2019, 1782.75, N/A, 1782.75, 1782.75, 1782.75
09/04/2019, 1770, N/A, 1770, 1770, 1770
09/03/2019, 1751.75, N/A, 1751.75, 1751.75, 1751.75
08/30/2019, 1758, N/A, 1758, 1758, 1758
08/29/2019, 1759, N/A, 1759, 1759, 1759
08/28/2019, 1757.75, 5, 1757.75, 1757.75, 1757.75
08/27/2019, 1768.25, N/A, 1768.25, 1768.25, 1768.25
08/26/2019, 1774.5, N/A, 1774.5, 1774.5, 1774.5
08/23/2019, 1774.5, N/A, 1774.5, 1774.5, 1774.5
08/22/2019, 1821, N/A, 1821, 1821, 1821
08/21/2019, 1786.75, 20, 1788, 1788, 1788
08/20/2019, 1793, 33, 1793, 1794.5, 1793
08/19/2019, 1805.75, 210, 1819, 1822.75, 1805.25
08/16/2019, 1808, 220, 1800.75, 1819.75, 1799.5
08/15/2019, 1796.25, 41, 1792, 1796.5, 1791
08/14/2019, 1790, 162, 1799, 1799, 1786.75
08/13/2019, 1798, 203, 1787.75, 1807, 1776
08/12/2019, 1783.5, 240, 1801, 1804.75, 1781.25
08/09/2019, 1792.75, 280, 1798.5, 1801.5, 1788.75
08/08/2019, 1799, 138, 1781, 1800.5, 1780.5
08/07/2019, 1811.75, N/A, 1811.75, 1811.75, 1811.75
08/06/2019, 1771.5, 141, 1781.5, 1781.75, 1772.75
08/05/2019, 1823.5, N/A, 1823.5, 1823.5, 1823.5
08/02/2019, 1783.25, 73, 1796, 1796, 1782.25
08/01/2019, 1792.75, 14, 1791.75, 1792.25, 1791.75
07/31/2019, 1811.5, 16, 1826.75, 1826.75, 1811.5
07/30/2019, 1826, 54, 1840, 1844.5, 1827
07/29/2019, 1840.75, 48, 1830, 1837.5, 1830
07/26/2019, 1845.25, N/A, 1845.25, 1845.25, 1845.25
07/25/2019, 1861.75, N/A, 1861.75, 1861.75, 1861.75
07/24/2019, 1861.75, N/A, 1861.75, 1861.75, 1861.75
07/23/2019, 1861.75, N/A, 1861.75, 1861.75, 1861.75
07/22/2019, 1861.75, N/A, 1861.75, 1861.75, 1861.75
07/19/2019, 1886, 7, 1880, 1880, 1880
07/18/2019, 1863, N/A, 1863, 1863, 1863
07/17/2019, 1860, N/A, 1860, 1860, 1860
07/16/2019, 1860, 5, 1875, 1875, 1875
07/15/2019, 1860, 13, 1864.5, 1865, 1860
07/12/2019, 1860, N/A, 1860, 1860, 1860
07/11/2019, 1865, 5, 1865, 1865, 1865
07/10/2019, 1861.5, N/A, 1861.5, 1861.5, 1861.5
07/09/2019, 1853.5, 15, 1855, 1875, 1855
07/08/2019, 1813.25, N/A, 1813.25, 1813.25, 1813.25
07/05/2019, 1806.75, N/A, 1806.75, 1806.75, 1806.75
07/03/2019, 1789.75, 15, 1780.5, 1783.5, 1780.5
07/02/2019, 1778.5, N/A, 1778.5, 1778.5, 1778.5
07/01/2019, 1793.5, N/A, 1793.5, 1793.5, 1793.5
06/28/2019, 1820, N/A, 1820, 1820, 1820
06/27/2019, 1820, N/A, 1820, 1820, 1820
06/26/2019, 2225, N/A, 2225, 2225, 2225
06/25/2019, 2225, N/A, 2225, 2225, 2225
06/24/2019, 2225, N/A, 2225, 2225, 2225
06/21/2019, 2225, N/A, 2225, 2225, 2225
06/20/2019, 2225, N/A, 2225, 2225, 2225
06/19/2019, 2225, N/A, 2225, 2225, 2225
06/18/2019, 2225, N/A, 2225, 2225, 2225
06/17/2019, 2225, N/A, 2225, 2225, 2225
06/14/2019, 2225, N/A, 2225, 2225, 2225
06/13/2019, 2225, N/A, 2225, 2225, 2225
06/12/2019, 2225, N/A, 2225, 2225, 2225
06/11/2019, 2225, N/A, 2225, 2225, 2225
06/10/2019, 2225, N/A, 2225, 2225, 2225
06/07/2019, 2225, N/A, 2225, 2225, 2225
06/06/2019, 2225, N/A, 2225, 2225, 2225
06/05/2019, 2225, N/A, 2225, 2225, 2225
06/04/2019, 2225, N/A, 2225, 2225, 2225
06/03/2019, 2225, N/A, 2225, 2225, 2225
05/31/2019, 2225, N/A, 2225, 2225, 2225
05/30/2019, 2225, N/A, 2225, 2225, 2225
05/29/2019, 2225, N/A, 2225, 2225, 2225
05/28/2019, 2225, N/A, 2225, 2225, 2225
05/24/2019, 2225, N/A, 2225, 2225, 2225
05/23/2019, 2225, N/A, 2225, 2225, 2225
05/22/2019, 2225, N/A, 2225, 2225, 2225
05/21/2019, 2225, N/A, 2225, 2225, 2225
05/20/2019, 2225, N/A, 2225, 2225, 2225
05/17/2019, 2225, N/A, 2225, 2225, 2225
05/16/2019, 2225, N/A, 2225, 2225, 2225
05/15/2019, 2225, N/A, 2225, 2225, 2225
05/14/2019, 2225, N/A, 2225, 2225, 2225
05/13/2019, 2225, N/A, 2225, 2225, 2225
05/10/2019, 2225, N/A, 2225, 2225, 2225
05/09/2019, 2225, N/A, 2225, 2225, 2225
05/08/2019, 2225, N/A, 2225, 2225, 2225
05/07/2019, 2225, N/A, 2225, 2225, 2225
05/06/2019, 2225, N/A, 2225, 2225, 2225
05/03/2019, 2225, N/A, 2225, 2225, 2225
05/02/2019, 2225, N/A, 2225, 2225, 2225
05/01/2019, 2225, N/A, 2225, 2225, 2225
04/30/2019, 2225, N/A, 2225, 2225, 2225
04/29/2019, 2225, N/A, 2225, 2225, 2225
04/26/2019, 2225, N/A, 2225, 2225, 2225
04/25/2019, 2225, N/A, 2225, 2225, 2225
04/24/2019, 2225, N/A, 2225, 2225, 2225
04/23/2019, 2225, N/A, 2225, 2225, 2225
04/22/2019, 2225, N/A, 2225, 2225, 2225
04/18/2019, 2225, N/A, 2225, 2225, 2225
04/17/2019, 2225, N/A, 2225, 2225, 2225
04/16/2019, 2225, N/A, 2225, 2225, 2225
04/15/2019, 2225, N/A, 2225, 2225, 2225
04/12/2019, 2225, N/A, 2225, 2225, 2225
04/11/2019, 2225, N/A, 2225, 2225, 2225
04/10/2019, 2225, N/A, 2225, 2225, 2225
04/09/2019, 2225, N/A, 2225, 2225, 2225
04/08/2019, 2225, N/A, 2225, 2225, 2225
04/05/2019, 2225, N/A, 2225, 2225, 2225
04/04/2019, 2225, N/A, 2225, 2225, 2225
04/03/2019, 2225, N/A, 2225, 2225, 2225
04/02/2019, 2225, N/A, 2225, 2225, 2225
04/01/2019, 2225, N/A, 2225, 2225, 2225
03/29/2019, 2225, N/A, 2225, 2225, 2225
03/28/2019, 2225, N/A, 2225, 2225, 2225
03/27/2019, 2225, N/A, 2225, 2225, 2225
03/26/2019, 2225, N/A, 2225, 2225, 2225
03/25/2019, 2225, N/A, 2225, 2225, 2225
03/22/2019, 2225, N/A, 2225, 2225, 2225
03/21/2019, 2225, N/A, 2225, 2225, 2225
03/20/2019, 2225, N/A, 2225, 2225, 2225
03/19/2019, 2225, N/A, 2225, 2225, 2225
03/18/2019, 2225, N/A, 2225, 2225, 2225
03/15/2019, 2225, N/A, 2225, 2225, 2225
03/14/2019, 2225, N/A, 2225, 2225, 2225
03/13/2019, 2225, N/A, 2225, 2225, 2225
03/12/2019, 2225, N/A, 2225, 2225, 2225
03/11/2019, 2225, N/A, 2225, 2225, 2225
03/08/2019, 2225, N/A, 2225, 2225, 2225
03/07/2019, 2225, N/A, 2225, 2225, 2225
03/06/2019, 2225, N/A, 2225, 2225, 2225
03/05/2019, 2225, N/A, 2225, 2225, 2225
03/04/2019, 2225, N/A, 2225, 2225, 2225
03/01/2019, 2225, N/A, 2225, 2225, 2225
02/28/2019, 2225, N/A, 2225, 2225, 2225
02/27/2019, 2225, N/A, 2225, 2225, 2225
02/26/2019, 2225, N/A, 2225, 2225, 2225
02/25/2019, 2225, N/A, 2225, 2225, 2225
02/22/2019, 2225, N/A, 2225, 2225, 2225
02/21/2019, 2225, N/A, 2225, 2225, 2225
02/20/2019, 2225, N/A, 2225, 2225, 2225
02/19/2019, 2225, N/A, 2225, 2225, 2225
02/15/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/14/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/13/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/12/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/11/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/08/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/07/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/06/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/05/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/04/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
02/01/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/31/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/30/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/29/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/28/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/25/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/24/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/23/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/22/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/18/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/17/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/16/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/15/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/14/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/11/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/10/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/09/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/08/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/07/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/04/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/03/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
01/02/2019, 2332.5, N/A, 2332.5, 2332.5, 2332.5
12/31/2018, 2332.5, N/A, 2332.5, 2332.5, 2332.5
12/28/2018, 2332.5, N/A, 2332.5, 2332.5, 2332.5
12/27/2018, 2332.5, N/A, 2332.5, 2332.5, 2332.5
12/26/2018, 2332.5, N/A, 2332.5, 2332.5, 2332.5
12/24/2018, 2332.5, N/A, 2332.5, 2332.5, 2332.5
12/21/2018, 2332.5, N/A, 2332.5, 2332.5, 2332.5
