Date,Open,High,Low,Close,Volume
01/17/2014,"1.646%","1.658%","1.619%","1.629%","0"
01/16/2014,"1.671%","1.686%","1.636%","1.647%","0"
01/15/2014,"1.646%","1.704%","1.634%","1.677%","0"
01/14/2014,"1.591%","1.657%","1.589%","1.654%","0"
01/13/2014,"1.624%","1.629%","1.581%","1.596%","0"
01/10/2014,"1.757%","1.758%","1.617%","1.625%","0"
01/09/2014,"1.760%","1.783%","1.736%","1.755%","0"
01/08/2014,"1.686%","1.778%","1.683%","1.770%","0"
01/07/2014,"1.695%","1.703%","1.678%","1.681%","0"
01/06/2014,"1.749%","1.754%","1.688%","1.696%","0"
01/03/2014,"1.724%","1.744%","1.703%","1.738%","0"
01/02/2014,"1.751%","1.761%","1.717%","1.724%","0"
12/31/2013,"1.707%","1.747%","1.707%","1.747%","0"
12/30/2013,"1.735%","1.755%","1.705%","1.712%","0"
12/27/2013,"1.733%","1.763%","1.712%","1.743%","0"
12/26/2013,"1.742%","1.760%","1.715%","1.752%","0"
12/24/2013,"1.693%","1.756%","1.677%","1.742%","0"
12/23/2013,"1.677%","1.713%","1.677%","1.706%","0"
12/20/2013,"1.645%","1.715%","1.637%","1.682%","0"
12/19/2013,"1.546%","1.696%","1.546%","1.652%","0"
12/18/2013,"1.500%","1.605%","1.469%","1.594%","0"
12/17/2013,"1.530%","1.538%","1.490%","1.496%","0"
12/16/2013,"1.528%","1.541%","1.510%","1.534%","0"
12/13/2013,"1.534%","1.556%","1.521%","1.528%","0"
12/12/2013,"1.507%","1.545%","1.488%","1.535%","0"
12/11/2013,"1.473%","1.504%","1.453%","1.502%","0"
12/10/2013,"1.487%","1.492%","1.445%","1.454%","0"
12/09/2013,"1.500%","1.504%","1.466%","1.484%","0"
12/06/2013,"1.487%","1.543%","1.467%","1.489%","0"
12/05/2013,"1.441%","1.490%","1.428%","1.487%","0"
12/04/2013,"1.400%","1.462%","1.390%","1.442%","0"
12/03/2013,"1.419%","1.431%","1.383%","1.396%","0"
12/02/2013,"1.372%","1.440%","1.372%","1.418%","0"
11/29/2013,"1.367%","1.398%","1.349%","1.370%","0"
11/27/2013,"1.312%","1.401%","1.312%","1.367%","0"
11/26/2013,"1.327%","1.352%","1.304%","1.344%","0"
11/25/2013,"1.365%","1.377%","1.335%","1.337%","0"
11/22/2013,"1.362%","1.387%","1.350%","1.354%","0"
11/21/2013,"1.383%","1.409%","1.347%","1.370%","0"
11/20/2013,"1.362%","1.388%","1.317%","1.380%","0"
11/19/2013,"1.319%","1.368%","1.309%","1.358%","0"
11/18/2013,"1.348%","1.361%","1.312%","1.317%","0"
11/15/2013,"1.338%","1.370%","1.333%","1.350%","0"
