Date,Open,High,Low,Close,Volume
04/23/2015,"1.393%","1.401%","1.349%","1.367%","0"
04/22/2015,"1.334%","1.405%","1.321%","1.396%","0"
04/21/2015,"1.319%","1.345%","1.300%","1.332%","0"
04/20/2015,"1.306%","1.332%","1.290%","1.319%","0"
04/17/2015,"1.303%","1.336%","1.261%","1.305%","0"
04/16/2015,"1.326%","1.342%","1.287%","1.300%","0"
04/15/2015,"1.334%","1.347%","1.305%","1.316%","0"
04/14/2015,"1.370%","1.377%","1.298%","1.339%","0"
04/13/2015,"1.401%","1.429%","1.365%","1.368%","0"
04/10/2015,"1.403%","1.409%","1.372%","1.398%","0"
04/09/2015,"1.344%","1.403%","1.320%","1.401%","0"
04/08/2015,"1.326%","1.365%","1.308%","1.347%","0"
04/07/2015,"1.305%","1.352%","1.300%","1.325%","0"
04/06/2015,"1.252%","1.315%","1.239%","1.304%","0"
04/03/2015,"1.351%","1.351%","1.236%","1.258%","0"
04/02/2015,"1.323%","1.356%","1.294%","1.352%","0"
04/01/2015,"1.380%","1.401%","1.310%","1.320%","0"
03/31/2015,"1.408%","1.412%","1.367%","1.372%","0"
03/30/2015,"1.429%","1.443%","1.396%","1.406%","0"
03/27/2015,"1.458%","1.469%","1.414%","1.437%","0"
03/26/2015,"1.416%","1.482%","1.385%","1.459%","0"
03/25/2015,"1.360%","1.424%","1.340%","1.424%","0"
03/24/2015,"1.395%","1.413%","1.352%","1.362%","0"
03/23/2015,"1.413%","1.426%","1.387%","1.390%","0"
03/20/2015,"1.462%","1.472%","1.406%","1.416%","0"
03/19/2015,"1.385%","1.492%","1.364%","1.469%","0"
03/18/2015,"1.556%","1.559%","1.373%","1.391%","0"
03/17/2015,"1.566%","1.568%","1.523%","1.554%","0"
03/16/2015,"1.581%","1.589%","1.541%","1.556%","0"
03/13/2015,"1.595%","1.629%","1.556%","1.586%","0"
03/12/2015,"1.602%","1.617%","1.529%","1.597%","0"
03/11/2015,"1.602%","1.645%","1.582%","1.607%","0"
03/10/2015,"1.659%","1.669%","1.588%","1.607%","0"
03/09/2015,"1.699%","1.699%","1.643%","1.649%","0"
03/06/2015,"1.578%","1.714%","1.519%","1.697%","0"
03/05/2015,"1.583%","1.611%","1.561%","1.576%","0"
03/04/2015,"1.603%","1.626%","1.578%","1.593%","0"
03/03/2015,"1.576%","1.617%","1.565%","1.609%","0"
03/02/2015,"1.520%","1.581%","1.497%","1.576%","0"
02/27/2015,"1.527%","1.555%","1.494%","1.502%","0"
02/26/2015,"1.471%","1.548%","1.437%","1.536%","0"
02/25/2015,"1.464%","1.486%","1.441%","1.454%","0"
02/24/2015,"1.547%","1.604%","1.444%","1.454%","0"
02/23/2015,"1.589%","1.610%","1.537%","1.542%","0"
02/20/2015,"1.585%","1.612%","1.505%","1.592%","0"
02/19/2015,"1.517%","1.585%","1.490%","1.578%","0"
02/18/2015,"1.605%","1.645%","1.492%","1.523%","0"
02/17/2015,"1.539%","1.638%","1.495%","1.609%","0"
02/13/2015,"1.503%","1.539%","1.491%","1.539%","0"
02/12/2015,"1.547%","1.565%","1.483%","1.494%","0"
02/11/2015,"1.514%","1.554%","1.484%","1.547%","0"
02/10/2015,"1.501%","1.543%","1.489%","1.517%","0"
02/09/2015,"1.454%","1.512%","1.418%","1.509%","0"
02/06/2015,"1.304%","1.494%","1.274%","1.481%","0"
02/05/2015,"1.231%","1.330%","1.221%","1.304%","0"
02/04/2015,"1.286%","1.333%","1.237%","1.250%","0"
02/03/2015,"1.182%","1.295%","1.168%","1.292%","0"
02/02/2015,"1.172%","1.218%","1.166%","1.181%","0"
01/30/2015,"1.278%","1.279%","1.152%","1.155%","0"
01/29/2015,"1.247%","1.299%","1.239%","1.273%","0"
01/28/2015,"1.330%","1.348%","1.231%","1.241%","0"
01/27/2015,"1.344%","1.350%","1.269%","1.339%","0"
01/26/2015,"1.285%","1.358%","1.275%","1.342%","0"
01/23/2015,"1.368%","1.373%","1.292%","1.310%","0"
01/22/2015,"1.349%","1.406%","1.299%","1.366%","0"
01/21/2015,"1.291%","1.353%","1.267%","1.351%","0"
01/20/2015,"1.304%","1.311%","1.241%","1.283%","0"
