Date,Open,High,Low,Close,Volume
01/20/2020,"1.621%","1.621%","1.621%","1.621%","0"
01/17/2020,"1.630%","1.648%","1.611%","1.621%","0"
01/16/2020,"1.597%","1.636%","1.589%","1.630%","0"
01/15/2020,"1.623%","1.630%","1.589%","1.597%","0"
01/14/2020,"1.651%","1.668%","1.617%","1.623%","0"
01/13/2020,"1.635%","1.658%","1.635%","1.651%","0"
01/10/2020,"1.653%","1.671%","1.622%","1.635%","0"
01/09/2020,"1.668%","1.697%","1.648%","1.653%","0"
01/08/2020,"1.612%","1.671%","1.500%","1.668%","0"
01/07/2020,"1.606%","1.625%","1.594%","1.612%","0"
01/06/2020,"1.593%","1.621%","1.560%","1.606%","0"
01/03/2020,"1.668%","1.670%","1.575%","1.593%","0"
01/02/2020,"1.696%","1.714%","1.624%","1.668%","0"
12/31/2019,"1.678%","1.706%","1.671%","1.696%","0"
12/30/2019,"1.676%","1.724%","1.673%","1.678%","0"
12/27/2019,"1.719%","1.724%","1.673%","1.676%","0"
12/26/2019,"1.714%","1.740%","1.712%","1.719%","0"
12/24/2019,"1.751%","1.764%","1.712%","1.714%","0"
12/23/2019,"1.734%","1.757%","1.716%","1.751%","0"
12/20/2019,"1.732%","1.757%","1.719%","1.734%","0"
12/19/2019,"1.733%","1.763%","1.702%","1.732%","0"
12/18/2019,"1.707%","1.755%","1.692%","1.733%","0"
12/17/2019,"1.703%","1.718%","1.682%","1.707%","0"
12/16/2019,"1.657%","1.721%","1.657%","1.703%","0"
12/13/2019,"1.731%","1.778%","1.648%","1.657%","0"
12/12/2019,"1.640%","1.756%","1.613%","1.731%","0"
12/11/2019,"1.688%","1.689%","1.627%","1.640%","0"
12/10/2019,"1.658%","1.693%","1.635%","1.688%","0"
12/09/2019,"1.669%","1.673%","1.636%","1.658%","0"
12/06/2019,"1.633%","1.697%","1.610%","1.669%","0"
12/05/2019,"1.602%","1.648%","1.585%","1.633%","0"
12/04/2019,"1.544%","1.615%","1.533%","1.602%","0"
12/03/2019,"1.646%","1.672%","1.518%","1.544%","0"
12/02/2019,"1.626%","1.692%","1.626%","1.646%","0"
11/29/2019,"1.636%","1.651%","1.613%","1.626%","0"
11/27/2019,"1.596%","1.636%","1.586%","1.636%","0"
11/26/2019,"1.609%","1.638%","1.584%","1.596%","0"
11/25/2019,"1.629%","1.654%","1.599%","1.609%","0"
11/22/2019,"1.621%","1.636%","1.593%","1.629%","0"
11/21/2019,"1.586%","1.627%","1.553%","1.621%","0"
11/20/2019,"1.622%","1.622%","1.568%","1.586%","0"
11/19/2019,"1.642%","1.655%","1.612%","1.622%","0"
11/18/2019,"1.655%","1.675%","1.612%","1.642%","0"
11/15/2019,"1.632%","1.663%","1.632%","1.655%","0"
11/14/2019,"1.693%","1.701%","1.614%","1.632%","0"
11/13/2019,"1.729%","1.738%","1.671%","1.693%","0"
11/12/2019,"1.749%","1.767%","1.718%","1.729%","0"
11/10/2019,"1.749%","1.749%","1.749%","1.749%","0"
11/08/2019,"1.732%","1.766%","1.699%","1.749%","0"
11/07/2019,"1.633%","1.780%","1.616%","1.732%","0"
11/06/2019,"1.666%","1.667%","1.616%","1.633%","0"
11/05/2019,"1.592%","1.685%","1.592%","1.666%","0"
11/04/2019,"1.542%","1.608%","1.541%","1.592%","0"
11/01/2019,"1.521%","1.582%","1.498%","1.542%","0"
10/31/2019,"1.605%","1.639%","1.508%","1.521%","0"
10/30/2019,"1.662%","1.682%","1.603%","1.605%","0"
10/29/2019,"1.660%","1.685%","1.642%","1.662%","0"
10/28/2019,"1.627%","1.686%","1.626%","1.660%","0"
10/25/2019,"1.585%","1.645%","1.570%","1.627%","0"
10/24/2019,"1.593%","1.599%","1.552%","1.585%","0"
10/23/2019,"1.588%","1.601%","1.551%","1.593%","0"
10/22/2019,"1.609%","1.622%","1.579%","1.588%","0"
10/21/2019,"1.563%","1.614%","1.548%","1.609%","0"
10/18/2019,"1.576%","1.592%","1.541%","1.563%","0"
10/17/2019,"1.564%","1.622%","1.539%","1.576%","0"
10/16/2019,"1.595%","1.595%","1.538%","1.564%","0"
10/15/2019,"1.559%","1.605%","1.498%","1.595%","0"
10/13/2019,"1.559%","1.559%","1.559%","1.559%","0"
10/11/2019,"1.490%","1.589%","1.462%","1.559%","0"
10/10/2019,"1.407%","1.492%","1.355%","1.490%","0"
10/09/2019,"1.353%","1.413%","1.344%","1.407%","0"
10/08/2019,"1.389%","1.423%","1.337%","1.353%","0"
10/07/2019,"1.350%","1.401%","1.318%","1.389%","0"
10/04/2019,"1.346%","1.386%","1.326%","1.350%","0"
10/03/2019,"1.428%","1.435%","1.321%","1.346%","0"
10/02/2019,"1.489%","1.515%","1.417%","1.428%","0"
10/01/2019,"1.551%","1.626%","1.471%","1.489%","0"
09/30/2019,"1.565%","1.588%","1.546%","1.551%","0"
09/27/2019,"1.586%","1.614%","1.544%","1.565%","0"
09/26/2019,"1.614%","1.616%","1.555%","1.586%","0"
09/25/2019,"1.529%","1.614%","1.513%","1.614%","0"
09/24/2019,"1.605%","1.609%","1.504%","1.529%","0"
09/23/2019,"1.600%","1.649%","1.540%","1.605%","0"
09/20/2019,"1.661%","1.675%","1.599%","1.600%","0"
09/19/2019,"1.678%","1.695%","1.628%","1.661%","0"
09/18/2019,"1.663%","1.686%","1.598%","1.678%","0"
09/17/2019,"1.702%","1.709%","1.658%","1.663%","0"
09/16/2019,"1.751%","1.764%","1.684%","1.702%","0"
09/13/2019,"1.640%","1.766%","1.631%","1.751%","0"
09/12/2019,"1.598%","1.660%","1.535%","1.640%","0"
09/11/2019,"1.598%","1.608%","1.567%","1.598%","0"
09/10/2019,"1.500%","1.600%","1.484%","1.598%","0"
09/09/2019,"1.435%","1.504%","1.423%","1.500%","0"
09/06/2019,"1.433%","1.479%","1.403%","1.428%","0"
09/05/2019,"1.320%","1.460%","1.312%","1.433%","0"
09/04/2019,"1.336%","1.361%","1.309%","1.320%","0"
09/03/2019,"1.391%","1.418%","1.310%","1.336%","0"
09/01/2019,"1.391%","1.391%","1.391%","1.391%","0"
