Date,Open,High,Low,Close,Volume
01/20/2017,"1.968%","1.997%","1.930%","1.937%","0"
01/19/2017,"1.932%","1.990%","1.922%","1.965%","0"
01/18/2017,"1.836%","1.935%","1.826%","1.935%","0"
01/17/2017,"1.871%","1.879%","1.806%","1.823%","0"
01/15/2017,"1.899%","1.899%","1.899%","1.866%","0"
01/13/2017,"1.867%","1.939%","1.824%","1.899%","0"
01/12/2017,"1.871%","1.873%","1.813%","1.866%","0"
01/11/2017,"1.879%","1.901%","1.830%","1.884%","0"
01/10/2017,"1.876%","1.897%","1.864%","1.878%","0"
01/09/2017,"1.921%","1.939%","1.871%","1.878%","0"
01/06/2017,"1.853%","1.937%","1.833%","1.926%","0"
01/05/2017,"1.929%","1.946%","1.839%","1.847%","0"
01/04/2017,"1.950%","1.979%","1.922%","1.932%","0"
01/03/2017,"1.926%","2.007%","1.926%","1.944%","0"
01/01/2017,"1.926%","1.926%","1.926%","1.957%","0"
12/30/2016,"1.960%","1.975%","1.916%","1.926%","0"
12/29/2016,"2.010%","2.012%","1.947%","1.957%","0"
12/28/2016,"2.060%","2.070%","1.994%","1.996%","0"
12/27/2016,"2.036%","2.069%","2.035%","2.057%","0"
12/23/2016,"2.040%","2.048%","2.014%","2.030%","0"
12/22/2016,"2.019%","2.054%","2.012%","2.034%","0"
12/21/2016,"2.052%","2.057%","2.015%","2.020%","0"
12/20/2016,"2.025%","2.074%","2.020%","2.041%","0"
12/19/2016,"2.057%","2.067%","2.005%","2.024%","0"
12/16/2016,"2.099%","2.099%","2.032%","2.072%","0"
12/15/2016,"2.046%","2.126%","2.038%","2.094%","0"
12/14/2016,"1.906%","2.053%","1.869%","2.050%","0"
12/13/2016,"1.884%","1.932%","1.859%","1.911%","0"
12/12/2016,"1.911%","1.937%","1.874%","1.891%","0"
12/09/2016,"1.839%","1.896%","1.821%","1.891%","0"
12/08/2016,"1.799%","1.859%","1.791%","1.836%","0"
12/07/2016,"1.842%","1.849%","1.790%","1.793%","0"
12/06/2016,"1.847%","1.854%","1.823%","1.837%","0"
12/05/2016,"1.803%","1.885%","1.786%","1.849%","0"
12/02/2016,"1.889%","1.900%","1.813%","1.824%","0"
12/01/2016,"1.849%","1.933%","1.837%","1.907%","0"
11/30/2016,"1.781%","1.868%","1.778%","1.844%","0"
11/29/2016,"1.791%","1.890%","1.771%","1.778%","0"
11/28/2016,"1.816%","1.829%","1.789%","1.789%","0"
11/25/2016,"1.862%","1.908%","1.832%","1.835%","0"
11/23/2016,"1.744%","1.883%","1.744%","1.835%","0"
11/22/2016,"1.763%","1.801%","1.753%","1.780%","0"
11/21/2016,"1.803%","1.808%","1.751%","1.769%","0"
11/18/2016,"1.745%","1.803%","1.714%","1.803%","0"
11/17/2016,"1.658%","1.740%","1.631%","1.740%","0"
11/16/2016,"1.666%","1.739%","1.649%","1.671%","0"
11/15/2016,"1.671%","1.692%","1.616%","1.661%","0"
11/14/2016,"1.619%","1.729%","1.605%","1.682%","0"
11/10/2016,"1.466%","1.564%","1.418%","1.560%","0"
11/09/2016,"1.338%","1.491%","1.151%","1.476%","0"
11/08/2016,"1.286%","1.354%","1.278%","1.328%","0"
11/07/2016,"1.294%","1.297%","1.274%","1.289%","0"
11/04/2016,"1.261%","1.281%","1.229%","1.235%","0"
11/03/2016,"1.268%","1.284%","1.237%","1.265%","0"
11/02/2016,"1.294%","1.297%","1.237%","1.263%","0"
11/01/2016,"1.318%","1.356%","1.281%","1.295%","0"
10/31/2016,"1.320%","1.334%","1.302%","1.308%","0"
10/28/2016,"1.349%","1.372%","1.312%","1.326%","0"
10/27/2016,"1.303%","1.360%","1.300%","1.347%","0"
10/26/2016,"1.276%","1.317%","1.266%","1.302%","0"
10/25/2016,"1.276%","1.299%","1.256%","1.276%","0"
10/24/2016,"1.246%","1.279%","1.230%","1.276%","0"
10/21/2016,"1.259%","1.266%","1.238%","1.245%","0"
10/20/2016,"1.235%","1.259%","1.220%","1.254%","0"
10/19/2016,"1.231%","1.252%","1.215%","1.230%","0"
10/18/2016,"1.264%","1.270%","1.223%","1.226%","0"
10/17/2016,"1.279%","1.302%","1.244%","1.257%","0"
10/14/2016,"1.270%","1.295%","1.244%","1.288%","0"
10/13/2016,"1.295%","1.306%","1.244%","1.260%","0"
10/12/2016,"1.299%","1.331%","1.291%","1.293%","0"
10/11/2016,"1.308%","1.312%","1.278%","1.296%","0"
10/09/2016,"1.257%","1.257%","1.257%","1.276%","0"
10/07/2016,"1.275%","1.304%","1.245%","1.257%","0"
10/06/2016,"1.250%","1.291%","1.239%","1.281%","0"
10/05/2016,"1.227%","1.273%","1.213%","1.248%","0"
10/04/2016,"1.190%","1.237%","1.175%","1.229%","0"
10/03/2016,"1.156%","1.188%","1.148%","1.182%","0"
09/30/2016,"1.112%","1.162%","1.093%","1.151%","0"
09/29/2016,"1.146%","1.161%","1.106%","1.115%","0"
09/28/2016,"1.128%","1.257%","1.109%","1.135%","0"
09/27/2016,"1.123%","1.146%","1.092%","1.117%","0"
09/26/2016,"1.158%","1.163%","1.105%","1.118%","0"
09/23/2016,"1.172%","1.179%","1.146%","1.161%","0"
09/22/2016,"1.192%","1.199%","1.149%","1.167%","0"
09/21/2016,"1.200%","1.236%","1.179%","1.187%","0"
09/20/2016,"1.220%","1.226%","1.184%","1.202%","0"
09/19/2016,"1.185%","1.225%","1.185%","1.221%","0"
09/16/2016,"1.177%","1.211%","1.156%","1.202%","0"
09/15/2016,"1.205%","1.224%","1.153%","1.180%","0"
09/14/2016,"1.237%","1.254%","1.187%","1.210%","0"
09/13/2016,"1.193%","1.267%","1.166%","1.249%","0"
09/12/2016,"1.218%","1.245%","1.190%","1.198%","0"
09/09/2016,"1.185%","1.232%","1.169%","1.223%","0"
09/08/2016,"1.122%","1.196%","1.115%","1.179%","0"
09/07/2016,"1.123%","1.133%","1.099%","1.123%","0"
09/06/2016,"1.198%","1.206%","1.104%","1.117%","0"
09/02/2016,"1.182%","1.219%","1.136%","1.196%","0"
09/01/2016,"1.201%","1.237%","1.170%","1.180%","0"
08/31/2016,"1.178%","1.201%","1.156%","1.199%","0"
08/30/2016,"1.188%","1.209%","1.167%","1.177%","0"
08/29/2016,"1.230%","1.237%","1.169%","1.172%","0"
08/26/2016,"1.160%","1.245%","1.128%","1.238%","0"
08/25/2016,"1.141%","1.168%","1.125%","1.164%","0"
08/24/2016,"1.141%","1.153%","1.120%","1.146%","0"
08/23/2016,"1.146%","1.166%","1.117%","1.136%","0"
08/22/2016,"1.194%","1.200%","1.128%","1.135%","0"
08/19/2016,"1.123%","1.177%","1.117%","1.169%","0"
08/18/2016,"1.122%","1.148%","1.102%","1.110%","0"
08/17/2016,"1.151%","1.180%","1.115%","1.133%","0"
08/16/2016,"1.130%","1.174%","1.083%","1.159%","0"
08/15/2016,"1.096%","1.140%","1.083%","1.136%","0"
08/12/2016,"1.153%","1.156%","1.054%","1.097%","0"
08/11/2016,"1.072%","1.157%","1.070%","1.146%","0"
08/10/2016,"1.106%","1.107%","1.060%","1.073%","0"
08/09/2016,"1.141%","1.151%","1.096%","1.109%","0"
08/08/2016,"1.144%","1.166%","1.125%","1.146%","0"
08/05/2016,"1.027%","1.141%","1.019%","1.138%","0"
08/04/2016,"1.067%","1.083%","1.014%","1.028%","0"
08/03/2016,"1.091%","1.104%","1.064%","1.072%","0"
08/02/2016,"1.075%","1.112%","1.061%","1.088%","0"
08/01/2016,"1.032%","1.080%","1.030%","1.077%","0"
07/29/2016,"1.082%","1.143%","1.021%","1.024%","0"
07/28/2016,"1.093%","1.122%","1.075%","1.086%","0"
07/27/2016,"1.154%","1.183%","1.090%","1.093%","0"
07/26/2016,"1.140%","1.164%","1.112%","1.140%","0"
07/25/2016,"1.130%","1.153%","1.118%","1.143%","0"
07/22/2016,"1.091%","1.146%","1.078%","1.123%","0"
07/21/2016,"1.135%","1.169%","1.089%","1.092%","0"
07/20/2016,"1.119%","1.154%","1.104%","1.138%","0"
07/19/2016,"1.120%","1.130%","1.088%","1.112%","0"
07/18/2016,"1.114%","1.151%","1.105%","1.133%","0"
07/15/2016,"1.088%","1.158%","1.078%","1.104%","0"
07/14/2016,"1.055%","1.117%","1.042%","1.097%","0"
07/13/2016,"1.081%","1.089%","1.033%","1.059%","0"
07/12/2016,"1.023%","1.101%","1.012%","1.086%","0"
07/11/2016,"0.954%","1.033%","0.952%","1.023%","0"
07/08/2016,"0.965%","1.033%","0.928%","0.949%","0"
07/07/2016,"0.940%","0.999%","0.933%","0.962%","0"
07/06/2016,"0.935%","0.974%","0.900%","0.946%","0"
07/05/2016,"0.998%","0.999%","0.922%","0.938%","0"
07/01/2016,"1.001%","1.014%","0.926%","0.998%","0"
06/30/2016,"1.051%","1.082%","0.998%","1.005%","0"
06/29/2016,"1.008%","1.061%","0.993%","1.059%","0"
06/28/2016,"0.985%","1.033%","0.968%","1.011%","0"
06/27/2016,"1.014%","1.038%","0.979%","0.984%","0"
06/24/2016,"1.198%","1.215%","0.898%","1.066%","0"
06/23/2016,"1.214%","1.267%","1.206%","1.262%","0"
06/22/2016,"1.218%","1.225%","1.189%","1.199%","0"
06/21/2016,"1.168%","1.207%","1.153%","1.200%","0"
06/20/2016,"1.161%","1.184%","1.145%","1.184%","0"
06/17/2016,"1.087%","1.127%","1.087%","1.116%","0"
06/16/2016,"1.071%","1.104%","1.031%","1.092%","0"
06/15/2016,"1.139%","1.165%","1.072%","1.075%","0"
06/14/2016,"1.130%","1.147%","1.083%","1.139%","0"
06/13/2016,"1.152%","1.159%","1.119%","1.127%","0"
06/10/2016,"1.220%","1.222%","1.159%","1.167%","0"
06/09/2016,"1.235%","1.237%","1.198%","1.224%","0"
06/08/2016,"1.231%","1.243%","1.216%","1.232%","0"
06/07/2016,"1.245%","1.263%","1.214%","1.234%","0"
06/06/2016,"1.232%","1.274%","1.227%","1.253%","0"
06/03/2016,"1.357%","1.369%","1.218%","1.234%","0"
06/02/2016,"1.385%","1.391%","1.344%","1.356%","0"
06/01/2016,"1.373%","1.393%","1.341%","1.383%","0"
05/31/2016,"1.403%","1.427%","1.352%","1.375%","0"
05/27/2016,"1.349%","1.391%","1.341%","1.386%","0"
05/26/2016,"1.399%","1.404%","1.341%","1.349%","0"
05/25/2016,"1.408%","1.426%","1.395%","1.411%","0"
05/24/2016,"1.377%","1.421%","1.359%","1.406%","0"
05/23/2016,"1.368%","1.395%","1.347%","1.370%","0"
05/20/2016,"1.373%","1.398%","1.357%","1.365%","0"
05/19/2016,"1.382%","1.418%","1.360%","1.377%","0"
05/18/2016,"1.298%","1.413%","1.292%","1.390%","0"
05/17/2016,"1.262%","1.301%","1.251%","1.301%","0"
05/16/2016,"1.202%","1.269%","1.202%","1.264%","0"
05/13/2016,"1.238%","1.256%","1.202%","1.207%","0"
05/12/2016,"1.199%","1.248%","1.196%","1.238%","0"
05/11/2016,"1.212%","1.222%","1.179%","1.203%","0"
05/10/2016,"1.196%","1.224%","1.192%","1.209%","0"
05/09/2016,"1.230%","1.240%","1.187%","1.195%","0"
05/06/2016,"1.208%","1.245%","1.156%","1.229%","0"
05/05/2016,"1.237%","1.268%","1.194%","1.200%","0"
05/04/2016,"1.257%","1.274%","1.226%","1.236%","0"
05/03/2016,"1.323%","1.330%","1.234%","1.254%","0"
05/02/2016,"1.288%","1.326%","1.270%","1.325%","0"
04/29/2016,"1.291%","1.330%","1.271%","1.296%","0"
04/28/2016,"1.309%","1.344%","1.283%","1.296%","0"
04/27/2016,"1.398%","1.401%","1.315%","1.317%","0"
04/26/2016,"1.375%","1.406%","1.355%","1.393%","0"
04/25/2016,"1.365%","1.382%","1.330%","1.380%","0"
04/22/2016,"1.326%","1.367%","1.316%","1.357%","0"
04/21/2016,"1.314%","1.358%","1.302%","1.335%","0"
04/20/2016,"1.248%","1.327%","1.222%","1.316%","0"
04/19/2016,"1.240%","1.268%","1.234%","1.255%","0"
04/18/2016,"1.193%","1.242%","1.182%","1.232%","0"
04/15/2016,"1.250%","1.258%","1.198%","1.214%","0"
04/14/2016,"1.221%","1.263%","1.204%","1.252%","0"
04/13/2016,"1.214%","1.237%","1.198%","1.213%","0"
04/12/2016,"1.166%","1.221%","1.159%","1.209%","0"
04/11/2016,"1.164%","1.187%","1.136%","1.161%","0"
04/08/2016,"1.148%","1.182%","1.146%","1.153%","0"
04/07/2016,"1.206%","1.214%","1.130%","1.138%","0"
04/06/2016,"1.184%","1.224%","1.177%","1.195%","0"
04/05/2016,"1.205%","1.210%","1.166%","1.179%","0"
04/04/2016,"1.216%","1.240%","1.201%","1.208%","0"
04/01/2016,"1.216%","1.263%","1.210%","1.219%","0"
03/31/2016,"1.252%","1.276%","1.200%","1.208%","0"
03/30/2016,"1.291%","1.312%","1.252%","1.258%","0"
03/29/2016,"1.359%","1.379%","1.265%","1.266%","0"
03/28/2016,"1.392%","1.402%","1.346%","1.365%","0"
03/24/2016,"1.360%","1.385%","1.337%","1.383%","0"
03/23/2016,"1.414%","1.428%","1.348%","1.355%","0"
03/22/2016,"1.384%","1.423%","1.340%","1.416%","0"
03/21/2016,"1.335%","1.383%","1.328%","1.381%","0"
03/18/2016,"1.372%","1.381%","1.328%","1.333%","0"
03/17/2016,"1.380%","1.394%","1.325%","1.374%","0"
03/16/2016,"1.491%","1.538%","1.375%","1.382%","0"
03/15/2016,"1.481%","1.499%","1.436%","1.493%","0"
03/14/2016,"1.494%","1.499%","1.456%","1.478%","0"
03/11/2016,"1.443%","1.504%","1.431%","1.496%","0"
03/10/2016,"1.383%","1.465%","1.353%","1.447%","0"
03/09/2016,"1.337%","1.401%","1.335%","1.386%","0"
03/08/2016,"1.415%","1.415%","1.325%","1.342%","0"
03/07/2016,"1.391%","1.428%","1.384%","1.415%","0"
03/04/2016,"1.341%","1.407%","1.323%","1.377%","0"
03/03/2016,"1.339%","1.364%","1.317%","1.348%","0"
03/02/2016,"1.312%","1.367%","1.307%","1.339%","0"
03/01/2016,"1.216%","1.323%","1.186%","1.316%","0"
02/29/2016,"1.241%","1.259%","1.207%","1.211%","0"
02/26/2016,"1.180%","1.264%","1.172%","1.240%","0"
02/25/2016,"1.212%","1.217%","1.133%","1.173%","0"
02/24/2016,"1.198%","1.226%","1.127%","1.219%","0"
02/23/2016,"1.236%","1.288%","1.192%","1.198%","0"
02/22/2016,"1.234%","1.273%","1.229%","1.233%","0"
02/19/2016,"1.195%","1.257%","1.174%","1.228%","0"
02/18/2016,"1.256%","1.275%","1.188%","1.196%","0"
02/17/2016,"1.227%","1.290%","1.181%","1.259%","0"
02/16/2016,"1.236%","1.253%","1.193%","1.219%","0"
02/12/2016,"1.128%","1.215%","1.118%","1.204%","0"
02/11/2016,"1.120%","1.140%","0.978%","1.137%","0"
02/10/2016,"1.156%","1.211%","1.122%","1.127%","0"
02/09/2016,"1.151%","1.174%","1.103%","1.155%","0"
02/08/2016,"1.263%","1.273%","1.142%","1.161%","0"
02/05/2016,"1.230%","1.299%","1.210%","1.240%","0"
02/04/2016,"1.268%","1.294%","1.228%","1.231%","0"
02/03/2016,"1.273%","1.307%","1.199%","1.275%","0"
02/02/2016,"1.362%","1.365%","1.265%","1.268%","0"
02/01/2016,"1.331%","1.385%","1.315%","1.370%","0"
01/29/2016,"1.409%","1.412%","1.322%","1.330%","0"
01/28/2016,"1.424%","1.456%","1.396%","1.401%","0"
01/27/2016,"1.422%","1.494%","1.407%","1.412%","0"
01/26/2016,"1.438%","1.461%","1.396%","1.433%","0"
01/25/2016,"1.481%","1.502%","1.437%","1.442%","0"
01/22/2016,"1.452%","1.512%","1.429%","1.483%","0"
01/21/2016,"1.436%","1.457%","1.381%","1.442%","0"
01/20/2016,"1.479%","1.479%","1.369%","1.415%","0"
