Date,Open,High,Low,Close,Volume
01/20/2021,"0.449%","0.466%","0.437%","0.442%","0"
01/19/2021,"0.449%","0.479%","0.439%","0.449%","0"
01/17/2021,"0.449%","0.449%","0.449%","0.449%","0"
01/15/2021,"0.485%","0.485%","0.445%","0.449%","0"
01/14/2021,"0.474%","0.495%","0.458%","0.485%","0"
01/13/2021,"0.503%","0.509%","0.468%","0.474%","0"
01/12/2021,"0.507%","0.533%","0.495%","0.503%","0"
01/11/2021,"0.480%","0.507%","0.463%","0.507%","0"
01/08/2021,"0.462%","0.495%","0.456%","0.480%","0"
01/07/2021,"0.426%","0.464%","0.419%","0.462%","0"
01/06/2021,"0.380%","0.442%","0.367%","0.426%","0"
01/05/2021,"0.351%","0.386%","0.350%","0.380%","0"
01/04/2021,"0.362%","0.383%","0.347%","0.351%","0"
12/31/2020,"0.370%","0.386%","0.354%","0.362%","0"
12/30/2020,"0.381%","0.392%","0.362%","0.370%","0"
12/29/2020,"0.362%","0.389%","0.362%","0.381%","0"
12/28/2020,"0.364%","0.389%","0.357%","0.362%","0"
12/24/2020,"0.372%","0.380%","0.361%","0.364%","0"
12/23/2020,"0.365%","0.388%","0.353%","0.372%","0"
12/22/2020,"0.380%","0.386%","0.359%","0.365%","0"
12/21/2020,"0.386%","0.389%","0.322%","0.380%","0"
12/18/2020,"0.380%","0.388%","0.362%","0.386%","0"
12/17/2020,"0.361%","0.393%","0.351%","0.380%","0"
12/16/2020,"0.370%","0.394%","0.356%","0.361%","0"
12/15/2020,"0.359%","0.378%","0.354%","0.370%","0"
12/14/2020,"0.366%","0.388%","0.348%","0.359%","0"
12/11/2020,"0.380%","0.389%","0.351%","0.366%","0"
12/10/2020,"0.404%","0.404%","0.369%","0.380%","0"
12/09/2020,"0.394%","0.415%","0.394%","0.404%","0"
12/08/2020,"0.389%","0.400%","0.370%","0.394%","0"
12/07/2020,"0.421%","0.421%","0.386%","0.389%","0"
12/04/2020,"0.392%","0.432%","0.391%","0.421%","0"
12/03/2020,"0.418%","0.424%","0.389%","0.392%","0"
12/02/2020,"0.421%","0.434%","0.405%","0.418%","0"
12/01/2020,"0.361%","0.440%","0.358%","0.421%","0"
11/30/2020,"0.369%","0.383%","0.351%","0.361%","0"
11/27/2020,"0.389%","0.389%","0.361%","0.369%","0"
11/25/2020,"0.399%","0.407%","0.377%","0.389%","0"
11/24/2020,"0.381%","0.403%","0.381%","0.399%","0"
11/23/2020,"0.372%","0.394%","0.372%","0.381%","0"
11/20/2020,"0.379%","0.388%","0.362%","0.372%","0"
11/19/2020,"0.395%","0.397%","0.370%","0.379%","0"
11/18/2020,"0.386%","0.403%","0.371%","0.395%","0"
11/17/2020,"0.405%","0.414%","0.368%","0.386%","0"
11/16/2020,"0.406%","0.421%","0.387%","0.405%","0"
11/13/2020,"0.395%","0.414%","0.382%","0.406%","0"
11/12/2020,"0.454%","0.454%","0.385%","0.395%","0"
11/10/2020,"0.430%","0.464%","0.417%","0.454%","0"
11/09/2020,"0.371%","0.460%","0.344%","0.431%","0"
11/06/2020,"0.334%","0.379%","0.325%","0.371%","0"
11/05/2020,"0.328%","0.347%","0.307%","0.334%","0"
11/04/2020,"0.397%","0.424%","0.301%","0.328%","0"
11/03/2020,"0.378%","0.405%","0.375%","0.397%","0"
11/02/2020,"0.383%","0.386%","0.358%","0.378%","0"
10/30/2020,"0.373%","0.394%","0.356%","0.383%","0"
10/29/2020,"0.332%","0.378%","0.329%","0.373%","0"
10/28/2020,"0.332%","0.340%","0.314%","0.332%","0"
10/27/2020,"0.353%","0.356%","0.327%","0.332%","0"
10/26/2020,"0.380%","0.380%","0.343%","0.353%","0"
10/23/2020,"0.383%","0.385%","0.352%","0.380%","0"
10/22/2020,"0.357%","0.388%","0.346%","0.383%","0"
10/21/2020,"0.335%","0.367%","0.330%","0.357%","0"
10/20/2020,"0.335%","0.349%","0.327%","0.335%","0"
10/19/2020,"0.322%","0.347%","0.322%","0.335%","0"
10/16/2020,"0.318%","0.328%","0.303%","0.322%","0"
10/15/2020,"0.304%","0.318%","0.288%","0.318%","0"
10/14/2020,"0.304%","0.310%","0.291%","0.304%","0"
10/13/2020,"0.339%","0.342%","0.293%","0.304%","0"
10/11/2020,"0.339%","0.339%","0.339%","0.339%","0"
10/09/2020,"0.345%","0.345%","0.317%","0.339%","0"
10/08/2020,"0.345%","0.345%","0.320%","0.345%","0"
10/07/2020,"0.313%","0.353%","0.310%","0.345%","0"
10/06/2020,"0.332%","0.336%","0.302%","0.313%","0"
10/05/2020,"0.283%","0.332%","0.264%","0.332%","0"
10/02/2020,"0.275%","0.291%","0.253%","0.283%","0"
10/01/2020,"0.278%","0.301%","0.264%","0.275%","0"
09/30/2020,"0.255%","0.286%","0.245%","0.278%","0"
