"time","OSE All-SHARE GR","volume"
"2007-05-08 02:00","542.14","0"
"2007-05-09 02:00","543.61","0"
"2007-05-10 02:00","543.42","0"
"2007-05-11 02:00","537.35","0"
"2007-05-14 02:00","538.97","0"
"2007-05-15 02:00","544.22","0"
"2007-05-16 02:00","545.17","0"
"2007-05-18 02:00","554.08","0"
"2007-05-21 02:00","559.5","0"
"2007-05-22 02:00","561.38","0"
"2007-05-23 02:00","566.04","0"
"2007-05-24 02:00","564.85","0"
"2007-05-25 02:00","559.18","0"
"2007-05-29 02:00","557.26","0"
"2007-05-30 02:00","554.45","0"
"2007-05-31 02:00","563.87","0"
"2007-06-01 02:00","569.34","0"
"2007-06-04 02:00","568.84","0"
"2007-06-05 02:00","567.33","0"
"2007-06-06 02:00","557.56","0"
"2007-06-07 02:00","554.03","0"
"2007-06-08 02:00","551.44","0"
"2007-06-11 02:00","556.46","0"
"2007-06-12 02:00","551.13","0"
"2007-06-13 02:00","552.73","0"
"2007-06-14 02:00","566.54","0"
"2007-06-15 02:00","577.55","0"
"2007-06-18 02:00","579.17","0"
"2007-06-19 02:00","580.16","0"
"2007-06-20 02:00","581.85","0"
"2007-06-21 02:00","580.96","0"
"2007-06-22 02:00","579.44","0"
"2007-06-25 02:00","576.74","0"
"2007-06-26 02:00","574.32","0"
"2007-06-27 02:00","566.97","0"
"2007-06-28 02:00","580.18","0"
"2007-06-29 02:00","586.86","0"
"2007-07-02 02:00","588.81","0"
"2007-07-03 02:00","589.79","0"
"2007-07-04 02:00","594.15","0"
"2007-07-05 02:00","595.9","0"
"2007-07-06 02:00","593.45","0"
"2007-07-09 02:00","595.77","0"
"2007-07-10 02:00","592.54","0"
"2007-07-11 02:00","591.55","0"
"2007-07-12 02:00","598.96","0"
"2007-07-13 02:00","601.48","0"
"2007-07-16 02:00","601.68","0"
"2007-07-17 02:00","598.39","0"
"2007-07-18 02:00","597.16","0"
"2007-07-19 02:00","605.05","0"
"2007-07-20 02:00","601.19","0"
"2007-07-23 02:00","601.05","0"
"2007-07-24 02:00","588.32","0"
"2007-07-25 02:00","584.66","0"
"2007-07-26 02:00","571.05","0"
"2007-07-27 02:00","562.03","0"
"2007-07-30 02:00","564.02","0"
"2007-07-31 02:00","573.36","0"
"2007-08-01 02:00","561.26","0"
"2007-08-02 02:00","564.77","0"
"2007-08-03 02:00","555.94","0"
"2007-08-06 02:00","540.56","0"
"2007-08-07 02:00","546.71","0"
"2007-08-08 02:00","561.96","0"
"2007-08-09 02:00","545.85","0"
"2007-08-10 02:00","531.99","0"
"2007-08-13 02:00","542.77","0"
"2007-08-14 02:00","542.1","0"
"2007-08-15 02:00","531.44","0"
"2007-08-16 02:00","510.06","0"
"2007-08-17 02:00","523.54","0"
"2007-08-20 02:00","531.87","0"
"2007-08-21 02:00","524.12","0"
"2007-08-22 02:00","533.8","0"
"2007-08-23 02:00","537.83","0"
"2007-08-24 02:00","539.89","0"
"2007-08-27 02:00","537.64","0"
"2007-08-28 02:00","526.98","0"
"2007-08-29 02:00","529.04","0"
"2007-08-30 02:00","538.94","0"
"2007-08-31 02:00","548.42","0"
"2007-09-03 02:00","550.46","0"
"2007-09-04 02:00","556.11","0"
"2007-09-05 02:00","556.28","0"
"2007-09-06 02:00","559.83","0"
"2007-09-07 02:00","552.51","0"
"2007-09-10 02:00","546.11","0"
"2007-09-11 02:00","552.86","0"
"2007-09-12 02:00","552.6","0"
"2007-09-13 02:00","562.22","0"
"2007-09-14 02:00","558.96","0"
"2007-09-17 02:00","555.2","0"
"2007-09-18 02:00","556.02","0"
"2007-09-19 02:00","572.65","0"
"2007-09-20 02:00","570.92","0"
"2007-09-21 02:00","575.7","0"
"2007-09-24 02:00","576.85","0"
"2007-09-25 02:00","569.17","0"
"2007-09-26 02:00","570.83","0"
"2007-09-27 02:00","572.84","0"
"2007-09-28 02:00","575.15","0"
"2007-10-01 02:00","576.21","0"
"2007-10-02 02:00","571.27","0"
"2007-10-03 02:00","562.27","0"
"2007-10-04 02:00","561.32","0"
"2007-10-05 02:00","564.22","0"
"2007-10-08 02:00","562.81","0"
"2007-10-09 02:00","563.93","0"
"2007-10-10 02:00","567.85","0"
"2007-10-11 02:00","581.53","0"
"2007-10-12 02:00","584.25","0"
"2007-10-15 02:00","588.85","0"
"2007-10-16 02:00","583.56","0"
"2007-10-17 02:00","583.49","0"
"2007-10-18 02:00","574.65","0"
"2007-10-19 02:00","575.58","0"
"2007-10-22 02:00","562.99","0"
"2007-10-23 02:00","574.63","0"
"2007-10-24 02:00","574.33","0"
"2007-10-25 02:00","583.49","0"
"2007-10-26 02:00","588.49","0"
"2007-10-29 01:00","597.22","0"
"2007-10-30 01:00","589.12","0"
"2007-10-31 01:00","594.99","0"
"2007-11-01 01:00","588.66","0"
"2007-11-02 01:00","586.88","0"
"2007-11-05 01:00","584.13","0"
"2007-11-06 01:00","597.31","0"
"2007-11-07 01:00","599.78","0"
"2007-11-08 01:00","598.73","0"
"2007-11-09 01:00","591.27","0"
"2007-11-12 01:00","577.75","0"
"2007-11-13 01:00","570.32","0"
"2007-11-14 01:00","576.38","0"
"2007-11-15 01:00","566.71","0"
"2007-11-16 01:00","559.41","0"
"2007-11-19 01:00","544.63","0"
"2007-11-20 01:00","555.53","0"
"2007-11-21 01:00","546.44","0"
"2007-11-22 01:00","545.02","0"
"2007-11-23 01:00","554.04","0"
"2007-11-26 01:00","562","0"
"2007-11-27 01:00","548.94","0"
"2007-11-28 01:00","564.92","0"
"2007-11-29 01:00","566.72","0"
"2007-11-30 01:00","572.79","0"
"2007-12-03 01:00","567.65","0"
"2007-12-04 01:00","559.36","0"
"2007-12-05 01:00","569.77","0"
"2007-12-06 01:00","575.88","0"
"2007-12-07 01:00","561.19","0"
"2007-12-10 01:00","562.2","0"
"2007-12-11 01:00","563.81","0"
"2007-12-12 01:00","566.5","0"
"2007-12-13 01:00","558.24","0"
"2007-12-14 01:00","556.99","0"
"2007-12-17 01:00","546.27","0"
"2007-12-18 01:00","547.77","0"
"2007-12-19 01:00","545.58","0"
"2007-12-20 01:00","544.58","0"
"2007-12-21 01:00","556.22","0"
"2007-12-27 01:00","565.89","0"
"2007-12-28 01:00","569.98","0"
"2008-01-02 01:00","570.15","0"
"2008-01-03 01:00","565.69","0"
"2008-01-04 01:00","553.82","0"
"2008-01-07 01:00","545.03","0"
"2008-01-08 01:00","555.5","0"
"2008-01-09 01:00","540.89","0"
"2008-01-10 01:00","523.76","0"
"2008-01-11 01:00","512.13","0"
"2008-01-14 01:00","514.35","0"
"2008-01-15 01:00","498.2","0"
"2008-01-16 01:00","481.98","0"
"2008-01-17 01:00","480.48","0"
"2008-01-18 01:00","473.62","0"
"2008-01-21 01:00","442.79","0"
"2008-01-22 01:00","453.94","0"
"2008-01-23 01:00","445.07","0"
"2008-01-24 01:00","460.14","0"
"2008-01-25 01:00","475.37","0"
"2008-01-28 01:00","463.26","0"
"2008-01-29 01:00","475.47","0"
"2008-01-30 01:00","472.96","0"
"2008-01-31 01:00","458.8","0"
"2008-02-01 01:00","469.96","0"
"2008-02-04 01:00","477.29","0"
"2008-02-05 01:00","472.04","0"
"2008-02-06 01:00","471.49","0"
"2008-02-07 01:00","463.54","0"
"2008-02-08 01:00","458.84","0"
"2008-02-11 01:00","456.47","0"
"2008-02-12 01:00","472.11","0"
"2008-02-13 01:00","473.77","0"
"2008-02-14 01:00","486.15","0"
"2008-02-15 01:00","483.31","0"
"2008-02-18 01:00","490.68","0"
"2008-02-19 01:00","495.78","0"
"2008-02-20 01:00","490.49","0"
"2008-02-21 01:00","496.51","0"
"2008-02-22 01:00","492.25","0"
"2008-02-25 01:00","492.28","0"
"2008-02-26 01:00","494.87","0"
"2008-02-27 01:00","501.44","0"
"2008-02-28 01:00","500.95","0"
"2008-02-29 01:00","495.55","0"
"2008-03-03 01:00","487.58","0"
"2008-03-04 01:00","488.76","0"
"2008-03-05 01:00","492.2","0"
"2008-03-06 01:00","488.51","0"
"2008-03-07 01:00","478.91","0"
"2008-03-10 01:00","467.54","0"
"2008-03-11 01:00","477.98","0"
"2008-03-12 01:00","480.43","0"
"2008-03-13 01:00","472.66","0"
"2008-03-14 01:00","471.82","0"
"2008-03-17 01:00","457.35","0"
"2008-03-18 01:00","463.28","0"
"2008-03-19 01:00","459.48","0"
"2008-03-25 01:00","464.48","0"
"2008-03-26 01:00","465.37","0"
"2008-03-27 01:00","473.39","0"
"2008-03-28 01:00","477.35","0"
"2008-03-31 02:00","477.4","0"
"2008-04-01 02:00","484.89","0"
"2008-04-02 02:00","488.92","0"
"2008-04-03 02:00","487.38","0"
"2008-04-04 02:00","493.46","0"
"2008-04-07 02:00","503.4","0"
"2008-04-08 02:00","498.9","0"
"2008-04-09 02:00","499.06","0"
"2008-04-10 02:00","499.43","0"
"2008-04-11 02:00","498.54","0"
"2008-04-14 02:00","492.59","0"
"2008-04-15 02:00","503.99","0"
"2008-04-16 02:00","509.98","0"
"2008-04-17 02:00","505.43","0"
"2008-04-18 02:00","510.9","0"
"2008-04-21 02:00","515.96","0"
"2008-04-22 02:00","527.54","0"
"2008-04-23 02:00","528.49","0"
"2008-04-24 02:00","519.59","0"
"2008-04-25 02:00","525.81","0"
"2008-04-28 02:00","537.35","0"
"2008-04-29 02:00","528.94","0"
"2008-04-30 02:00","535.53","0"
"2008-05-02 02:00","550.24","0"
"2008-05-05 02:00","548.93","0"
"2008-05-06 02:00","547.19","0"
"2008-05-07 02:00","562.33","0"
"2008-05-08 02:00","567.88","0"
"2008-05-09 02:00","560.11","0"
"2008-05-13 02:00","557.78","0"
"2008-05-14 02:00","566.17","0"
"2008-05-15 02:00","578.37","0"
"2008-05-16 02:00","586.17","0"
"2008-05-19 02:00","591.95","0"
"2008-05-20 02:00","583.63","0"
"2008-05-21 02:00","591.3","0"
"2008-05-22 02:00","603.98","0"
"2008-05-23 02:00","596.27","0"
"2008-05-26 02:00","580.59","0"
"2008-05-27 02:00","568.22","0"
"2008-05-28 02:00","568.16","0"
"2008-05-29 02:00","565.31","0"
"2008-05-30 02:00","574.66","0"
"2008-06-02 02:00","574.29","0"
"2008-06-03 02:00","576.23","0"
"2008-06-04 02:00","562.14","0"
"2008-06-05 02:00","559.37","0"
"2008-06-06 02:00","567.65","0"
"2008-06-09 02:00","564.05","0"
"2008-06-10 02:00","557.49","0"
"2008-06-11 02:00","552.95","0"
"2008-06-12 02:00","560.37","0"
"2008-06-13 02:00","562.71","0"
"2008-06-16 02:00","569.91","0"
"2008-06-17 02:00","575.02","0"
"2008-06-18 02:00","567.86","0"
"2008-06-19 02:00","565.82","0"
"2008-06-20 02:00","553.39","0"
"2008-06-23 02:00","548.63","0"
"2008-06-24 02:00","543.03","0"
"2008-06-25 02:00","543.4","0"
"2008-06-26 02:00","536.17","0"
"2008-06-27 02:00","532.06","0"
"2008-06-30 02:00","536.94","0"
"2008-07-01 02:00","528.46","0"
"2008-07-02 02:00","531.38","0"
"2008-07-03 02:00","515.64","0"
"2008-07-04 02:00","515.19","0"
"2008-07-07 02:00","519.7","0"
"2008-07-08 02:00","506.44","0"
"2008-07-09 02:00","512.23","0"
"2008-07-10 02:00","504.31","0"
"2008-07-11 02:00","504.96","0"
"2008-07-14 02:00","495.51","0"
"2008-07-15 02:00","478","0"
"2008-07-16 02:00","470.04","0"
"2008-07-17 02:00","480.04","0"
"2008-07-18 02:00","478.45","0"
"2008-07-21 02:00","487.1","0"
"2008-07-22 02:00","482.16","0"
"2008-07-23 02:00","479.73","0"
"2008-07-24 02:00","473.46","0"
"2008-07-25 02:00","468.61","0"
"2008-07-28 02:00","475.45","0"
"2008-07-29 02:00","478.64","0"
"2008-07-30 02:00","486.19","0"
"2008-07-31 02:00","494.33","0"
"2008-08-01 02:00","479.67","0"
"2008-08-04 02:00","475.52","0"
"2008-08-05 02:00","465.11","0"
"2008-08-06 02:00","471.99","0"
"2008-08-07 02:00","476.9","0"
"2008-08-08 02:00","472.35","0"
"2008-08-11 02:00","474.51","0"
"2008-08-12 02:00","470.42","0"
"2008-08-13 02:00","462.48","0"
"2008-08-14 02:00","468.81","0"
"2008-08-15 02:00","467.15","0"
"2008-08-18 02:00","475.27","0"
"2008-08-19 02:00","467.67","0"
"2008-08-20 02:00","475.05","0"
"2008-08-21 02:00","485.07","0"
"2008-08-22 02:00","488.5","0"
"2008-08-25 02:00","483.06","0"
"2008-08-26 02:00","479.15","0"
"2008-08-27 02:00","486.44","0"
"2008-08-28 02:00","491.29","0"
"2008-08-29 02:00","493.81","0"
"2008-09-01 02:00","483.97","0"
"2008-09-02 02:00","469.7","0"
"2008-09-03 02:00","458.17","0"
"2008-09-04 02:00","443.82","0"
"2008-09-05 02:00","431.76","0"
"2008-09-08 02:00","441.28","0"
"2008-09-09 02:00","417.14","0"
"2008-09-10 02:00","416.4","0"
"2008-09-11 02:00","418.5","0"
"2008-09-12 02:00","431.24","0"
"2008-09-15 02:00","413.07","0"
"2008-09-16 02:00","388.7","0"
"2008-09-17 02:00","380","0"
"2008-09-18 02:00","388.59","0"
"2008-09-19 02:00","421.72","0"
"2008-09-22 02:00","422.23","0"
"2008-09-23 02:00","416.4","0"
"2008-09-24 02:00","410.19","0"
"2008-09-25 02:00","407.41","0"
"2008-09-26 02:00","387.77","0"
"2008-09-29 02:00","357.57","0"
"2008-09-30 02:00","375.62","0"
"2008-10-01 02:00","365.4","0"
"2008-10-02 02:00","345.68","0"
"2008-10-03 02:00","363.68","0"
"2008-10-06 02:00","331.54","0"
"2008-10-07 02:00","322.09","0"
"2008-10-08 02:00","302.18","0"
"2008-10-09 02:00","310.73","0"
"2008-10-10 02:00","287.74","0"
"2008-10-13 02:00","304.43","0"
"2008-10-14 02:00","320.23","0"
"2008-10-15 02:00","293.89","0"
"2008-10-16 02:00","273.26","0"
"2008-10-17 02:00","281.23","0"
"2008-10-20 02:00","300.93","0"
"2008-10-21 02:00","307.96","0"
"2008-10-22 02:00","293.25","0"
"2008-10-23 02:00","294.52","0"
"2008-10-24 02:00","268.38","0"
"2008-10-27 01:00","257.87","0"
"2008-10-28 01:00","260.03","0"
"2008-10-29 01:00","267.12","0"
"2008-10-30 01:00","283.2","0"
"2008-10-31 01:00","294.8","0"
"2008-11-03 01:00","305.55","0"
"2008-11-04 01:00","326.82","0"
"2008-11-05 01:00","325.32","0"
"2008-11-06 01:00","295.22","0"
"2008-11-07 01:00","303.49","0"
"2008-11-10 01:00","304.6","0"
"2008-11-11 01:00","288.13","0"
"2008-11-12 01:00","266.03","0"
"2008-11-13 01:00","265.99","0"
"2008-11-14 01:00","269.77","0"
"2008-11-17 01:00","261.74","0"
"2008-11-18 01:00","259.3","0"
"2008-11-19 01:00","241.64","0"
"2008-11-20 01:00","233.01","0"
"2008-11-21 01:00","232.54","0"
"2008-11-24 01:00","254.67","0"
"2008-11-25 01:00","256.23","0"
"2008-11-26 01:00","259.77","0"
"2008-11-27 01:00","272.62","0"
"2008-11-28 01:00","266.63","0"
"2008-12-01 01:00","247.68","0"
"2008-12-02 01:00","251.76","0"
"2008-12-03 01:00","254.88","0"
"2008-12-04 01:00","251.08","0"
"2008-12-05 01:00","232.29","0"
"2008-12-08 01:00","254.64","0"
"2008-12-09 01:00","257.04","0"
"2008-12-10 01:00","259.9","0"
"2008-12-11 01:00","266.18","0"
"2008-12-12 01:00","251.19","0"
"2008-12-15 01:00","259.49","0"
"2008-12-16 01:00","261.55","0"
"2008-12-17 01:00","266.37","0"
"2008-12-18 01:00","264.71","0"
"2008-12-19 01:00","263.32","0"
"2008-12-22 01:00","256.85","0"
"2008-12-23 01:00","258.52","0"
"2008-12-29 01:00","264.96","0"
"2008-12-30 01:00","270.2","0"
"2009-01-02 01:00","285.18","0"
"2009-01-05 01:00","292.13","0"
"2009-01-06 01:00","301.41","0"
"2009-01-07 01:00","285.28","0"
"2009-01-08 01:00","286.99","0"
"2009-01-09 01:00","285.29","0"
"2009-01-12 01:00","277.12","0"
"2009-01-13 01:00","275.89","0"
"2009-01-14 01:00","265.98","0"
"2009-01-15 01:00","271.83","0"
"2009-01-16 01:00","280.21","0"
"2009-01-19 01:00","272.65","0"
"2009-01-20 01:00","269.25","0"
"2009-01-21 01:00","271.28","0"
"2009-01-22 01:00","267.96","0"
"2009-01-23 01:00","271.32","0"
"2009-01-26 01:00","278.27","0"
"2009-01-27 01:00","277.87","0"
"2009-01-28 01:00","282.67","0"
"2009-01-29 01:00","275.13","0"
"2009-01-30 01:00","274.22","0"
"2009-02-02 01:00","264.15","0"
"2009-02-03 01:00","269.42","0"
"2009-02-04 01:00","273.41","0"
"2009-02-05 01:00","270.26","0"
"2009-02-06 01:00","279.03","0"
"2009-02-09 01:00","287.56","0"
"2009-02-10 01:00","283.96","0"
"2009-02-11 01:00","284.46","0"
"2009-02-12 01:00","277.21","0"
"2009-02-13 01:00","282.25","0"
"2009-02-16 01:00","277.03","0"
"2009-02-17 01:00","270.27","0"
"2009-02-18 01:00","266.38","0"
"2009-02-19 01:00","267.65","0"
"2009-02-20 01:00","254.1","0"
"2009-02-23 01:00","251.84","0"
"2009-02-24 01:00","251.79","0"
"2009-02-25 01:00","254.12","0"
"2009-02-26 01:00","264.03","0"
"2009-02-27 01:00","259.06","0"
"2009-03-02 01:00","249.2","0"
"2009-03-03 01:00","239.48","0"
"2009-03-04 01:00","254.39","0"
"2009-03-05 01:00","243.98","0"
"2009-03-06 01:00","244.2","0"
"2009-03-09 01:00","249.52","0"
"2009-03-10 01:00","258.83","0"
"2009-03-11 01:00","254.26","0"
"2009-03-12 01:00","252.24","0"
"2009-03-13 01:00","253.8","0"
"2009-03-16 01:00","257.1","0"
"2009-03-17 01:00","257.78","0"
"2009-03-18 01:00","252.74","0"
"2009-03-19 01:00","263.37","0"
"2009-03-20 01:00","265.91","0"
"2009-03-23 01:00","275.9","0"
"2009-03-24 01:00","270.95","0"
"2009-03-25 01:00","276.6","0"
"2009-03-26 01:00","282.04","0"
"2009-03-27 01:00","275.32","0"
"2009-03-30 02:00","265.08","0"
"2009-03-31 02:00","269.49","0"
"2009-04-01 02:00","271","0"
"2009-04-02 02:00","284.56","0"
"2009-04-03 02:00","276.33","0"
"2009-04-06 02:00","275.15","0"
"2009-04-07 02:00","267.38","0"
"2009-04-08 02:00","262.53","0"
"2009-04-14 02:00","273.2","0"
"2009-04-15 02:00","275.61","0"
"2009-04-16 02:00","281.46","0"
"2009-04-17 02:00","289.66","0"
"2009-04-20 02:00","277.88","0"
"2009-04-21 02:00","281.07","0"
"2009-04-22 02:00","282.98","0"
"2009-04-23 02:00","281.14","0"
"2009-04-24 02:00","288.88","0"
"2009-04-27 02:00","287.05","0"
"2009-04-28 02:00","286.3","0"
"2009-04-29 02:00","295","0"
"2009-04-30 02:00","298.24","0"
"2009-05-04 02:00","313.47","0"
"2009-05-05 02:00","312.69","0"
"2009-05-06 02:00","315.25","0"
"2009-05-07 02:00","322.8","0"
"2009-05-08 02:00","333.04","0"
"2009-05-11 02:00","326.05","0"
"2009-05-12 02:00","329.57","0"
"2009-05-13 02:00","322.15","0"
"2009-05-14 02:00","321.53","0"
"2009-05-15 02:00","323.08","0"
"2009-05-18 02:00","331.06","0"
"2009-05-19 02:00","335.59","0"
"2009-05-20 02:00","340.47","0"
"2009-05-22 02:00","332.98","0"
"2009-05-25 02:00","334.46","0"
"2009-05-26 02:00","332.24","0"
"2009-05-27 02:00","334.71","0"
"2009-05-28 02:00","336.14","0"
"2009-05-29 02:00","343.11","0"
"2009-06-02 02:00","356.48","0"
"2009-06-03 02:00","343.71","0"
"2009-06-04 02:00","348.44","0"
"2009-06-05 02:00","352.8","0"
"2009-06-08 02:00","343.97","0"
"2009-06-09 02:00","348.72","0"
"2009-06-10 02:00","356.13","0"
"2009-06-11 02:00","362.22","0"
"2009-06-12 02:00","357.86","0"
"2009-06-15 02:00","347.07","0"
"2009-06-16 02:00","351.72","0"
"2009-06-17 02:00","337.14","0"
"2009-06-18 02:00","340.59","0"
"2009-06-19 02:00","341.71","0"
"2009-06-22 02:00","320.72","0"
"2009-06-23 02:00","319.6","0"
"2009-06-24 02:00","328.97","0"
"2009-06-25 02:00","325.88","0"
"2009-06-26 02:00","330.45","0"
"2009-06-29 02:00","334.52","0"
"2009-06-30 02:00","333.08","0"
"2009-07-01 02:00","338.3","0"
"2009-07-02 02:00","331.99","0"
"2009-07-03 02:00","330.69","0"
"2009-07-06 02:00","318.33","0"
"2009-07-07 02:00","318.32","0"
"2009-07-08 02:00","313.47","0"
"2009-07-09 02:00","316","0"
"2009-07-10 02:00","309.72","0"
"2009-07-13 02:00","314.12","0"
"2009-07-14 02:00","321.23","0"
"2009-07-15 02:00","330.41","0"
"2009-07-16 02:00","329.18","0"
"2009-07-17 02:00","331.84","0"
"2009-07-20 02:00","336.74","0"
"2009-07-21 02:00","343.21","0"
"2009-07-22 02:00","342.86","0"
"2009-07-23 02:00","347.51","0"
"2009-07-24 02:00","345.9","0"
"2009-07-27 02:00","349.82","0"
"2009-07-28 02:00","340.73","0"
"2009-07-29 02:00","337.46","0"
"2009-07-30 02:00","346.04","0"
"2009-07-31 02:00","347.61","0"
"2009-08-03 02:00","356.06","0"
"2009-08-04 02:00","353.5","0"
"2009-08-05 02:00","352.06","0"
"2009-08-06 02:00","351.09","0"
"2009-08-07 02:00","353.36","0"
"2009-08-10 02:00","350.1","0"
"2009-08-11 02:00","345.76","0"
"2009-08-12 02:00","350.8","0"
"2009-08-13 02:00","351.55","0"
"2009-08-14 02:00","350.14","0"
"2009-08-17 02:00","341.8","0"
"2009-08-18 02:00","345.47","0"
"2009-08-19 02:00","345.37","0"
"2009-08-20 02:00","350.07","0"
"2009-08-21 02:00","357.86","0"
"2009-08-24 02:00","364.11","0"
"2009-08-25 02:00","365.32","0"
"2009-08-26 02:00","358.47","0"
"2009-08-27 02:00","353.26","0"
"2009-08-28 02:00","358.6","0"
"2009-08-31 02:00","350.06","0"
"2009-09-01 02:00","347.15","0"
"2009-09-02 02:00","342.44","0"
"2009-09-03 02:00","345.32","0"
"2009-09-04 02:00","348.53","0"
"2009-09-07 02:00","354.75","0"
"2009-09-08 02:00","356.87","0"
"2009-09-09 02:00","361.32","0"
"2009-09-10 02:00","360.24","0"
"2009-09-11 02:00","361.65","0"
"2009-09-14 02:00","358.38","0"
"2009-09-15 02:00","366.03","0"
"2009-09-16 02:00","371.74","0"
"2009-09-17 02:00","373.7","0"
"2009-09-18 02:00","373.42","0"
"2009-09-21 02:00","369.62","0"
"2009-09-22 02:00","376.01","0"
"2009-09-23 02:00","371.5","0"
"2009-09-24 02:00","365.17","0"
"2009-09-25 02:00","366.87","0"
"2009-09-28 02:00","370.3","0"
"2009-09-29 02:00","370.52","0"
"2009-09-30 02:00","370.83","0"
"2009-10-01 02:00","365.3","0"
"2009-10-02 02:00","357.56","0"
"2009-10-05 02:00","366.28","0"
"2009-10-06 02:00","375.84","0"
"2009-10-07 02:00","373.05","0"
"2009-10-08 02:00","381.44","0"
"2009-10-09 02:00","383.93","0"
"2009-10-12 02:00","385.58","0"
"2009-10-13 02:00","382.89","0"
"2009-10-14 02:00","391.22","0"
"2009-10-15 02:00","389.92","0"
"2009-10-16 02:00","390.37","0"
"2009-10-19 02:00","397.55","0"
"2009-10-20 02:00","398.72","0"
"2009-10-21 02:00","398.2","0"
"2009-10-22 02:00","393.55","0"
"2009-10-23 02:00","392.05","0"
"2009-10-26 01:00","387.43","0"
"2009-10-27 01:00","388.78","0"
"2009-10-28 01:00","376.39","0"
"2009-10-29 01:00","387.7","0"
"2009-10-30 01:00","380.77","0"
"2009-11-02 01:00","381.25","0"
"2009-11-03 01:00","376","0"
"2009-11-04 01:00","385.94","0"
"2009-11-05 01:00","387.06","0"
"2009-11-06 01:00","384.24","0"
"2009-11-09 01:00","394.26","0"
"2009-11-10 01:00","391.98","0"
"2009-11-11 01:00","395.84","0"
"2009-11-12 01:00","394.43","0"
"2009-11-13 01:00","395.68","0"
"2009-11-16 01:00","407.27","0"
"2009-11-17 01:00","405.95","0"
"2009-11-18 01:00","407.36","0"
"2009-11-19 01:00","398.87","0"
"2009-11-20 01:00","400.07","0"
"2009-11-23 01:00","410.07","0"
"2009-11-24 01:00","408.01","0"
"2009-11-25 01:00","409.21","0"
"2009-11-26 01:00","397.16","0"
"2009-11-27 01:00","403.64","0"
"2009-11-30 01:00","396.71","0"
"2009-12-01 01:00","406.16","0"
"2009-12-02 01:00","405.71","0"
"2009-12-03 01:00","405.24","0"
"2009-12-04 01:00","410.9","0"
"2009-12-07 01:00","410","0"
"2009-12-08 01:00","407.38","0"
"2009-12-09 01:00","403.46","0"
"2009-12-10 01:00","409.07","0"
"2009-12-11 01:00","407.88","0"
"2009-12-14 01:00","412.08","0"
"2009-12-15 01:00","414.69","0"
"2009-12-16 01:00","418.27","0"
"2009-12-17 01:00","413.5","0"
"2009-12-18 01:00","410.56","0"
"2009-12-21 01:00","417.41","0"
"2009-12-22 01:00","417.23","0"
"2009-12-23 01:00","419.18","0"
"2009-12-28 01:00","420.75","0"
"2009-12-29 01:00","423.72","0"
"2009-12-30 01:00","420.09","0"
"2010-01-04 01:00","429.51","0"
"2010-01-05 01:00","430.22","0"
"2010-01-06 01:00","428.74","0"
"2010-01-07 01:00","429.9","0"
"2010-01-08 01:00","431.98","0"
"2010-01-11 01:00","434.23","0"
"2010-01-12 01:00","426.05","0"
"2010-01-13 01:00","426.07","0"
"2010-01-14 01:00","430.85","0"
"2010-01-15 01:00","428.33","0"
"2010-01-18 01:00","428.35","0"
"2010-01-19 01:00","426.27","0"
"2010-01-20 01:00","416.95","0"
"2010-01-21 01:00","411.48","0"
"2010-01-22 01:00","405.64","0"
"2010-01-25 01:00","404.91","0"
"2010-01-26 01:00","402.3","0"
"2010-01-27 01:00","401.73","0"
"2010-01-28 01:00","403.33","0"
"2010-01-29 01:00","408.92","0"
"2010-02-01 01:00","409.94","0"
"2010-02-02 01:00","415.81","0"
"2010-02-03 01:00","414.66","0"
"2010-02-04 01:00","403.73","0"
"2010-02-05 01:00","396.4","0"
"2010-02-08 01:00","393.54","0"
"2010-02-09 01:00","396.94","0"
"2010-02-10 01:00","388.95","0"
"2010-02-11 01:00","392.31","0"
"2010-02-12 01:00","387.97","0"
"2010-02-15 01:00","385.94","0"
"2010-02-16 01:00","394.83","0"
"2010-02-17 01:00","396.18","0"
"2010-02-18 01:00","399.29","0"
"2010-02-19 01:00","403.43","0"
"2010-02-22 01:00","406.33","0"
"2010-02-23 01:00","398.69","0"
"2010-02-24 01:00","399.67","0"
"2010-02-25 01:00","391.15","0"
"2010-02-26 01:00","397.09","0"
"2010-03-01 01:00","406.52","0"
"2010-03-02 01:00","407.71","0"
"2010-03-03 01:00","410.26","0"
"2010-03-04 01:00","409.79","0"
"2010-03-05 01:00","417.18","0"
"2010-03-08 01:00","415.97","0"
"2010-03-09 01:00","415.23","0"
"2010-03-10 01:00","420.65","0"
"2010-03-11 01:00","416.78","0"
"2010-03-12 01:00","417.52","0"
"2010-03-15 01:00","411.58","0"
"2010-03-16 01:00","416.56","0"
"2010-03-17 01:00","418.85","0"
"2010-03-18 01:00","417.02","0"
"2010-03-19 01:00","416.26","0"
"2010-03-22 01:00","416.79","0"
"2010-03-23 01:00","423.27","0"
"2010-03-24 01:00","421.72","0"
"2010-03-25 01:00","424.9","0"
"2010-03-26 01:00","421.51","0"
"2010-03-29 02:00","422.51","0"
"2010-03-30 02:00","421.44","0"
"2010-03-31 02:00","425.22","0"
"2010-04-06 02:00","434.62","0"
"2010-04-07 02:00","434.09","0"
"2010-04-08 02:00","433.22","0"
"2010-04-09 02:00","438.8","0"
"2010-04-12 02:00","439.15","0"
"2010-04-13 02:00","433.3","0"
