EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 21-01-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
18903,199073,BODOE - SKIVIKA                         ,NO,+67:18:30,+014:25:51,   5,TG21,20170124,20201231,   22,Hans Olav Hygen                                   
18903,200770,BODOE LUFTHAVN TEST                     ,NO,+67:16:02,+014:21:32,  11,TG21,20060222,20060301,   22,Hans Olav Hygen                                   
18904,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20120201,20201231,   22,Hans Olav Hygen                                   
18904,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
18904,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
18904,200944,FORNEBU                                 ,NO,+59:53:34,+010:36:57,  10,TG21,19540101,19981007,   22,Hans Olav Hygen                                   
18909,199561,BOE I VESTERALEN III                    ,NO,+68:36:24,+014:26:00,   8,TG21,20021204,20201231,   22,Hans Olav Hygen                                   
18909,200590,BOE I VESTERALEN II                     ,NO,+68:37:56,+014:27:47,  12,TG21,19610701,20010629,   22,Hans Olav Hygen                                   
18909,200748,BOE I VESTERALEN                        ,NO,+68:37:13,+014:27:03,   7,TG21,19540101,19600929,   22,Hans Olav Hygen                                   
18909,200775,LITLOEY FYR                             ,NO,+68:35:36,+014:18:37,  30,TG21,19940901,20030605,   22,Hans Olav Hygen                                   
18914,134924,SORKJOSEN LUFTHAVN                      ,NO,+69:47:20,+020:57:19,   6,TG21,20050817,20201231,   22,Hans Olav Hygen                                   
18914,200708,NORDREISA - OEYENG                      ,NO,+69:44:48,+021:01:36,   5,TG21,19920701,20060830,   22,Hans Olav Hygen                                   
18914,200779,NORDREISA                               ,NO,+69:44:28,+021:01:25,   1,TG21,19581101,19920629,   22,Hans Olav Hygen                                   
18914,901041,NORDREISA-OYENG                         ,NO,+69:44:00,+021:01:00,   5, TG5,19820114,20060830,     ,                    
18930,199196,KVITSOEY - NORDBOE                      ,NO,+59:04:14,+005:24:44,  21,TG21,20050427,20201231,   22,Hans Olav Hygen                                   
18930,200645,SKUDENES II                             ,NO,+59:08:56,+005:14:58,   2,TG21,19540101,20051129,   22,Hans Olav Hygen                                   
18930,200794,SKUDENES                                ,NO,+59:08:59,+005:15:38,   7,TG21,19000101,19371230,   22,Hans Olav Hygen                                   
18930,200925,SKUDENES III                            ,NO,+59:08:47,+005:15:00,  10,TG21,19810501,19921030,   22,Hans Olav Hygen                                   
18931,199518,FJAERLAND - BREMUSEET                   ,NO,+61:25:24,+006:45:51,   3,TG21,20051201,20201231,   22,Hans Olav Hygen                                   
18931,200622,FJAERLAND - SKARESTAD                   ,NO,+61:26:07,+006:46:15,  10,TG21,19520701,20050125,   22,Hans Olav Hygen                                   
18931,200795,FJAERLAND                               ,NO,+61:26:00,+006:46:00,   5,TG21,19210201,19510929,   22,Hans Olav Hygen                                   
18931,901332,FJAERLAND-BREMUSEET                     ,NO,+61:26:00,+006:46:00,   3, TG5,20061125,20200229,     ,                    
18936,199562,YTTEROEYANE FYR                         ,NO,+61:34:18,+004:40:54,  26,TG21,19840901,20201231,   22,Hans Olav Hygen                                   
18936,200640,KINN                                    ,NO,+61:33:40,+004:46:11,   9,TG21,19570101,19671030,   22,Hans Olav Hygen                                   
18936,200802,KINN                                    ,NO,+61:33:51,+004:47:26,  10,TG21,19671101,19880530,   22,Hans Olav Hygen                                   
18936,901304,YTTEROYANE LH                           ,NO,+61:34:00,+004:41:00,  25, TG5,19850226,20200229,     ,                    
18938,133940,NARVIK LUFTHAVN                         ,NO,+68:26:23,+017:23:19,  31,TG21,20020801,20170404,   22,Hans Olav Hygen                                   
18938,157134,NARVIK II                               ,NO,+68:28:08,+017:29:32,  32,TG21,19540101,19750831,   22,Hans Olav Hygen                                   
18938,199398,NARVIK SENTRUM                          ,NO,+68:26:14,+017:25:16,  31,TG21,20181214,20201231,   22,Hans Olav Hygen                                   
18938,200805,NARVIK III                              ,NO,+68:28:11,+017:29:54,  17,TG21,19750901,20020530,   22,Hans Olav Hygen                                   
18938,901194,NARVIK III                              ,NO,+68:28:00,+017:30:00,  17, TG5,19820113,20020531,     ,                    
18942,199715,E39 FLASKJAER                           ,NO,+62:16:12,+005:59:30,  20,TG21,20140101,20201231,   22,Hans Olav Hygen                                   
18942,200809,HAREID - GRIMSTAD                       ,NO,+62:22:05,+006:00:08,  26,TG21,19610101,19720330,   22,Hans Olav Hygen                                   
18948,109851,SARPSBORG                               ,NO,+59:17:09,+011:06:53,  57,TG21,19911201,20201231,   22,Hans Olav Hygen                                   
18948,199092,OSAKER                                  ,NO,+59:19:09,+011:02:32,  45,TG21,20130101,20201231,   22,Hans Olav Hygen                                   
18948,200816,KALNES                                  ,NO,+59:18:55,+011:02:56,  56,TG21,19570101,19820730,   22,Hans Olav Hygen                                   
18948,901493,SARPSBORG                               ,NO,+59:17:00,+011:07:00,  57, TG5,20060128,20200229,     ,                    
18949,199195,SKIBOTN II                              ,NO,+69:23:15,+020:16:56,  20,TG21,20041101,20201231,   22,Hans Olav Hygen                                   
18949,200817,SKIBOTN - FOSSBAKK                      ,NO,+69:22:06,+020:16:06,   5,TG21,19840901,20041025,   22,Hans Olav Hygen                                   
18949,201003,SKIBOTN - MELA                          ,NO,+69:22:00,+020:17:00,   8,TG21,19740801,19840830,   22,Hans Olav Hygen                                   
18949,901036,SKIBOTN                                 ,NO,+69:22:00,+020:16:00,   0, TG5,20020910,20200229,     ,                    
18949,901037,SKIBOTN 2                               ,NO,+69:23:00,+020:16:00,   6, TG5,20050409,20200229,     ,                    
18953,110943,ORSKOG                                  ,NO,+62:28:44,+006:49:12,   4,TG21,20141117,20201231,   22,Hans Olav Hygen                                   
18953,199685,E39 SVORTA                              ,NO,+62:28:58,+006:38:45,  20,TG21,20140101,20201231,   22,Hans Olav Hygen                                   
18953,200821,SKODJE                                  ,NO,+62:30:00,+006:41:00,  26,TG21,19610101,20200830,   22,Hans Olav Hygen                                   
19162,134780,NY-ALESUND                              ,NO,+78:55:23,+011:56:00,   8,TG21,19740801,20201231,   22,Hans Olav Hygen                                   
19162,200822,NY-ALESUND TEST                         ,SJ,+78:55:23,+011:56:00,   8,TG21,19930701,19950905,   22,Hans Olav Hygen                                   
18954,199042,E136 TRESFJORDBRUA                      ,NO,+62:36:40,+007:06:49,  20,TG21,20160419,20201231,   22,Hans Olav Hygen                                   
18954,200792,GJERMUNDNES                             ,NO,+62:37:27,+007:10:13,  49,TG21,19540101,19720629,   22,Hans Olav Hygen                                   
18954,200823,HJELVIK - MYRBOE                        ,NO,+62:36:31,+007:13:45,  35,TG21,19990927,20090629,   22,Hans Olav Hygen                                   
18954,200943,HJELVIK I ROMSDAL                       ,NO,+62:36:58,+007:12:39,  21,TG21,19730901,19921129,   22,Hans Olav Hygen                                   
18954,901215,HJELVIK-MYRBO                           ,NO,+62:37:00,+007:13:59,  35, TG5,19820113,20170628,     ,                    
18960,133820,EVENES LUFTHAVN                         ,NO,+68:29:28,+016:41:00,  26,TG21,20040101,20201231,   22,Hans Olav Hygen                                   
18960,199575,E10 TJELDSUND BRU                       ,NO,+68:37:40,+016:34:59,  20,TG21,20150414,20201231,   22,Hans Olav Hygen                                   
18960,200831,EVENSKJER                               ,NO,+68:35:01,+016:34:09,   7,TG21,19581001,19851030,   22,Hans Olav Hygen                                   
18960,201028,EVENSKJER BAKKE                         ,NO,+68:34:58,+016:34:14,  10,TG21,19570301,19580929,   22,Hans Olav Hygen                                   
19167,134420,NEDRE VATS                              ,NO,+59:29:02,+005:45:03,  64,TG21,19690101,20120131,   22,Hans Olav Hygen                                   
19167,200838,E134 VATS                               ,NO,+59:34:11,+005:42:09,  50,TG21,20131123,20201231,   22,Hans Olav Hygen                                   
19167,901417,NEDRE VATS                              ,NO,+59:29:00,+005:45:00,  65, TG5,19820114,20200229,     ,                    
18966,199456,TRONDHEIM - HOEVRINGEN                  ,NO,+63:26:47,+010:20:11,  44,TG21,20180501,20201231,   22,Hans Olav Hygen                                   
18966,199478,SKJETLEIN                               ,NO,+63:20:25,+010:17:50,  44,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
18966,200839,TRONDHEIM II                            ,NO,+63:25:35,+010:25:04,  58,TG21,19270413,19431230,   22,Hans Olav Hygen                                   
18966,201004,TRONDHEIM                               ,NO,+63:25:55,+010:24:53,  58,TG21,19000101,19270330,   22,Hans Olav Hygen                                   
18974,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
18974,199186,TJOEME                                  ,NO,+59:07:15,+010:23:53,  32,TG21,20160823,20201231,   22,Hans Olav Hygen                                   
18974,200847,MAKEROEY                                ,NO,+59:09:28,+010:26:25,  43,TG21,19671201,19940929,   22,Hans Olav Hygen                                   
18974,901481,MELSOM                                  ,NO,+59:14:00,+010:21:00,  26, TG5,19820115,20200229,     ,                    
18979,199703,TROMSO - HOLT                           ,NO,+69:39:14,+018:54:34,  20,TG21,19940120,20201231,   22,Hans Olav Hygen                                   
18979,200836,SKATTOERA                               ,NO,+69:41:49,+019:01:15,  14,TG21,19570101,19640830,   22,Hans Olav Hygen                                   
18979,200853,TROMSOE I                               ,NO,+69:39:07,+018:57:00,  38,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18987,199639,RV15 FOSNES                             ,NO,+61:54:28,+007:03:32,  32,TG21,20171130,20201231,   22,Hans Olav Hygen                                   
18987,200675,FLO                                     ,NO,+61:56:43,+007:01:31,  40,TG21,19830513,19880830,   22,Hans Olav Hygen                                   
18987,200862,LOEN                                    ,NO,+61:52:22,+006:51:25,  39,TG21,19710401,19880330,   22,Hans Olav Hygen                                   
18989,199078,ROEST LUFTHAVN                          ,NO,+67:31:36,+012:06:14,   4,TG21,20021001,20201231,   22,Hans Olav Hygen                                   
18989,200698,ROEST II                                ,NO,+67:30:23,+012:04:34,  10,TG21,19790101,19971028,   22,Hans Olav Hygen                                   
18989,200864,ROEST III                               ,NO,+67:31:30,+012:06:14,   4,TG21,19980401,20081230,   22,Hans Olav Hygen                                   
18989,200886,ROEST                                   ,NO,+67:30:22,+012:04:08,   8,TG21,19570101,19691030,   22,Hans Olav Hygen                                   
18989,901106,ROEST III                               ,NO,+67:31:00,+012:06:00,   4, TG5,19820114,19971028,     ,                    
18991,199130,RV555 SOTRABRUA VIND                    ,NO,+60:22:21,+005:10:26,  50,TG21,20161119,20201231,   22,Hans Olav Hygen                                   
18991,199224,E16 INDRE ARNA                          ,NO,+60:25:17,+005:27:40,  20,TG21,20151127,20201231,   22,Hans Olav Hygen                                   
18991,199337,BERGEN - SANDSLI                        ,NO,+60:17:29,+005:16:39,  45,TG21,20170124,20201231,   22,Hans Olav Hygen                                   
18991,199412,BERGEN - FLORIDA UIB                    ,NO,+60:23:01,+005:19:55,  46,TG21,20170804,20201231,   22,Hans Olav Hygen                                   
18991,199724,FV217 STEINRUSTEN                       ,NO,+60:26:29,+005:10:50,  17,TG21,20141224,20201231,   22,Hans Olav Hygen                                   
18991,200576,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:18,+005:20:28,  22,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18991,200691,RV555 SOTRABRUA                         ,NO,+60:22:19,+005:09:20,  30,TG21,20140103,20201231,   22,Hans Olav Hygen                                   
18991,200866,BERGEN - FREDRIKSBERG                   ,NO,+60:23:48,+005:18:31,  41,TG21,19040101,19850227,   22,Hans Olav Hygen                                   
18991,901317,BERGEN/FLORIDA                          ,NO,+60:23:00,+005:20:00,  36, TG5,19820113,20200229,     ,                    
18998,133676,KRISTIANSUND - KARIHOLA                 ,NO,+63:07:31,+007:42:15,  39,TG21,20170124,20201231,   22,Hans Olav Hygen                                   
18998,133688,KRISTIANSUND LUFTHAVN                   ,NO,+63:06:34,+007:48:57,  62,TG21,20031017,20201231,   22,Hans Olav Hygen                                   
18998,200876,KRISTIANSUND N                          ,NO,+63:06:37,+007:45:06,  48,TG21,19570101,19751230,   22,Hans Olav Hygen                                   
19172,199126,LAKSFORS                                ,NO,+65:37:17,+013:17:21,  50,TG21,20111120,20201231,   22,Hans Olav Hygen                                   
19172,200685,GRANE II                                ,NO,+65:35:12,+013:23:00,  42,TG21,19751115,19860720,   22,Hans Olav Hygen                                   
19172,200878,GRANE                                   ,NO,+65:35:21,+013:22:42,  66,TG21,19751115,19810517,   22,Hans Olav Hygen                                   
19001,112082,ANDOYA                                  ,NO,+69:18:00,+016:09:00,  14,TG21,19580601,20201231,   22,Hans Olav Hygen                                   
19001,157206,ANDENES                                 ,NO,+69:19:25,+016:07:12,   5,TG21,18670710,19720331,   22,Hans Olav Hygen                                   
19001,200880,ANDOEYA LH - TEST                       ,NO,+69:15:48,+016:10:48,  13,TG21,20050823,20090524,   22,Hans Olav Hygen                                   
19001,901010,ANDOYA                                  ,NO,+69:18:00,+016:08:00,  14, TG5,19820113,20160104,     ,                    
19004,133904,MO I RANA III                           ,NO,+66:18:25,+014:09:15,  41,TG21,19570101,19650930,   22,Hans Olav Hygen                                   
19004,200644,NERDAL I RANA                           ,NO,+66:15:42,+013:58:17,  31,TG21,19660901,19891030,   22,Hans Olav Hygen                                   
19004,200740,MO I RANA II                            ,NO,+66:19:40,+014:10:22,  25,TG21,19460710,19561230,   22,Hans Olav Hygen                                   
19004,200833,YTTEREN I RANA                          ,NO,+66:20:31,+014:07:40,  20,TG21,19411213,19460709,   22,Hans Olav Hygen                                   
19004,200883,RANA - BASMOEN                          ,NO,+66:19:54,+014:06:08,  40,TG21,19910815,20011014,   22,Hans Olav Hygen                                   
19004,901149,RANA-BASMOEN                            ,NO,+66:20:00,+014:06:00,  40, TG5,19820113,20011014,     ,                    
19007,199078,ROEST LUFTHAVN                          ,NO,+67:31:36,+012:06:14,   4,TG21,20021001,20201231,   22,Hans Olav Hygen                                   
19007,200698,ROEST II                                ,NO,+67:30:23,+012:04:34,  10,TG21,19790101,19971028,   22,Hans Olav Hygen                                   
19007,200864,ROEST III                               ,NO,+67:31:30,+012:06:14,   4,TG21,19980401,20081230,   22,Hans Olav Hygen                                   
19007,200886,ROEST                                   ,NO,+67:30:22,+012:04:08,   8,TG21,19570101,19691030,   22,Hans Olav Hygen                                   
19007,901106,ROEST III                               ,NO,+67:31:00,+012:06:00,   4, TG5,19820114,19971028,     ,                    
19006,133772,BRONNOYSUND LUFTHAVN                    ,NO,+65:27:24,+012:13:06,   9,TG21,20020801,20201231,   22,Hans Olav Hygen                                   
19006,200606,BROENNOEYSUND III                       ,NO,+65:28:36,+012:12:45,   5,TG21,19570101,19721230,   22,Hans Olav Hygen                                   
19006,200887,BROENNOEYSUND                           ,NO,+65:28:00,+012:12:00,   4,TG21,19000101,19481230,   22,Hans Olav Hygen                                   
19016,199298,E18 HJORTNES                            ,NO,+59:54:40,+010:42:15,  20,TG21,20130104,20200827,   22,Hans Olav Hygen                                   
19016,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20120201,20201231,   22,Hans Olav Hygen                                   
19016,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
19016,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
19016,200944,FORNEBU                                 ,NO,+59:53:34,+010:36:57,  10,TG21,19540101,19981007,   22,Hans Olav Hygen                                   
19019,109673,SAUDA                                   ,NO,+59:38:55,+006:21:48,   5,TG21,19280301,20201231,   22,Hans Olav Hygen                                   
19019,200901,HYLSFJORDEN                             ,NO,+59:32:43,+006:21:41,  15,TG21,19761201,19901230,   22,Hans Olav Hygen                                   
19038,199161,MANDAL III                              ,NO,+58:01:29,+007:27:06,  10,TG21,20090827,20201231,   22,Hans Olav Hygen                                   
19038,200923,MANDAL                                  ,NO,+58:01:43,+007:27:35,   6,TG21,19310101,19490530,   22,Hans Olav Hygen                                   
19038,201001,MANDAL - EIGEBREKK                      ,NO,+58:00:50,+007:36:31,  10,TG21,19970702,19970730,   22,Hans Olav Hygen                                   
19038,901430,MANDAL III                              ,NO,+58:01:00,+007:27:00,  12, TG5,20100420,20200229,     ,                    
19039,199160,RV13 ARDAL                              ,NO,+59:08:59,+006:10:25,   5,TG21,20131015,20201231,   22,Hans Olav Hygen                                   
19039,200924,FISTER                                  ,NO,+59:10:36,+006:04:06,   1,TG21,19540101,19910730,   22,Hans Olav Hygen                                   
19039,901422,FISTER_SIGMUNDSTAD                      ,NO,+59:10:00,+006:02:00,  25, TG5,20080126,20200229,     ,                    
19041,200645,SKUDENES II                             ,NO,+59:08:56,+005:14:58,   2,TG21,19540101,20051129,   22,Hans Olav Hygen                                   
19041,200794,SKUDENES                                ,NO,+59:08:59,+005:15:38,   7,TG21,19000101,19371230,   22,Hans Olav Hygen                                   
19041,200925,SKUDENES III                            ,NO,+59:08:47,+005:15:00,  10,TG21,19810501,19921030,   22,Hans Olav Hygen                                   
19042,199155,LENANGSSTRAUMEN                         ,NO,+69:53:29,+020:08:19,  45,TG21,20161011,20201231,   22,Hans Olav Hygen                                   
19042,200927,NORD-LENANGEN                           ,NO,+69:54:43,+020:09:18,  23,TG21,19691101,19740629,   22,Hans Olav Hygen                                   
19043,156990,NORD-SOLVAER                            ,NO,+66:22:06,+012:38:40,   7,TG21,19540101,19980913,   22,Hans Olav Hygen                                   
19043,199306,SOLVAER III                             ,NO,+66:22:15,+012:36:39,  10,TG21,20071101,20201231,   22,Hans Olav Hygen                                   
19043,200929,SOLVAER - SLENESET                      ,NO,+66:21:59,+012:36:55,   6,TG21,19981001,20060214,   22,Hans Olav Hygen                                   
19043,901121,SOLVAER III                             ,NO,+66:21:59,+012:37:00,  12, TG5,19820123,20200229,     ,                    
19048,199140,NOETTEROEY - VESTSKOGEN                 ,NO,+59:14:30,+010:24:08,  25,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
19048,199184,TOENSBERG - TARANROED                   ,NO,+59:17:38,+010:17:54,  33,TG21,20131201,20201231,   22,Hans Olav Hygen                                   
19048,199313,E18 GULLI NORD                          ,NO,+59:19:06,+010:22:29,  30,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
19048,199440,FV650 BORRE                             ,NO,+59:21:13,+010:22:57,  55,TG21,20130106,20201231,   22,Hans Olav Hygen                                   
19048,200935,SLAGENTANGEN                            ,NO,+59:18:42,+010:30:45,  31,TG21,19610716,19701230,   22,Hans Olav Hygen                                   
19048,200987,JARLSBERG FLYPLASS                      ,NO,+59:18:05,+010:22:02,  25,TG21,20030204,20030204,   22,Hans Olav Hygen                                   
19048,211247,TOENSBERG - EIK                         ,NO,+59:17:37,+010:25:39,  55,TG21,20200611,20201231,   22,Hans Olav Hygen                                   
19050,199310,JOMFRULAND                              ,NO,+58:51:23,+009:34:28,   3,TG21,19941012,20201231,   22,Hans Olav Hygen                                   
19050,200937,JOMFRULAND FYR                          ,NO,+58:51:55,+009:35:51,  12,TG21,19540101,19931129,   22,Hans Olav Hygen                                   
19050,901476,JOMFRULAND LH                           ,NO,+58:51:00,+009:33:00,   5, TG5,19820113,20200229,     ,                    
19055,199042,E136 TRESFJORDBRUA                      ,NO,+62:36:40,+007:06:49,  20,TG21,20160419,20201231,   22,Hans Olav Hygen                                   
19055,200823,HJELVIK - MYRBOE                        ,NO,+62:36:31,+007:13:45,  35,TG21,19990927,20090629,   22,Hans Olav Hygen                                   
19055,200943,HJELVIK I ROMSDAL                       ,NO,+62:36:58,+007:12:39,  21,TG21,19730901,19921129,   22,Hans Olav Hygen                                   
19055,901215,HJELVIK-MYRBO                           ,NO,+62:37:00,+007:13:59,  35, TG5,19820113,20170628,     ,                    
19056,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20120201,20201231,   22,Hans Olav Hygen                                   
19056,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
19056,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
19056,200944,FORNEBU                                 ,NO,+59:53:34,+010:36:57,  10,TG21,19540101,19981007,   22,Hans Olav Hygen                                   
19062,200665,LAERDAL - MOLDO                         ,NO,+61:03:59,+007:30:51,  24,TG21,19960601,20080929,   22,Hans Olav Hygen                                   
19062,200951,LAERDAL - TOENJUM                       ,NO,+61:03:42,+007:31:00,  36,TG21,19540101,19960429,   22,Hans Olav Hygen                                   
19070,199498,SALTDAL - NORDNES                       ,NO,+66:56:12,+015:18:56,  39,TG21,19970601,20201231,   22,Hans Olav Hygen                                   
19070,200959,OEVRE SALTDAL                           ,NO,+66:58:30,+015:18:10,  26,TG21,19660701,19820429,   22,Hans Olav Hygen                                   
19188,133112,ALTA LUFTHAVN                           ,NO,+69:58:39,+023:21:30,   3,TG21,19631201,20201231,   22,Hans Olav Hygen                                   
19188,200635,ALTA                                    ,NO,+69:58:00,+023:15:00,   4,TG21,19000101,19400910,   22,Hans Olav Hygen                                   
19188,200967,TURELVA                                 ,NO,+70:01:36,+023:24:30,   9,TG21,19831102,19920512,   22,Hans Olav Hygen                                   
19078,200706,RV36 FJAEREKILEN                        ,NO,+59:11:08,+009:32:25,  20,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
19078,200969,EIDANGER                                ,NO,+59:07:29,+009:41:55,  39,TG21,19611101,19620830,   22,Hans Olav Hygen                                   
19079,199517,SETSA                                   ,NO,+67:09:57,+015:29:09,   7,TG21,20090201,20201231,   22,Hans Olav Hygen                                   
19079,200682,FAUSKE - ERIKSTAD                       ,NO,+67:15:00,+015:22:00,  14,TG21,19671201,19720429,   22,Hans Olav Hygen                                   
19079,200970,FAUSKE                                  ,NO,+67:15:00,+015:23:00,  14,TG21,19570101,19671129,   22,Hans Olav Hygen                                   
19093,199386,EIGEROEYA                               ,NO,+58:26:07,+005:52:18,  49,TG21,20100417,20201231,   22,Hans Olav Hygen                                   
19093,200986,NORDRE EIGEROEY                         ,NO,+58:26:07,+005:54:09,  63,TG21,19690901,19961030,   22,Hans Olav Hygen                                   
19094,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
19094,199140,NOETTEROEY - VESTSKOGEN                 ,NO,+59:14:30,+010:24:08,  25,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
19094,199184,TOENSBERG - TARANROED                   ,NO,+59:17:38,+010:17:54,  33,TG21,20131201,20201231,   22,Hans Olav Hygen                                   
19094,199248,TOENSBERG - KILEN                       ,NO,+59:16:42,+010:25:52,   3,TG21,20100413,20201231,   22,Hans Olav Hygen                                   
19094,199313,E18 GULLI NORD                          ,NO,+59:19:06,+010:22:29,  30,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
19094,200987,JARLSBERG FLYPLASS                      ,NO,+59:18:05,+010:22:02,  25,TG21,20030204,20030204,   22,Hans Olav Hygen                                   
19195,199161,MANDAL III                              ,NO,+58:01:29,+007:27:06,  10,TG21,20090827,20201231,   22,Hans Olav Hygen                                   
19195,200923,MANDAL                                  ,NO,+58:01:43,+007:27:35,   6,TG21,19310101,19490530,   22,Hans Olav Hygen                                   
19195,201001,MANDAL - EIGEBREKK                      ,NO,+58:00:50,+007:36:31,  10,TG21,19970702,19970730,   22,Hans Olav Hygen                                   
19195,901430,MANDAL III                              ,NO,+58:01:00,+007:27:00,  12, TG5,20100420,20200229,     ,                    
19104,199195,SKIBOTN II                              ,NO,+69:23:15,+020:16:56,  20,TG21,20041101,20201231,   22,Hans Olav Hygen                                   
19104,200817,SKIBOTN - FOSSBAKK                      ,NO,+69:22:06,+020:16:06,   5,TG21,19840901,20041025,   22,Hans Olav Hygen                                   
19104,201003,SKIBOTN - MELA                          ,NO,+69:22:00,+020:17:00,   8,TG21,19740801,19840830,   22,Hans Olav Hygen                                   
19104,901036,SKIBOTN                                 ,NO,+69:22:00,+020:16:00,   0, TG5,20020910,20200229,     ,                    
19104,901037,SKIBOTN 2                               ,NO,+69:23:00,+020:16:00,   6, TG5,20050409,20200229,     ,                    
19105,199456,TRONDHEIM - HOEVRINGEN                  ,NO,+63:26:47,+010:20:11,  44,TG21,20180501,20201231,   22,Hans Olav Hygen                                   
19105,199478,SKJETLEIN                               ,NO,+63:20:25,+010:17:50,  44,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
19105,200839,TRONDHEIM II                            ,NO,+63:25:35,+010:25:04,  58,TG21,19270413,19431230,   22,Hans Olav Hygen                                   
19105,201004,TRONDHEIM                               ,NO,+63:25:55,+010:24:53,  58,TG21,19000101,19270330,   22,Hans Olav Hygen                                   
19115,199232,FEDJE                                   ,NO,+60:46:48,+004:43:12,  19,TG21,20040827,20201231,   22,Hans Olav Hygen                                   
19115,201018,HELLISOEY FYR                           ,NO,+60:45:10,+004:42:38,  20,TG21,19510101,20141215,   22,Hans Olav Hygen                                   
19115,901306,HELLISOY FYR                            ,NO,+60:45:00,+004:43:00,   0, TG5,19820113,19920804,     ,                    
19201,199298,E18 HJORTNES                            ,NO,+59:54:40,+010:42:15,  20,TG21,20130104,20200827,   22,Hans Olav Hygen                                   
19201,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20120201,20201231,   22,Hans Olav Hygen                                   
19201,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
19201,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
19201,200944,FORNEBU                                 ,NO,+59:53:34,+010:36:57,  10,TG21,19540101,19981007,   22,Hans Olav Hygen                                   
19201,201020,OSLO - HAUSMANNSGT                      ,NO,+59:55:50,+010:45:16,  12,TG21,20120201,20120730,   22,Hans Olav Hygen                                   
19122,133820,EVENES LUFTHAVN                         ,NO,+68:29:28,+016:41:00,  26,TG21,20040101,20201231,   22,Hans Olav Hygen                                   
19122,199575,E10 TJELDSUND BRU                       ,NO,+68:37:40,+016:34:59,  20,TG21,20150414,20201231,   22,Hans Olav Hygen                                   
19122,200831,EVENSKJER                               ,NO,+68:35:01,+016:34:09,   7,TG21,19581001,19851030,   22,Hans Olav Hygen                                   
19122,201028,EVENSKJER BAKKE                         ,NO,+68:34:58,+016:34:14,  10,TG21,19570301,19580929,   22,Hans Olav Hygen                                   
