Date,Open,High,Low,Close,Volume
11/12/2015,"0.875%","0.903%","0.850%","0.875%","0"
11/10/2015,"0.882%","0.899%","0.842%","0.866%","0"
11/09/2015,"0.898%","0.930%","0.862%","0.886%","0"
11/06/2015,"0.830%","0.926%","0.818%","0.902%","0"
11/05/2015,"0.846%","0.865%","0.818%","0.830%","0"
11/04/2015,"0.766%","0.832%","0.762%","0.808%","0"
11/03/2015,"0.762%","0.791%","0.749%","0.770%","0"
11/02/2015,"0.741%","0.778%","0.724%","0.753%","0"
10/30/2015,"0.724%","0.761%","0.699%","0.736%","0"
10/29/2015,"0.719%","0.744%","0.695%","0.728%","0"
10/28/2015,"0.621%","0.723%","0.613%","0.707%","0"
10/27/2015,"0.637%","0.650%","0.600%","0.629%","0"
10/26/2015,"0.641%","0.658%","0.617%","0.641%","0"
10/23/2015,"0.617%","0.666%","0.605%","0.641%","0"
10/22/2015,"0.629%","0.653%","0.580%","0.605%","0"
10/21/2015,"0.629%","0.645%","0.601%","0.625%","0"
10/20/2015,"0.585%","0.653%","0.585%","0.633%","0"
10/19/2015,"0.605%","0.629%","0.585%","0.593%","0"
10/16/2015,"0.601%","0.637%","0.585%","0.613%","0"
10/15/2015,"0.553%","0.617%","0.549%","0.601%","0"
10/14/2015,"0.617%","0.633%","0.541%","0.561%","0"
10/13/2015,"0.637%","0.649%","0.605%","0.613%","0"
10/09/2015,"0.633%","0.669%","0.621%","0.641%","0"
10/08/2015,"0.633%","0.657%","0.589%","0.641%","0"
10/07/2015,"0.601%","0.653%","0.601%","0.629%","0"
10/06/2015,"0.613%","0.629%","0.589%","0.601%","0"
10/05/2015,"0.581%","0.633%","0.570%","0.609%","0"
10/02/2015,"0.653%","0.677%","0.534%","0.585%","0"
10/01/2015,"0.637%","0.665%","0.621%","0.649%","0"
09/30/2015,"0.653%","0.688%","0.629%","0.633%","0"
09/29/2015,"0.672%","0.688%","0.637%","0.660%","0"
09/28/2015,"0.700%","0.716%","0.664%","0.672%","0"
09/25/2015,"0.727%","0.739%","0.684%","0.700%","0"
09/24/2015,"0.715%","0.715%","0.660%","0.711%","0"
09/23/2015,"0.703%","0.723%","0.676%","0.703%","0"
09/22/2015,"0.706%","0.723%","0.649%","0.678%","0"
09/21/2015,"0.678%","0.727%","0.678%","0.710%","0"
09/18/2015,"0.690%","0.706%","0.653%","0.686%","0"
09/17/2015,"0.815%","0.827%","0.673%","0.682%","0"
09/16/2015,"0.803%","0.827%","0.766%","0.811%","0"
09/15/2015,"0.730%","0.819%","0.710%","0.807%","0"
09/14/2015,"0.718%","0.746%","0.693%","0.730%","0"
09/11/2015,"0.734%","0.746%","0.693%","0.709%","0"
09/10/2015,"0.741%","0.769%","0.717%","0.733%","0"
09/09/2015,"0.729%","0.769%","0.721%","0.745%","0"
09/08/2015,"0.697%","0.749%","0.693%","0.737%","0"
09/04/2015,"0.709%","0.745%","0.633%","0.713%","0"
09/03/2015,"0.712%","0.724%","0.677%","0.692%","0"
09/02/2015,"0.708%","0.740%","0.684%","0.716%","0"
09/01/2015,"0.736%","0.744%","0.696%","0.708%","0"
08/31/2015,"0.740%","0.763%","0.696%","0.740%","0"
08/28/2015,"0.688%","0.743%","0.660%","0.716%","0"
08/27/2015,"0.668%","0.719%","0.649%","0.704%","0"
08/26/2015,"0.645%","0.703%","0.621%","0.684%","0"
08/25/2015,"0.584%","0.658%","0.580%","0.605%","0"
08/24/2015,"0.613%","0.621%","0.552%","0.572%","0"
08/21/2015,"0.670%","0.670%","0.609%","0.621%","0"
08/20/2015,"0.670%","0.686%","0.641%","0.657%","0"
08/19/2015,"0.726%","0.747%","0.641%","0.670%","0"
08/18/2015,"0.706%","0.738%","0.694%","0.722%","0"
08/17/2015,"0.726%","0.742%","0.690%","0.710%","0"
08/14/2015,"0.710%","0.746%","0.698%","0.726%","0"
08/13/2015,"0.661%","0.729%","0.645%","0.713%","0"
08/12/2015,"0.673%","0.689%","0.617%","0.669%","0"
08/11/2015,"0.725%","0.733%","0.653%","0.673%","0"
08/10/2015,"0.721%","0.753%","0.701%","0.725%","0"
08/07/2015,"0.705%","0.757%","0.689%","0.733%","0"
08/06/2015,"0.737%","0.741%","0.693%","0.705%","0"
08/05/2015,"0.736%","0.764%","0.708%","0.728%","0"
08/04/2015,"0.665%","0.748%","0.665%","0.732%","0"
08/03/2015,"0.673%","0.704%","0.649%","0.669%","0"
07/31/2015,"0.740%","0.760%","0.657%","0.665%","0"
07/30/2015,"0.708%","0.751%","0.708%","0.731%","0"
07/29/2015,"0.684%","0.727%","0.676%","0.712%","0"
07/28/2015,"0.654%","0.691%","0.650%","0.670%","0"
07/27/2015,"0.691%","0.707%","0.641%","0.654%","0"
07/24/2015,"0.703%","0.719%","0.662%","0.686%","0"
07/23/2015,"0.715%","0.731%","0.690%","0.698%","0"
07/22/2015,"0.682%","0.739%","0.671%","0.739%","0"
07/21/2015,"0.702%","0.727%","0.666%","0.682%","0"
07/20/2015,"0.670%","0.722%","0.666%","0.710%","0"
07/17/2015,"0.661%","0.698%","0.649%","0.670%","0"
07/16/2015,"0.649%","0.677%","0.637%","0.657%","0"
07/15/2015,"0.633%","0.689%","0.621%","0.625%","0"
07/14/2015,"0.677%","0.693%","0.629%","0.641%","0"
07/13/2015,"0.637%","0.697%","0.625%","0.681%","0"
07/10/2015,"0.617%","0.673%","0.597%","0.641%","0"
07/09/2015,"0.549%","0.601%","0.541%","0.589%","0"
07/08/2015,"0.589%","0.601%","0.541%","0.545%","0"
07/07/2015,"0.605%","0.613%","0.549%","0.589%","0"
07/06/2015,"0.577%","0.625%","0.562%","0.593%","0"
07/02/2015,"0.696%","0.712%","0.617%","0.629%","0"
07/01/2015,"0.661%","0.708%","0.633%","0.692%","0"
06/30/2015,"0.633%","0.676%","0.621%","0.645%","0"
06/29/2015,"0.637%","0.684%","0.617%","0.641%","0"
06/26/2015,"0.684%","0.731%","0.676%","0.716%","0"
06/25/2015,"0.676%","0.727%","0.668%","0.688%","0"
06/24/2015,"0.692%","0.719%","0.668%","0.684%","0"
06/23/2015,"0.666%","0.702%","0.649%","0.676%","0"
06/22/2015,"0.637%","0.678%","0.621%","0.662%","0"
06/19/2015,"0.633%","0.653%","0.589%","0.621%","0"
06/18/2015,"0.653%","0.674%","0.621%","0.637%","0"
06/17/2015,"0.694%","0.767%","0.637%","0.649%","0"
06/16/2015,"0.706%","0.722%","0.669%","0.690%","0"
06/15/2015,"0.710%","0.726%","0.673%","0.706%","0"
06/12/2015,"0.722%","0.754%","0.701%","0.730%","0"
06/11/2015,"0.725%","0.806%","0.709%","0.717%","0"
06/10/2015,"0.721%","0.753%","0.709%","0.729%","0"
06/09/2015,"0.689%","0.737%","0.669%","0.721%","0"
06/08/2015,"0.729%","0.733%","0.673%","0.685%","0"
06/05/2015,"0.665%","0.801%","0.657%","0.717%","0"
06/04/2015,"0.669%","0.704%","0.641%","0.665%","0"
06/03/2015,"0.653%","0.712%","0.645%","0.673%","0"
06/02/2015,"0.653%","0.680%","0.637%","0.657%","0"
06/01/2015,"0.613%","0.661%","0.593%","0.649%","0"
05/29/2015,"0.637%","0.645%","0.594%","0.609%","0"
05/28/2015,"0.653%","0.668%","0.613%","0.633%","0"
05/27/2015,"0.653%","0.680%","0.637%","0.649%","0"
05/26/2015,"0.614%","0.655%","0.598%","0.614%","0"
05/22/2015,"0.573%","0.635%","0.565%","0.618%","0"
05/21/2015,"0.581%","0.601%","0.557%","0.577%","0"
05/20/2015,"0.601%","0.626%","0.573%","0.589%","0"
05/19/2015,"0.581%","0.630%","0.557%","0.617%","0"
05/18/2015,"0.536%","0.589%","0.528%","0.581%","0"
05/15/2015,"0.548%","0.569%","0.520%","0.540%","0"
05/14/2015,"0.580%","0.588%","0.528%","0.548%","0"
05/13/2015,"0.600%","0.624%","0.556%","0.580%","0"
05/12/2015,"0.624%","0.652%","0.588%","0.596%","0"
05/11/2015,"0.576%","0.628%","0.560%","0.620%","0"
05/08/2015,"0.640%","0.652%","0.560%","0.568%","0"
05/07/2015,"0.635%","0.667%","0.615%","0.635%","0"
05/06/2015,"0.631%","0.655%","0.603%","0.639%","0"
05/05/2015,"0.607%","0.647%","0.579%","0.627%","0"
05/04/2015,"0.591%","0.623%","0.583%","0.603%","0"
05/01/2015,"0.583%","0.619%","0.575%","0.599%","0"
04/30/2015,"0.559%","0.622%","0.551%","0.571%","0"
04/29/2015,"0.559%","0.606%","0.547%","0.567%","0"
04/28/2015,"0.539%","0.575%","0.535%","0.563%","0"
04/27/2015,"0.516%","0.541%","0.500%","0.539%","0"
04/24/2015,"0.537%","0.557%","0.496%","0.504%","0"
04/23/2015,"0.553%","0.565%","0.516%","0.533%","0"
04/22/2015,"0.520%","0.565%","0.508%","0.549%","0"
04/21/2015,"0.532%","0.545%","0.504%","0.520%","0"
04/20/2015,"0.516%","0.541%","0.492%","0.524%","0"
04/17/2015,"0.488%","0.524%","0.464%","0.512%","0"
04/16/2015,"0.508%","0.520%","0.480%","0.496%","0"
04/15/2015,"0.520%","0.524%","0.488%","0.500%","0"
04/14/2015,"0.544%","0.552%","0.492%","0.516%","0"
04/13/2015,"0.560%","0.584%","0.520%","0.532%","0"
04/10/2015,"0.556%","0.568%","0.536%","0.556%","0"
04/09/2015,"0.536%","0.572%","0.520%","0.552%","0"
04/08/2015,"0.524%","0.556%","0.512%","0.536%","0"
04/07/2015,"0.504%","0.544%","0.488%","0.520%","0"
04/06/2015,"0.488%","0.516%","0.468%","0.500%","0"
04/03/2015,"0.544%","0.552%","0.468%","0.480%","0"
04/02/2015,"0.540%","0.559%","0.520%","0.543%","0"
04/01/2015,"0.567%","0.583%","0.524%","0.539%","0"
03/31/2015,"0.583%","0.591%","0.543%","0.559%","0"
03/30/2015,"0.591%","0.606%","0.555%","0.583%","0"
03/27/2015,"0.614%","0.626%","0.575%","0.598%","0"
03/26/2015,"0.602%","0.629%","0.586%","0.614%","0"
03/25/2015,"0.578%","0.613%","0.555%","0.606%","0"
03/24/2015,"0.577%","0.602%","0.541%","0.557%","0"
03/23/2015,"0.590%","0.602%","0.557%","0.573%","0"
03/20/2015,"0.609%","0.622%","0.569%","0.585%","0"
03/19/2015,"0.553%","0.642%","0.528%","0.613%","0"
03/18/2015,"0.670%","0.694%","0.532%","0.548%","0"
03/17/2015,"0.657%","0.682%","0.633%","0.674%","0"
03/16/2015,"0.657%","0.677%","0.629%","0.653%","0"
03/13/2015,"0.676%","0.705%","0.629%","0.661%","0"
03/12/2015,"0.680%","0.697%","0.636%","0.672%","0"
03/11/2015,"0.676%","0.724%","0.664%","0.684%","0"
03/10/2015,"0.708%","0.720%","0.664%","0.684%","0"
03/09/2015,"0.728%","0.740%","0.684%","0.692%","0"
03/06/2015,"0.648%","0.743%","0.572%","0.727%","0"
03/05/2015,"0.655%","0.679%","0.627%","0.643%","0"
03/04/2015,"0.683%","0.698%","0.647%","0.659%","0"
03/03/2015,"0.662%","0.698%","0.643%","0.682%","0"
03/02/2015,"0.642%","0.670%","0.623%","0.666%","0"
02/27/2015,"0.638%","0.678%","0.615%","0.626%","0"
02/26/2015,"0.606%","0.661%","0.590%","0.649%","0"
02/25/2015,"0.598%","0.634%","0.586%","0.606%","0"
02/24/2015,"0.606%","0.651%","0.537%","0.557%","0"
02/23/2015,"0.638%","0.663%","0.590%","0.606%","0"
02/20/2015,"0.634%","0.667%","0.565%","0.638%","0"
02/19/2015,"0.602%","0.654%","0.569%","0.621%","0"
02/18/2015,"0.667%","0.694%","0.565%","0.613%","0"
02/17/2015,"0.645%","0.730%","0.617%","0.682%","0"
02/13/2015,"0.629%","0.661%","0.617%","0.645%","0"
02/12/2015,"0.676%","0.697%","0.596%","0.628%","0"
02/11/2015,"0.652%","0.688%","0.636%","0.676%","0"
02/10/2015,"0.648%","0.688%","0.632%","0.656%","0"
02/09/2015,"0.632%","0.676%","0.600%","0.656%","0"
02/06/2015,"0.524%","0.668%","0.504%","0.648%","0"
02/05/2015,"0.472%","0.548%","0.464%","0.524%","0"
02/04/2015,"0.508%","0.563%","0.441%","0.492%","0"
02/03/2015,"0.461%","0.524%","0.445%","0.512%","0"
02/02/2015,"0.461%","0.492%","0.429%","0.457%","0"
01/30/2015,"0.524%","0.532%","0.445%","0.453%","0"
01/29/2015,"0.496%","0.551%","0.488%","0.520%","0"
01/28/2015,"0.519%","0.539%","0.470%","0.470%","0"
01/27/2015,"0.519%","0.531%","0.482%","0.515%","0"
01/26/2015,"0.478%","0.535%","0.474%","0.519%","0"
01/23/2015,"0.523%","0.535%","0.466%","0.491%","0"
01/22/2015,"0.499%","0.536%","0.483%","0.524%","0"
01/21/2015,"0.495%","0.532%","0.475%","0.512%","0"
01/20/2015,"0.492%","0.516%","0.443%","0.496%","0"
