Date,Open,High,Low,Close,Volume
01/20/2020,"1.563%","1.563%","1.563%","1.563%","0"
01/17/2020,"1.580%","1.584%","1.543%","1.563%","0"
01/16/2020,"1.548%","1.596%","1.539%","1.580%","0"
01/15/2020,"1.568%","1.584%","1.535%","1.548%","0"
01/14/2020,"1.592%","1.601%","1.564%","1.568%","0"
01/13/2020,"1.576%","1.597%","1.568%","1.592%","0"
01/10/2020,"1.585%","1.597%","1.552%","1.576%","0"
01/09/2020,"1.581%","1.613%","1.568%","1.585%","0"
01/08/2020,"1.544%","1.593%","1.448%","1.581%","0"
01/07/2020,"1.537%","1.573%","1.528%","1.544%","0"
01/06/2020,"1.533%","1.573%","1.508%","1.537%","0"
01/03/2020,"1.573%","1.577%","1.505%","1.533%","0"
01/02/2020,"1.577%","1.601%","1.533%","1.573%","0"
12/31/2019,"1.565%","1.589%","1.557%","1.577%","0"
12/30/2019,"1.577%","1.613%","1.557%","1.565%","0"
12/27/2019,"1.633%","1.637%","1.573%","1.577%","0"
12/26/2019,"1.629%","1.649%","1.609%","1.633%","0"
12/24/2019,"1.636%","1.681%","1.621%","1.629%","0"
12/23/2019,"1.636%","1.669%","1.628%","1.656%","0"
12/20/2019,"1.623%","1.652%","1.611%","1.636%","0"
12/19/2019,"1.631%","1.660%","1.598%","1.623%","0"
12/18/2019,"1.631%","1.651%","1.614%","1.631%","0"
12/17/2019,"1.630%","1.647%","1.602%","1.631%","0"
12/16/2019,"1.610%","1.659%","1.606%","1.630%","0"
12/13/2019,"1.662%","1.692%","1.590%","1.610%","0"
12/12/2019,"1.605%","1.699%","1.585%","1.662%","0"
12/11/2019,"1.654%","1.662%","1.597%","1.605%","0"
12/10/2019,"1.621%","1.670%","1.597%","1.654%","0"
12/09/2019,"1.633%","1.645%","1.593%","1.621%","0"
12/06/2019,"1.588%","1.645%","1.573%","1.633%","0"
12/05/2019,"1.572%","1.609%","1.556%","1.588%","0"
12/04/2019,"1.544%","1.596%","1.528%","1.572%","0"
12/03/2019,"1.608%","1.632%","1.508%","1.544%","0"
12/02/2019,"1.608%","1.656%","1.596%","1.608%","0"
11/29/2019,"1.623%","1.648%","1.592%","1.608%","0"
11/27/2019,"1.587%","1.635%","1.580%","1.623%","0"
11/26/2019,"1.603%","1.611%","1.560%","1.587%","0"
11/25/2019,"1.636%","1.649%","1.587%","1.603%","0"
11/22/2019,"1.611%","1.644%","1.586%","1.636%","0"
11/21/2019,"1.578%","1.623%","1.545%","1.611%","0"
11/20/2019,"1.590%","1.607%","1.553%","1.578%","0"
11/19/2019,"1.606%","1.627%","1.578%","1.590%","0"
11/18/2019,"1.614%","1.635%","1.573%","1.606%","0"
11/15/2019,"1.598%","1.627%","1.590%","1.614%","0"
11/14/2019,"1.634%","1.646%","1.577%","1.598%","0"
11/13/2019,"1.658%","1.675%","1.618%","1.634%","0"
11/12/2019,"1.670%","1.695%","1.642%","1.658%","0"
11/10/2019,"1.670%","1.670%","1.670%","1.670%","0"
11/08/2019,"1.673%","1.702%","1.642%","1.670%","0"
11/07/2019,"1.613%","1.718%","1.597%","1.673%","0"
11/06/2019,"1.629%","1.637%","1.584%","1.613%","0"
11/05/2019,"1.536%","1.653%","1.536%","1.629%","0"
11/04/2019,"1.560%","1.604%","1.552%","1.580%","0"
11/01/2019,"1.528%","1.596%","1.516%","1.560%","0"
10/31/2019,"1.600%","1.640%","1.512%","1.528%","0"
10/30/2019,"1.647%","1.668%","1.596%","1.600%","0"
10/29/2019,"1.651%","1.667%","1.619%","1.647%","0"
10/28/2019,"1.635%","1.671%","1.619%","1.651%","0"
10/25/2019,"1.571%","1.647%","1.568%","1.635%","0"
10/24/2019,"1.575%","1.599%","1.551%","1.571%","0"
10/23/2019,"1.603%","1.603%","1.547%","1.575%","0"
10/22/2019,"1.619%","1.632%","1.590%","1.603%","0"
10/21/2019,"1.578%","1.623%","1.561%","1.619%","0"
10/18/2019,"1.594%","1.619%","1.561%","1.578%","0"
10/17/2019,"1.581%","1.647%","1.565%","1.594%","0"
10/16/2019,"1.618%","1.622%","1.565%","1.581%","0"
10/15/2019,"1.593%","1.630%","1.537%","1.618%","0"
10/13/2019,"1.593%","1.593%","1.593%","1.593%","0"
10/11/2019,"1.540%","1.634%","1.524%","1.593%","0"
10/10/2019,"1.464%","1.544%","1.419%","1.540%","0"
10/09/2019,"1.424%","1.480%","1.407%","1.464%","0"
10/08/2019,"1.460%","1.500%","1.407%","1.424%","0"
10/07/2019,"1.400%","1.476%","1.379%","1.460%","0"
10/04/2019,"1.384%","1.432%","1.380%","1.400%","0"
10/03/2019,"1.484%","1.488%","1.368%","1.384%","0"
10/02/2019,"1.548%","1.568%","1.468%","1.484%","0"
10/01/2019,"1.616%","1.684%","1.528%","1.548%","0"
09/30/2019,"1.640%","1.664%","1.608%","1.616%","0"
09/27/2019,"1.663%","1.684%","1.616%","1.640%","0"
09/26/2019,"1.683%","1.691%","1.623%","1.663%","0"
09/25/2019,"1.628%","1.687%","1.599%","1.683%","0"
09/24/2019,"1.694%","1.698%","1.611%","1.628%","0"
09/23/2019,"1.681%","1.723%","1.628%","1.694%","0"
09/20/2019,"1.742%","1.760%","1.669%","1.681%","0"
09/19/2019,"1.758%","1.779%","1.717%","1.742%","0"
09/18/2019,"1.758%","1.787%","1.664%","1.758%","0"
09/17/2019,"1.766%","1.770%","1.717%","1.733%","0"
09/16/2019,"1.798%","1.823%","1.745%","1.766%","0"
09/13/2019,"1.715%","1.814%","1.715%","1.798%","0"
09/12/2019,"1.687%","1.736%","1.622%","1.715%","0"
09/11/2019,"1.682%","1.695%","1.646%","1.687%","0"
09/10/2019,"1.597%","1.686%","1.581%","1.682%","0"
09/09/2019,"1.548%","1.601%","1.528%","1.597%","0"
09/06/2019,"1.528%","1.573%","1.512%","1.532%","0"
09/05/2019,"1.432%","1.580%","1.428%","1.528%","0"
09/04/2019,"1.460%","1.480%","1.428%","1.432%","0"
09/03/2019,"1.512%","1.536%","1.436%","1.460%","0"
09/01/2019,"1.512%","1.512%","1.512%","1.512%","0"
08/30/2019,"1.532%","1.556%","1.492%","1.512%","0"
08/29/2019,"1.504%","1.544%","1.484%","1.532%","0"
08/28/2019,"1.518%","1.536%","1.484%","1.504%","0"
08/27/2019,"1.539%","1.564%","1.506%","1.518%","0"
08/26/2019,"1.527%","1.556%","1.444%","1.539%","0"
08/23/2019,"1.622%","1.651%","1.502%","1.527%","0"
08/22/2019,"1.577%","1.626%","1.544%","1.622%","0"
08/21/2019,"1.508%","1.582%","1.508%","1.577%","0"
08/20/2019,"1.549%","1.549%","1.484%","1.508%","0"
08/19/2019,"1.489%","1.553%","1.480%","1.549%","0"
08/16/2019,"1.502%","1.537%","1.468%","1.489%","0"
08/15/2019,"1.579%","1.591%","1.461%","1.502%","0"
08/14/2019,"1.673%","1.673%","1.563%","1.579%","0"
08/13/2019,"1.588%","1.689%","1.563%","1.673%","0"
08/12/2019,"1.636%","1.636%","1.568%","1.588%","0"
08/09/2019,"1.617%","1.645%","1.588%","1.636%","0"
