Date,Open,High,Low,Close,Volume
01/20/2017,"1.234%","1.254%","1.176%","1.193%","0"
01/19/2017,"1.226%","1.258%","1.209%","1.226%","0"
01/18/2017,"1.156%","1.230%","1.148%","1.221%","0"
01/17/2017,"1.181%","1.193%","1.136%","1.152%","0"
01/15/2017,"1.197%","1.197%","1.197%","1.177%","0"
01/13/2017,"1.185%","1.234%","1.153%","1.197%","0"
01/12/2017,"1.181%","1.185%","1.145%","1.177%","0"
01/11/2017,"1.186%","1.214%","1.149%","1.190%","0"
01/10/2017,"1.190%","1.218%","1.170%","1.190%","0"
01/09/2017,"1.218%","1.226%","1.174%","1.186%","0"
01/06/2017,"1.170%","1.234%","1.154%","1.214%","0"
01/05/2017,"1.222%","1.238%","1.158%","1.166%","0"
01/04/2017,"1.222%","1.254%","1.206%","1.218%","0"
01/03/2017,"1.206%","1.258%","1.198%","1.218%","0"
01/01/2017,"1.206%","1.206%","1.206%","1.218%","0"
12/30/2016,"1.218%","1.234%","1.190%","1.206%","0"
12/29/2016,"1.262%","1.266%","1.210%","1.218%","0"
12/28/2016,"1.274%","1.302%","1.250%","1.258%","0"
12/27/2016,"1.210%","1.252%","1.202%","1.231%","0"
12/23/2016,"1.202%","1.222%","1.185%","1.206%","0"
12/22/2016,"1.192%","1.229%","1.176%","1.196%","0"
12/21/2016,"1.225%","1.237%","1.180%","1.192%","0"
12/20/2016,"1.229%","1.265%","1.208%","1.220%","0"
12/19/2016,"1.253%","1.261%","1.208%","1.228%","0"
12/16/2016,"1.277%","1.281%","1.224%","1.257%","0"
12/15/2016,"1.268%","1.321%","1.243%","1.276%","0"
12/14/2016,"1.170%","1.288%","1.142%","1.275%","0"
12/13/2016,"1.141%","1.182%","1.125%","1.166%","0"
12/12/2016,"1.153%","1.178%","1.121%","1.145%","0"
12/09/2016,"1.113%","1.153%","1.093%","1.137%","0"
12/08/2016,"1.104%","1.152%","1.084%","1.108%","0"
12/07/2016,"1.116%","1.132%","1.084%","1.100%","0"
12/06/2016,"1.128%","1.144%","1.104%","1.124%","0"
12/05/2016,"1.104%","1.156%","1.076%","1.124%","0"
12/02/2016,"1.144%","1.160%","1.092%","1.100%","0"
12/01/2016,"1.119%","1.179%","1.111%","1.151%","0"
11/30/2016,"1.095%","1.151%","1.083%","1.119%","0"
11/29/2016,"1.107%","1.234%","1.087%","1.087%","0"
11/28/2016,"1.119%","1.135%","1.099%","1.103%","0"
11/25/2016,"1.150%","1.174%","1.111%","1.119%","0"
11/23/2016,"1.094%","1.158%","1.083%","1.126%","0"
11/22/2016,"1.071%","1.114%","1.067%","1.094%","0"
11/21/2016,"1.085%","1.097%","1.044%","1.077%","0"
11/18/2016,"1.047%","1.084%","1.015%","1.072%","0"
11/17/2016,"1.010%","1.050%","0.985%","1.046%","0"
11/16/2016,"1.001%","1.042%","0.981%","1.005%","0"
11/15/2016,"1.005%","1.037%","0.972%","1.001%","0"
11/14/2016,"0.980%","1.021%","0.956%","1.013%","0"
11/10/2016,"0.890%","0.935%","0.850%","0.919%","0"
11/09/2016,"0.866%","0.918%","0.714%","0.894%","0"
11/08/2016,"0.818%","0.882%","0.814%","0.858%","0"
11/07/2016,"0.838%","0.842%","0.798%","0.822%","0"
11/04/2016,"0.814%","0.846%","0.778%","0.794%","0"
11/03/2016,"0.821%","0.837%","0.798%","0.810%","0"
11/02/2016,"0.829%","0.845%","0.806%","0.821%","0"
11/01/2016,"0.853%","0.881%","0.817%","0.837%","0"
