Date,Close
1/1/2014,136.91
1/1/2015,136.91
1/1/2016,136.91
1/1/2017,136.91
1/1/2018,136.91
1/1/2019,136.91
1/1/2020,136.91
1/1/2021,136.91
1/10/2013,136.91
1/10/2014,136.91
1/10/2015,136.91
1/10/2016,136.91
1/10/2017,136.91
1/10/2018,136.91
1/10/2019,136.91
1/10/2020,136.91
1/10/2021,136.91
1/11/2013,136.91
1/11/2014,136.91
1/11/2015,136.91
1/11/2016,136.91
1/11/2017,136.91
1/11/2018,136.91
1/11/2019,136.91
1/11/2020,136.91
1/11/2021,136.91
1/12/2013,136.91
1/12/2014,136.91
1/12/2015,136.91
1/12/2016,136.91
1/12/2017,136.91
1/12/2018,136.91
1/12/2019,136.91
1/12/2020,136.91
1/12/2021,136.91
1/13/2013,136.91
1/13/2014,136.91
1/13/2015,136.91
1/13/2016,136.91
1/13/2017,136.91
1/13/2018,136.91
1/13/2019,136.91
1/13/2020,136.91
1/13/2021,136.91
1/14/2013,136.91
1/14/2014,136.91
1/14/2015,136.91
1/14/2016,136.91
1/14/2017,136.91
1/14/2018,136.91
1/14/2019,136.91
1/14/2020,136.91
1/14/2021,136.91
1/15/2013,136.91
1/15/2014,136.91
1/15/2015,136.91
1/15/2016,136.91
1/15/2017,136.91
1/15/2018,136.91
1/15/2019,136.91
1/15/2020,136.91
1/15/2021,136.91
1/16/2013,136.91
1/16/2014,136.91
1/16/2015,136.91
1/16/2016,136.91
1/16/2017,136.91
1/16/2018,136.91
1/16/2019,136.91
1/16/2020,136.91
1/16/2021,136.91
1/17/2013,136.91
1/17/2014,136.91
1/17/2015,136.91
1/17/2016,136.91
1/17/2017,136.91
1/17/2018,136.91
1/17/2019,136.91
1/17/2020,136.91
1/18/2013,136.91
1/18/2014,136.91
1/18/2015,136.91
1/18/2016,136.91
1/18/2017,136.91
1/18/2018,136.91
1/18/2019,136.91
1/18/2020,136.91
1/19/2013,136.91
1/19/2014,136.91
1/19/2015,136.91
1/19/2016,136.91
1/19/2017,136.91
1/19/2018,136.91
1/19/2019,136.91
1/19/2020,136.91
1/2/2013,136.91
1/2/2014,136.91
1/2/2015,136.91
1/2/2016,136.91
1/2/2017,136.91
1/2/2018,136.91
1/2/2019,136.91
1/2/2020,136.91
1/2/2021,136.91
1/20/2013,136.91
1/20/2014,136.91
1/20/2015,136.91
1/20/2016,136.91
1/20/2017,136.91
1/20/2018,136.91
1/20/2019,136.91
1/20/2020,136.91
1/21/2013,136.91
1/21/2014,136.91
1/21/2015,136.91
1/21/2016,136.91
1/21/2017,136.91
1/21/2018,136.91
1/21/2019,136.91
1/21/2020,136.91
1/22/2013,136.91
1/22/2014,136.91
1/22/2015,136.91
1/22/2016,136.91
1/22/2017,136.91
1/22/2018,136.91
1/22/2019,136.91
1/22/2020,136.91
1/23/2013,136.91
1/23/2014,136.91
1/23/2015,136.91
1/23/2016,136.91
1/23/2017,136.91
1/23/2018,136.91
1/23/2019,136.91
1/23/2020,136.91
1/24/2013,136.91
1/24/2014,136.91
1/24/2015,136.91
1/24/2016,136.91
1/24/2017,136.91
1/24/2018,136.91
1/24/2019,136.91
1/24/2020,136.91
1/25/2013,136.91
1/25/2014,136.91
1/25/2015,136.91
1/25/2016,136.91
1/25/2017,136.91
1/25/2018,136.91
1/25/2019,136.91
1/25/2020,136.91
1/26/2013,136.91
1/26/2014,136.91
1/26/2015,136.91
1/26/2016,136.91
1/26/2017,136.91
1/26/2018,136.91
1/26/2019,136.91
1/26/2020,136.91
1/27/2013,136.91
1/27/2014,136.91
1/27/2015,136.91
1/27/2016,136.91
1/27/2017,136.91
1/27/2018,136.91
1/27/2019,136.91
1/27/2020,136.91
1/28/2013,136.91
1/28/2014,136.91
1/28/2015,136.91
1/28/2016,136.91
1/28/2017,136.91
1/28/2018,136.91
1/28/2019,136.91
1/28/2020,136.91
1/29/2013,136.91
1/29/2014,136.91
1/29/2015,136.91
1/29/2016,136.91
1/29/2017,136.91
1/29/2018,136.91
1/29/2019,136.91
1/29/2020,136.91
1/3/2013,136.91
1/3/2014,136.91
1/3/2015,136.91
1/3/2016,136.91
1/3/2017,136.91
1/3/2018,136.91
1/3/2019,136.91
1/3/2020,136.91
1/3/2021,136.91
1/30/2013,136.91
1/30/2014,136.91
1/30/2015,136.91
1/30/2016,136.91
1/30/2017,136.91
1/30/2018,136.91
1/30/2019,136.91
1/30/2020,136.91
1/31/2013,136.91
1/31/2014,136.91
1/31/2015,136.91
1/31/2016,136.91
1/31/2017,136.91
1/31/2018,136.91
1/31/2019,136.91
1/31/2020,136.91
1/4/2013,136.91
1/4/2014,136.91
1/4/2015,136.91
1/4/2016,136.91
1/4/2017,136.91
1/4/2018,136.91
1/4/2019,136.91
1/4/2020,136.91
1/4/2021,136.91
1/5/2013,136.91
1/5/2014,136.91
1/5/2015,136.91
1/5/2016,136.91
1/5/2017,136.91
1/5/2018,136.91
1/5/2019,136.91
1/5/2020,136.91
1/5/2021,136.91
1/6/2013,136.91
1/6/2014,136.91
1/6/2015,136.91
1/6/2016,136.91
1/6/2017,136.91
1/6/2018,136.91
1/6/2019,136.91
1/6/2020,136.91
1/6/2021,136.91
1/7/2013,136.91
1/7/2014,136.91
1/7/2015,136.91
1/7/2016,136.91
1/7/2017,136.91
1/7/2018,136.91
1/7/2019,136.91
1/7/2020,136.91
1/7/2021,136.91
1/8/2013,136.91
1/8/2014,136.91
1/8/2015,136.91
1/8/2016,136.91
1/8/2017,136.91
1/8/2018,136.91
1/8/2019,136.91
1/8/2020,136.91
1/8/2021,136.91
1/9/2013,136.91
1/9/2014,136.91
1/9/2015,136.91
1/9/2016,136.91
1/9/2017,136.91
1/9/2018,136.91
1/9/2019,136.91
1/9/2020,136.91
1/9/2021,136.91
10/1/2013,136.91
10/1/2014,136.91
10/1/2015,136.91
10/1/2016,136.91
10/1/2017,136.91
10/1/2018,136.91
10/1/2019,136.91
10/1/2020,136.91
10/10/2013,136.91
10/10/2014,136.91
10/10/2015,136.91
10/10/2016,136.91
10/10/2017,136.91
10/10/2018,136.91
10/10/2019,136.91
10/10/2020,136.91
10/11/2013,136.91
10/11/2014,136.91
10/11/2015,136.91
10/11/2016,136.91
10/11/2017,136.91
10/11/2018,136.91
10/11/2019,136.91
10/11/2020,136.91
10/12/2013,136.91
10/12/2014,136.91
10/12/2015,136.91
10/12/2016,136.91
10/12/2017,136.91
10/12/2018,136.91
10/12/2019,136.91
10/12/2020,136.91
10/13/2013,136.91
10/13/2014,136.91
10/13/2015,136.91
10/13/2016,136.91
10/13/2017,136.91
10/13/2018,136.91
10/13/2019,136.91
10/13/2020,136.91
10/14/2013,136.91
10/14/2014,136.91
10/14/2015,136.91
10/14/2016,136.91
10/14/2017,136.91
10/14/2018,136.91
10/14/2019,136.91
10/14/2020,136.91
10/15/2013,136.91
10/15/2014,136.91
10/15/2015,136.91
10/15/2016,136.91
10/15/2017,136.91
10/15/2018,136.91
10/15/2019,136.91
10/15/2020,136.91
